molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class
CHEMBL1429537,CC(C)(C)c1cnnn1-c1ccc(C(=O)CCl)cc1,2890.0,2890.0,2890.0,5.539102157243452,intermediate
CHEMBL1533621,O=C1C=C(Nc2cccc3cccnc23)c2ccccc2C1=O,2890.0,2890.0,2890.0,5.539102157243452,intermediate
CHEMBL1533676,COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1,2890.0,2890.0,2890.0,5.539102157243452,intermediate
CHEMBL1707500,COc1ccccc1C(NC(C)=O)c1c(O)ccc2ccc(O)cc12,2890.0,2890.0,2890.0,5.539102157243452,intermediate
CHEMBL1462950,CC(=O)N1CCC2(CC1)C(C#N)=C(N)Oc1[nH]nc(CSc3ccc(C)cc3)c12,2900.0,2900.0,2900.0,5.537602002101044,intermediate
CHEMBL1337500,O=c1cc(-c2c(F)c(F)c(F)c(F)c2F)oc2c(F)c(F)c(F)c(F)c12,2920.0,2920.0,2920.0,5.534617148551582,intermediate
CHEMBL1348016,Cc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(C#N)=C(N)O2,2930.0,2930.0,2930.0,5.53313237964589,intermediate
CHEMBL1304384,CCOC(=O)c1cnc2ccc(C)cc2c1Sc1ccc(F)cc1,2950.0,2950.0,2950.0,5.530177984021837,intermediate
CHEMBL1546205,O=c1c(Cl)c(Cl)cnn1Cc1nnc(-c2ccc(Cl)cc2)o1,2950.0,2950.0,2950.0,5.530177984021837,intermediate
CHEMBL1581795,CC(CCc1ccccc1)NC(=O)COC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,2950.0,2950.0,2950.0,5.530177984021837,intermediate
CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,2950.0,2950.0,2950.0,5.530177984021837,intermediate
CHEMBL1425874,CCC(C)[C@H](NC(=O)NC1CCN(Cc2ccccc2)CC1)C(=O)OC,2960.0,2960.0,2960.0,5.528708288941061,intermediate
CHEMBL1565623,Cc1cc(C(=O)c2ccc(C(C)(C)C)cc2)c(NC(=O)CCl)s1,2970.0,2970.0,2970.0,5.527243550682788,intermediate
CHEMBL3193444,C/C(=N\NC(=O)CC#N)c1cc2ccccc2oc1=O,2970.0,2970.0,2970.0,5.527243550682788,intermediate
CHEMBL1384771,N#CC(C#N)=NNc1ccc(-n2ccc(C(F)(F)F)n2)cc1,2980.0,2980.0,2980.0,5.525783735923745,intermediate
CHEMBL1331912,O=C1Cc2ccccc2C(=O)N1CCc1ccccc1,2990.0,2990.0,2990.0,5.52432881167557,intermediate
CHEMBL1468954,NC1=C(Br)C(=O)c2ccccc2C1=O,2990.0,2990.0,2990.0,5.52432881167557,intermediate
CHEMBL1496635,CCc1ccc(C2C(C#N)=C(N)C(C#N)(C#N)C3=CCC(C(C)(C)C)CC32)cc1,3000.0,3000.0,3000.0,5.522878745280337,intermediate
CHEMBL1569134,COc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,3000.0,3000.0,3000.0,5.522878745280337,intermediate
CHEMBL1589309,O=C(CSc1nnc(-c2ccccc2Cl)o1)Oc1ccc(Br)cc1,3000.0,3000.0,3000.0,5.522878745280337,intermediate
CHEMBL592115,O=C(O)c1ccc(NC2=C(n3nnc4ccccc43)C(=O)c3ccccc3C2=O)cc1,3000.0,3000.0,3000.0,5.522878745280337,intermediate
CHEMBL98123,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,3010.0,3010.0,3010.0,5.521433504406156,intermediate
CHEMBL1308667,CC(C)c1n[nH]c2c1C(c1ccc(OC(=O)c3ccco3)cc1)C(C#N)=C(N)O2,3020.0,3020.0,3020.0,5.51999305704285,intermediate
CHEMBL1473521,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.O.[Na+],3030.0,3030.0,3030.0,5.518557371497695,intermediate
CHEMBL1309290,Cn1c(-c2ccccc2)c(C(=O)CCl)c2ccccc21,3040.0,3040.0,3040.0,5.517126416391246,intermediate
CHEMBL1565888,CC(C)CCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,3040.0,3040.0,3040.0,5.517126416391246,intermediate
CHEMBL1406341,Cc1nn(-c2ccccc2)c2c1C(c1ccncc1)C(C#N)=C(N)O2,3050.0,3050.0,3050.0,5.515700160653214,intermediate
CHEMBL1409494,CC(C)c1n[nH]c2c1C(c1ccco1)C(C#N)=C(N)O2,3050.0,3050.0,3050.0,5.515700160653214,intermediate
CHEMBL3183391,CCc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,3080.0,3080.0,3080.0,5.511449283499555,intermediate
CHEMBL1537961,COc1ccc(NC(=O)CSc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC,3100.0,3100.0,3100.0,5.508638306165727,intermediate
CHEMBL1428096,Cc1n[nH]c2c1C(c1ccc(-c3ccccc3)o1)C(C#N)=C(N)O2,3110.0,3110.0,3110.0,5.507239610973162,intermediate
CHEMBL1428450,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1Cn1cc([N+](=O)[O-])cn1,3110.0,3110.0,3110.0,5.507239610973162,intermediate
CHEMBL1534503,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)N2CCCCC2C)n1,3110.0,3110.0,3110.0,5.507239610973162,intermediate
CHEMBL1321365,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccncc1,3120.0,3120.0,3120.0,5.505845405981557,intermediate
CHEMBL1420830,C/C(=C\c1ccco1)C1C(C#N)=C(N)Oc2[nH]nc(-c3ccccc3)c21,3120.0,3120.0,3120.0,5.505845405981557,intermediate
CHEMBL3191991,Cc1nn(-c2ccccc2)c(O)c1/C=N/NC(=O)c1ccc(O)cc1O,3130.0,3130.0,3130.0,5.504455662453552,intermediate
CHEMBL1574879,COc1ccc(NC(=O)/C(Cl)=C(/Cl)[S+]([O-])Cc2ccccc2)cn1,3140.0,3140.0,3140.0,5.503070351926786,intermediate
CHEMBL1326847,Cc1nn(Cc2ccccc2)c2c1C(c1ccco1)C(C#N)=C(N)O2,3150.0,3150.0,3150.0,5.501689446210399,intermediate
CHEMBL1308600,COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)ccc1OCC(N)=O,3160.0,3160.0,3160.0,5.500312917381596,intermediate
CHEMBL1421441,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)s1,3160.0,3160.0,3160.0,5.500312917381596,intermediate
CHEMBL1503292,O=S(=O)(c1ccccc1)c1ncc(C(F)(F)F)cc1Cl,3160.0,3160.0,3160.0,5.500312917381596,intermediate
CHEMBL1537363,CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,3160.0,3160.0,3160.0,5.500312917381596,intermediate
CHEMBL3144896,Cc1ccc(C(C[N+](=O)[O-])c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,3160.0,3160.0,3160.0,5.500312917381596,intermediate
CHEMBL1422754,CC1=NN(CCC#N)C(=O)/C1=C/c1ccc(N(C)C)cc1,3170.0,3170.0,3170.0,5.498940737782249,intermediate
CHEMBL1452136,CC(=O)N(C1CC(C)C(C#N)(C#N)C1(C#N)C#N)N(C)C,3170.0,3170.0,3170.0,5.498940737782249,intermediate
CHEMBL1597074,CCOc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2,3170.0,3170.0,3170.0,5.498940737782249,intermediate
CHEMBL1472108,Cc1sc2ncnc(Sc3nnnn3-c3ccccc3)c2c1C,3180.0,3180.0,3180.0,5.497572880015568,intermediate
CHEMBL1581740,Cc1nn(-c2ccccc2)c2c1C1(C(=O)N3c4c(cccc41)C(C)CC3(C)C)C(C#N)=C(N)O2,3200.0,3200.0,3200.0,5.494850021680094,intermediate
CHEMBL1302460,Cc1ccc(NC(=O)C(=Cc2ccc(C(=O)O)cc2)C(=O)Nc2ccc(C)cc2C)c(C)c1,3210.0,3210.0,3210.0,5.493494967595128,intermediate
CHEMBL1326083,CN1CCN(C(c2ccc(Br)cc2)c2cc(Cl)c3cccnc3c2O)CC1,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL1330489,Oc1ncc(NCCN2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)c(O)n1,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL1463261,COc1ccc(OC)c(-c2[nH]nc3c2C(c2ccco2)C(C#N)=C(N)O3)c1,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL1467745,O=C(c1cccs1)[C@@H]1[C@@H]2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@@H]2C2c3ccccc3C=CN21,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL1603886,O=C1C(Cl)=C(N2CCCCC2)C(=O)N1c1ccccc1,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL1998566,Cc1ccc(S(=O)(=O)/N=C2/C=C(C3C(=O)CC(C)(C)CC3=O)C(=O)c3ccccc32)cc1,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL3144873,Cc1[nH]n(-c2ccccc2)c(=O)c1C(C[N+](=O)[O-])c1ccc(Cl)cc1,3220.0,3220.0,3220.0,5.492144128304169,intermediate
CHEMBL1429929,CCOC(=O)CCS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,3230.0,3230.0,3230.0,5.490797477668897,intermediate
CHEMBL171637,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,3230.0,3230.0,3230.0,5.490797477668897,intermediate
CHEMBL1550490,CCOC(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,3240.0,3240.0,3240.0,5.489454989793388,intermediate
CHEMBL1304700,COc1cccc(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2ccccc2)c1OC,3250.0,3250.0,3250.0,5.488116639021126,intermediate
CHEMBL1543907,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2F)ncc1Cl,3250.0,3250.0,3250.0,5.488116639021126,intermediate
CHEMBL1606675,O=C(CCCN1C(=O)/C(=C/c2cccs2)SC1=S)Nc1ccc(O)cc1,3250.0,3250.0,3250.0,5.488116639021126,intermediate
CHEMBL1313043,Cc1[nH]c2ccccc2c1CCNC(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,3260.0,3260.0,3260.0,5.486782399932061,intermediate
CHEMBL1386968,CC1=NNC(=O)C1C(c1ccc(Cl)cc1)C(C#N)C#N,3260.0,3260.0,3260.0,5.486782399932061,intermediate
CHEMBL1410562,Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,3260.0,3260.0,3260.0,5.486782399932061,intermediate
CHEMBL1428507,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,3260.0,3260.0,3260.0,5.486782399932061,intermediate
CHEMBL1323351,N#CC1=C(N)Oc2[nH]nc(-c3ccncc3)c2C1c1ccsc1,3270.0,3270.0,3270.0,5.485452247339714,intermediate
CHEMBL1349747,Cc1cc(Br)c2c(c1)/C(=C/C(=O)c1cccs1)C(=O)N2,3270.0,3270.0,3270.0,5.485452247339714,intermediate
CHEMBL1458062,O=[N+]([O-])c1cncc([N+](=O)[O-])c1Nc1cccc(O)c1,3280.0,3280.0,3280.0,5.484126156288321,intermediate
CHEMBL1460225,CCOc1cc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc(Br)c1O,3280.0,3280.0,3280.0,5.484126156288321,intermediate
CHEMBL1347117,OC1=C2C(=Nc3nn(-c4ccccc4)c(O)c3C2c2ccc3c(c2)OCO3)CCC1,3290.0,3290.0,3290.0,5.482804102050025,intermediate
CHEMBL1581648,CCSc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)c(C)o1,3290.0,3290.0,3290.0,5.482804102050025,intermediate
CHEMBL1322720,CCC1C(=O)N(c2nc(C)cc(C)n2)N=C1C,3300.0,3300.0,3300.0,5.481486060122112,intermediate
CHEMBL1417970,CCOC(=O)CS(=O)(=O)c1nc(-c2ccc(F)cc2)cc(C(F)(F)F)n1,3300.0,3300.0,3300.0,5.481486060122112,intermediate
CHEMBL1423138,O=C(NC(N=C(S)Nc1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl)c1cccc([N+](=O)[O-])c1,3300.0,3300.0,3300.0,5.481486060122112,intermediate
CHEMBL1499346,Nc1c(C(=O)NCCCc2ccccc2)c2nc3ccccc3nc2n1Cc1cccs1,3300.0,3300.0,3300.0,5.481486060122112,intermediate
CHEMBL3144856,COc1ccc(C(C[N+](=O)[O-])c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,3300.0,3300.0,3300.0,5.481486060122112,intermediate
CHEMBL1338987,COc1ccc(N=C(S)NC(NC(=O)CCl)C(Cl)(Cl)Cl)c([N+](=O)[O-])c1,3310.0,3310.0,3310.0,5.480172006224281,intermediate
CHEMBL1575453,N#Cc1cc([N+](=O)[O-])ccc1NC(=O)COC(=O)CCC1CCCCC1,3310.0,3310.0,3310.0,5.480172006224281,intermediate
CHEMBL1403329,Cn1ccnc1Sc1cc(NCCCO)c([N+](=O)[O-])c2nonc12,3320.0,3320.0,3320.0,5.478861916295964,intermediate
CHEMBL1453311,Cc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)c(C)s1,3320.0,3320.0,3320.0,5.478861916295964,intermediate
CHEMBL3144939,N#CCCn1[nH]c(-c2ccccc2)cc1=O,3320.0,3320.0,3320.0,5.478861916295964,intermediate
CHEMBL1432251,COc1ccc(CS(=O)(=O)/C(Cl)=C(/Cl)C(=O)Nc2ccc(OC)nc2)cc1,3340.0,3340.0,3340.0,5.476253533188435,intermediate
CHEMBL1491938,CCOC(=O)N1C(=O)[C@](c2ccc(Cl)cc2)(C(C)C)N1C(=O)OCC,3340.0,3340.0,3340.0,5.476253533188435,intermediate
CHEMBL1412448,COc1cccc(NC(=O)CSc2c3c(nc4ccccc24)CCCC3)c1,3360.0,3360.0,3360.0,5.4736607226101555,intermediate
CHEMBL1573265,N#Cc1ccc(-n2c(-c3ccccc3)nnc2-c2ccccc2)cc1C#N,3360.0,3360.0,3360.0,5.4736607226101555,intermediate
CHEMBL1308904,Cc1occc1C(=O)/C(C#N)=C/c1cc(O)c(O)c(Cl)c1,3370.0,3370.0,3370.0,5.4723700991286615,intermediate
CHEMBL1488412,CC1=NN(c2ccccc2)C(=O)C1/C=C1\C(=O)NC(=O)N(c2ccc(C)c(C)c2)C1=O,3370.0,3370.0,3370.0,5.4723700991286615,intermediate
CHEMBL1535938,COc1ccc(CC2=CC(=O)c3ccccc3C2=O)cc1,3370.0,3370.0,3370.0,5.4723700991286615,intermediate
CHEMBL1485134,COC(=O)CN1C(=O)C2(C(C#N)=C(N)Oc3c2c(C)nn3-c2ccccc2)c2ccccc21,3380.0,3380.0,3380.0,5.471083299722345,intermediate
CHEMBL1496059,Cn1c(SCC(=O)NCC2CCCO2)ncc(C(=O)Nc2ccccc2)c1=O,3380.0,3380.0,3380.0,5.471083299722345,intermediate
CHEMBL1560379,CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3s2)c(Cl)c1=O,3380.0,3380.0,3380.0,5.471083299722345,intermediate
CHEMBL1334903,Cc1c(C#N)c(NC(=O)CCl)n(Cc2ccccc2)c1C,3390.0,3390.0,3390.0,5.4698003017969175,intermediate
CHEMBL1321007,CC1=C(C)CC2(SC1)C(=O)N(c1ccccc1)N=C2N,3400.0,3400.0,3400.0,5.468521082957745,intermediate
CHEMBL1312285,CCCCCCOC(=O)c1ccccc1NC(=O)/C=C/C(=O)O,3410.0,3410.0,3410.0,5.467245621007502,intermediate
CHEMBL1530161,Cc1cc(-c2[nH]nc3c2C(c2ccc(Cl)cc2)C(C#N)=C(N)O3)c(C)s1,3420.0,3420.0,3420.0,5.465973893943865,intermediate
CHEMBL1557927,CCOC(=O)Cc1n[nH]c2c1C(c1ccoc1)C(C#N)=C(N)O2,3420.0,3420.0,3420.0,5.465973893943865,intermediate
CHEMBL1423410,Cc1nn(Cc2ccccc2)c2c1C(c1ccncc1)C(C#N)=C(N)O2,3430.0,3430.0,3430.0,5.464705879957229,intermediate
CHEMBL582722,CC1=C(CC(=O)c2ccccc2)C(=O)c2ccccc2C1=O,3450.0,3450.0,3450.0,5.462180904926726,intermediate
CHEMBL1579122,CC(=O)Nc1ccc(S(=O)(=O)[N-]C2=C([n+]3ccn(-c4ccccn4)c3)C(=O)c3ccccc3C2=O)cc1,3460.0,3460.0,3460.0,5.460923901207224,intermediate
CHEMBL517444,COc1cc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccccc2)c(Cl)c(Br)c1O,3470.0,3470.0,3470.0,5.459670525209127,intermediate
CHEMBL1302378,O=C(C(=C1N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(Cl)nc1)[N+](=O)[O-])C(Cl)Cl,3480.0,3480.0,3480.0,5.458420756053419,intermediate
CHEMBL1322708,Nc1cc2nn(-c3ccccc3)nc2cc1Cl,3480.0,3480.0,3480.0,5.458420756053419,intermediate
CHEMBL1979558,O=C1/C(=N/c2ccc(O)cc2)C(Cl)=C(O)c2ccccc21,3480.0,3480.0,3480.0,5.458420756053419,intermediate
CHEMBL1346853,O=C(C1=C(N2CCCC2)CCc2ccccc21)c1ccc(Br)cc1,3490.0,3490.0,3490.0,5.45717457304082,intermediate
CHEMBL1418601,CC(=O)OCCCNc1cc(SCc2ccco2)c2nonc2c1[N+](=O)[O-],3490.0,3490.0,3490.0,5.45717457304082,intermediate
CHEMBL1393568,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,3500.0,3500.0,3500.0,5.455931955649724,intermediate
CHEMBL1534860,Cc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1F)C(C#N)=C(N)O2,3500.0,3500.0,3500.0,5.455931955649724,intermediate
CHEMBL1329297,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccncc1)C(C#N)C#N,3520.0,3520.0,3520.0,5.453457336521868,intermediate
CHEMBL1330597,O=C1C([O-])=C([n+]2ccccc2)C(=O)c2ccccc21,3520.0,3520.0,3520.0,5.453457336521868,intermediate
CHEMBL1464798,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)NCc3ccc4c(c3)OCO4)n2)c1,3520.0,3520.0,3520.0,5.453457336521868,intermediate
CHEMBL1547262,O=[N+]([O-])c1cc([N+](=O)[O-])c(NCC2CCS(=O)(=O)C2)c([N+](=O)[O-])c1,3530.0,3530.0,3530.0,5.452225294612178,intermediate
CHEMBL1301920,ClCc1nnc(-c2cc3c(s2)CCCC3)o1,3550.0,3550.0,3550.0,5.449771646944906,intermediate
CHEMBL1594875,Cc1sc(NC(=O)CCl)c(C(=O)c2ccccc2)c1C,3550.0,3550.0,3550.0,5.449771646944906,intermediate
CHEMBL1585380,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,3560.0,3560.0,3560.0,5.448550002027124,intermediate
CHEMBL1523832,COC(=O)c1nc(O)c2ccccc2c1O,3570.0,3570.0,3570.0,5.447331783887806,intermediate
CHEMBL1972249,O=C1/C(=N\c2ccc(O)cc2)C=C(O)c2ccccc21,3570.0,3570.0,3570.0,5.447331783887806,intermediate
CHEMBL3392069,NC1=C2C(=O)c3ccccc3C(=O)C2=C(N)CC1,3570.0,3570.0,3570.0,5.447331783887806,intermediate
CHEMBL1368829,CCCCCCOC(=O)c1ccc(OC(=O)c2cccnc2)cc1,3580.0,3580.0,3580.0,5.446116973356125,intermediate
CHEMBL1391913,CC(C)(C)c1[nH]nc2c1C(c1ccoc1)C(C#N)=C(N)O2,3580.0,3580.0,3580.0,5.446116973356125,intermediate
CHEMBL1568009,CCCc1nn(-c2ccccc2)c2c1C(c1cccs1)C(C#N)=C(N)O2,3580.0,3580.0,3580.0,5.446116973356125,intermediate
CHEMBL1600094,Cc1nn(Cc2ccccc2)c2c1C(c1ccc(Cl)cc1)C(C#N)=C(N)O2,3580.0,3580.0,3580.0,5.446116973356125,intermediate
CHEMBL1519379,Cl.FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCCl)CC1)c1ccccc1S2,3600.0,3600.0,3600.0,5.443697499232712,intermediate
CHEMBL1501755,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)NCc2ccc(F)cc2)n1,3610.0,3610.0,3610.0,5.442492798094342,intermediate
CHEMBL1527008,COc1ccc2noc3c2c1C(=O)c1ccccc1-3,3610.0,3610.0,3610.0,5.442492798094342,intermediate
CHEMBL1577280,CCOc1cc(/C=C2\C(=O)N(CCC#N)N=C2C)ccc1OCC(N)=O,3610.0,3610.0,3610.0,5.442492798094342,intermediate
CHEMBL1365287,COc1cc(/C=C/C(=O)OCC(=O)Nc2ccccc2Sc2ccc(Cl)cc2)ccc1O,3620.0,3620.0,3620.0,5.441291429466834,intermediate
CHEMBL1387615,Cc1n[nH]c2c1C(c1ccc(OC(=O)c3ccco3)cc1)C(C#N)=C(N)O2,3620.0,3620.0,3620.0,5.441291429466834,intermediate
CHEMBL1364145,N#C/C(=C/c1ccc2c(c1)OCO2)C(=O)Nc1ccc(O)cc1,3640.0,3640.0,3640.0,5.438898616350944,intermediate
CHEMBL1567632,Cc1nn(Cc2ccccc2)c2c1C(c1ccccc1)C(C#N)=C(N)O2,3640.0,3640.0,3640.0,5.438898616350944,intermediate
CHEMBL1599420,O=C1CC/[N+](=C\c2ccc(Cl)cc2)[N-]1,3640.0,3640.0,3640.0,5.438898616350944,intermediate
CHEMBL1506516,COc1ccc2ccc3c(c2c1)N=C[C@]1(O3)N(C)c2ccccc2C1(C)C,3660.0,3660.0,3660.0,5.436518914605589,intermediate
CHEMBL1333290,Cc1c(C)n(O)c2ccc3nonc3c12,3670.0,3670.0,3670.0,5.435333935747911,intermediate
CHEMBL1422689,Cc1ccc(NC(=O)CCl)cc1S(=O)(=O)N1CCCCCC1,3670.0,3670.0,3670.0,5.435333935747911,intermediate
CHEMBL1425350,O=C(CSc1ncnc2c1nnn2-c1ccc(F)cc1)NCC1CCCO1,3670.0,3670.0,3670.0,5.435333935747911,intermediate
CHEMBL1734499,Cc1n[nH]c2c1C(c1cnn(C)c1)C(C#N)=C(N)O2,3670.0,3670.0,3670.0,5.435333935747911,intermediate
CHEMBL1999630,Cc1ccccc1NC1=C/C(=N\S(=O)(=O)c2ccc(C(=O)O)cc2)c2ccccc2C1=O,3670.0,3670.0,3670.0,5.435333935747911,intermediate
CHEMBL3186541,CC(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,3690.0,3690.0,3690.0,5.432973633840939,intermediate
CHEMBL1430105,CC(NC(=O)COC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O)C1CC2CCC1C2,3700.0,3700.0,3700.0,5.431798275933005,intermediate
CHEMBL1464832,CC(CCc1ccccc1)NC(=O)COC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,3700.0,3700.0,3700.0,5.431798275933005,intermediate
CHEMBL1451942,CCN(CC)CCN1C(=O)C(O)=C(C(C)=O)C1c1ccccc1[N+](=O)[O-],3710.0,3710.0,3710.0,5.430626090384954,intermediate
CHEMBL1558462,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(OC(F)F)cc2)n1,3720.0,3720.0,3720.0,5.429457060118103,intermediate
CHEMBL1596056,COc1ccc(-c2cc(C(=O)n3cnc4ccccc43)c3ccccc3n2)cc1,3720.0,3720.0,3720.0,5.429457060118103,intermediate
CHEMBL183656,Cc1nc2ccccc2c2c1C(=O)NC2=O,3720.0,3720.0,3720.0,5.429457060118103,intermediate
CHEMBL3210540,C/C(CC(=O)Nc1ccc(F)cc1)=N\NC(=O)COc1ccccc1,3720.0,3720.0,3720.0,5.429457060118103,intermediate
CHEMBL1517886,O=C1CCN(S(=O)(=O)c2ccccc2)N1,3730.0,3730.0,3730.0,5.428291168191313,intermediate
CHEMBL1492922,COC(=O)/C(=C1/Oc2cc(C)oc(=O)c2S1)C(F)(F)F,3740.0,3740.0,3740.0,5.427128397799519,intermediate
CHEMBL1549840,CCOc1ccc(N2C(=O)/C(=C\c3ccc(O)c(OC)c3)S(=O)(=O)C2c2cccc([N+](=O)[O-])c2)cc1,3740.0,3740.0,3740.0,5.427128397799519,intermediate
CHEMBL3145187,COC(=O)C(O)(c1c(C)[nH]n(-c2ccccc2)c1=O)C(F)(F)F,3740.0,3740.0,3740.0,5.427128397799519,intermediate
CHEMBL1547684,Cl.Nc1ccc(N)c(C(=O)O)c1,3760.0,3760.0,3760.0,5.424812155072339,intermediate
CHEMBL1309763,COc1ccccc1Oc1cc(C#N)c(C#N)cc1-n1nnc2ccccc21,3770.0,3770.0,3770.0,5.423658649794207,intermediate
CHEMBL1541821,Cc1n[nH]c2c1C(c1ccsc1C)C(C#N)=C(N)O2,3770.0,3770.0,3770.0,5.423658649794207,intermediate
CHEMBL1605956,CCOC(=O)c1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,3770.0,3770.0,3770.0,5.423658649794207,intermediate
CHEMBL1479114,Clc1ccc2nnnc(-c3ccccc3)c2c1,3780.0,3780.0,3780.0,5.422508200162775,intermediate
CHEMBL1347984,O=C1NC(=O)C(=NNc2cc([N+](=O)[O-])ccc2O)C(=O)N1,3790.0,3790.0,3790.0,5.421360790031928,intermediate
CHEMBL1453579,CCCc1nn(C)c2c1C(c1ccncc1)C(C#N)=C(N)O2,3790.0,3790.0,3790.0,5.421360790031928,intermediate
CHEMBL1502004,CCCCCCCCNC(=O)/C(C#N)=C/c1ccccc1[N+](=O)[O-],3790.0,3790.0,3790.0,5.421360790031928,intermediate
CHEMBL1501444,Cc1cc[n+](C2=C([N-]S(=O)(=O)c3cccs3)C(=O)c3ccccc3C2=O)cc1C,3800.0,3800.0,3800.0,5.42021640338319,intermediate
CHEMBL1524916,CN(C)c1ncc(C2=C(Cl)C(=O)C(N3CCCC3)=C(Cl)C2=O)s1,3810.0,3810.0,3810.0,5.41907502432438,intermediate
CHEMBL1347736,Cc1ccc(-c2csc(NC(=O)CSC3=NCCS3)n2)cc1,3830.0,3830.0,3830.0,5.416801226031377,intermediate
CHEMBL1610747,CCCc1nn(C)c2c1C(c1cccnc1)C(C#N)=C(N)O2,3830.0,3830.0,3830.0,5.416801226031377,intermediate
CHEMBL1302401,CC1=NNC(=O)C1C(c1ccccc1)C(C#N)C#N,3840.0,3840.0,3840.0,5.415668775632469,intermediate
CHEMBL1442559,Cc1n[nH]c2c1C(CC(C)C)C(C#N)=C(N)O2,3840.0,3840.0,3840.0,5.415668775632469,intermediate
CHEMBL1452937,CCOc1ccc(N=Nc2c(N)n[nH]c2O)cc1,3850.0,3850.0,3850.0,5.414539270491499,intermediate
CHEMBL3196053,C/C(CC(=O)Nc1ccccc1[N+](=O)[O-])=N\NC(=O)COc1ccccc1C,3850.0,3850.0,3850.0,5.414539270491499,intermediate
CHEMBL1597440,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1Cn1nnc2ccccc21,3870.0,3870.0,3870.0,5.412289034981089,intermediate
