activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,normalized_smiles
6776896,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cn1nc(-c2ccccn2)nc2c(=O)n(C)c(=O)nc1-2,CHEMBL1201862,CHEMBL1463659,7.72,=,=,EC50,nM,19.1,CHEMBL1741171,EC50,uM,0.0191,19.1,7.718966632752272,Cn1nc(-c2ccccn2)nc2c(=O)n(C)c(=O)nc1-2
6750388,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O,CHEMBL1201862,CHEMBL3195749,7.68,=,=,EC50,nM,20.8,CHEMBL1741171,EC50,uM,0.0208,20.8,7.681936665037238,COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O
6769316,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,CHEMBL1201862,CHEMBL601757,7.68,=,=,EC50,nM,20.9,CHEMBL1741171,EC50,uM,0.0209,20.9,7.679853713888946,Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1
6773106,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cn1nc(-c2ccc(Cl)cc2)nc2c(=O)n(C)c(=O)nc1-2,CHEMBL1201862,CHEMBL1334062,7.52,=,=,EC50,nM,30.5,CHEMBL1741171,EC50,uM,0.0305,30.5,7.515700160653214,Cn1nc(-c2ccc(Cl)cc2)nc2c(=O)n(C)c(=O)nc1-2
6769264,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)Oc1c(/C=C(\C#N)C(N)=O)[nH]c2ccccc12,CHEMBL1201862,CHEMBL1370184,7.5,=,=,EC50,nM,31.4,CHEMBL1741171,EC50,uM,0.0314,31.4,7.503070351926786,CC(=O)Oc1c(/C=C(\C#N)C(N)=O)[nH]c2ccccc12
6757748,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,CHEMBL1201862,CHEMBL1576509,7.45,=,=,EC50,nM,35.6,CHEMBL1741171,EC50,uM,0.0356,35.6,7.448550002027124,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C
6753980,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCn1nc(/C=C/c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,CHEMBL1201862,CHEMBL599924,7.43,=,=,EC50,nM,36.8,CHEMBL1741171,EC50,uM,0.0368,36.8,7.434152181326482,CCn1nc(/C=C/c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2
6754027,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)Nc1ccc(NC(=O)CSc2ncc(C(=O)Nc3ccccc3)c(=O)n2C)cc1,CHEMBL1201862,CHEMBL1364506,7.37,=,=,EC50,nM,43.0,CHEMBL1741171,EC50,uM,0.043,43.0,7.366531544420413,CC(=O)Nc1ccc(NC(=O)CSc2ncc(C(=O)Nc3ccccc3)c(=O)n2C)cc1
6776720,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(F)cc1,CHEMBL1201862,CHEMBL1733474,7.33,=,=,EC50,nM,46.6,CHEMBL1741171,EC50,uM,0.0466,46.6,7.33161408331,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(F)cc1
6776726,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2,CHEMBL1201862,CHEMBL1510156,7.33,=,=,EC50,nM,47.0,CHEMBL1741171,EC50,uM,0.047,47.0,7.327902142064282,CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2
6765429,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,CHEMBL1201862,CHEMBL1507162,7.32,=,=,EC50,nM,47.8,CHEMBL1741171,EC50,uM,0.0478,47.8,7.320572103387882,COc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1
6720556,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1c([N+](=O)[O-])cnc(Sc2ccccc2)c1[N+](=O)[O-],CHEMBL1201862,CHEMBL1590201,7.32,=,=,EC50,nM,47.9,CHEMBL1741171,EC50,uM,0.0479,47.9,7.319664486585436,Cc1c([N+](=O)[O-])cnc(Sc2ccccc2)c1[N+](=O)[O-]
6761540,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,CHEMBL1201862,CHEMBL1600684,7.32,=,=,EC50,nM,48.2,CHEMBL1741171,EC50,uM,0.0482,48.2,7.31695296176115,CCc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1
6757838,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O,CHEMBL1201862,CHEMBL579318,7.19,=,=,EC50,nM,63.9,CHEMBL1741171,EC50,uM,0.0639,63.9,7.1944991418416,Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O
6765310,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(O)c1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,CHEMBL1201862,CHEMBL2003651,7.18,=,=,EC50,nM,66.3,CHEMBL1741171,EC50,uM,0.0663,66.3,7.178486471595226,O=C(O)c1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1
6757736,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1,CHEMBL1201862,CHEMBL1573331,7.18,=,=,EC50,nM,66.6,CHEMBL1741171,EC50,uM,0.0666,66.6,7.176525770829699,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1
6754019,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cc(C)c(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)c(C)c1,CHEMBL1201862,CHEMBL3197091,7.16,=,=,EC50,nM,69.6,CHEMBL1741171,EC50,uM,0.0696,69.6,7.157390760389438,Cc1cc(C)c(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)c(C)c1
6765371,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)c(C)c1,CHEMBL1201862,CHEMBL1479483,7.15,=,=,EC50,nM,70.2,CHEMBL1741171,EC50,uM,0.0702,70.2,7.153662887870195,Cc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)c(C)c1
6765453,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(NC2CCCCC2O)c2nc(-c3ccc(Cl)cc3)ccc2c1,CHEMBL1201862,CHEMBL1329726,7.14,=,=,EC50,nM,72.8,CHEMBL1741171,EC50,uM,0.0728,72.8,7.137868620686962,COc1cc(NC2CCCCC2O)c2nc(-c3ccc(Cl)cc3)ccc2c1
6765405,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1,CHEMBL1201862,CHEMBL1601281,7.13,=,=,EC50,nM,74.4,CHEMBL1741171,EC50,uM,0.0744,74.4,7.128427064454121,COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1
6753977,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(C)c(S(=O)(=O)Nc2ccc(O)c3ccccc23)c1,CHEMBL1201862,CHEMBL1521758,7.13,=,=,EC50,nM,74.5,CHEMBL1741171,EC50,uM,0.0745,74.5,7.127843727251707,Cc1ccc(C)c(S(=O)(=O)Nc2ccc(O)c3ccccc23)c1
6757903,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,CHEMBL1201862,CHEMBL36654,7.1,=,=,EC50,nM,79.7,CHEMBL1741171,EC50,uM,0.0797,79.7,7.098541678603888,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3
6765431,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,CHEMBL1201862,CHEMBL1405964,7.1,=,=,EC50,nM,80.1,CHEMBL1741171,EC50,uM,0.0801,80.1,7.096367483915762,CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21
6776747,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C(=O)c2c(C(F)(F)F)oc3c2C(=O)c2ccccc2C3=O)cc1,CHEMBL1201862,CHEMBL1384702,7.08,=,=,EC50,nM,82.5,CHEMBL1741171,EC50,uM,0.0825,82.5,7.0835460514500745,COc1ccc(C(=O)c2c(C(F)(F)F)oc3c2C(=O)c2ccccc2C3=O)cc1
6765324,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,CHEMBL1201862,CHEMBL1417929,7.0,=,=,EC50,nM,101.0,CHEMBL1741171,EC50,uM,0.101,101.0,6.995678626217357,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1
6761487,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1OC,CHEMBL1201862,CHEMBL1489633,6.98,=,=,EC50,nM,104.0,CHEMBL1741171,EC50,uM,0.104,104.0,6.982966660701219,CCOC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1OC
6720518,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CN(C1=C(NC(=O)c2ccccc2)C(=O)c2ccccc2C1=O)C1CCS(=O)(=O)C1,CHEMBL1201862,CHEMBL1542693,6.97,=,=,EC50,nM,108.0,CHEMBL1741171,EC50,uM,0.108,108.0,6.96657624451305,CN(C1=C(NC(=O)c2ccccc2)C(=O)c2ccccc2C1=O)C1CCS(=O)(=O)C1
6757816,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12,CHEMBL1201862,CHEMBL1583199,6.96,=,=,EC50,nM,109.0,CHEMBL1741171,EC50,uM,0.109,109.0,6.962573502059376,N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12
6750398,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,CHEMBL1201862,CHEMBL3196451,6.92,=,=,EC50,nM,119.0,CHEMBL1741171,EC50,uM,0.119,119.0,6.924453038607469,Cc1ccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1
6765258,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C(Nc2ccc(O)cc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,CHEMBL1201862,CHEMBL2000517,6.91,=,=,EC50,nM,123.0,CHEMBL1741171,EC50,uM,0.123,123.0,6.910094888560602,O=C1C(Nc2ccc(O)cc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21
6765366,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1,CHEMBL1201862,CHEMBL3195410,6.91,=,=,EC50,nM,124.0,CHEMBL1741171,EC50,uM,0.124,124.0,6.906578314837764,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1
6765504,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCSCC1)CC3,CHEMBL1201862,CHEMBL1479754,6.88,=,=,EC50,nM,132.0,CHEMBL1741171,EC50,uM,0.132,132.0,6.8794260687941495,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCSCC1)CC3
6776869,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(O)cc3)C(=O)c3ccccc32)cc1,CHEMBL1201862,CHEMBL3191855,6.85,=,=,EC50,nM,141.0,CHEMBL1741171,EC50,uM,0.141,141.0,6.85078088734462,COc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(O)cc3)C(=O)c3ccccc32)cc1
6761601,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,CHEMBL1201862,CHEMBL2095095,6.84,=,=,EC50,nM,143.0,CHEMBL1741171,EC50,uM,0.143,143.0,6.844663962534938,O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21
6757694,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,CHEMBL1201862,CHEMBL1307207,6.84,=,=,EC50,nM,146.0,CHEMBL1741171,EC50,uM,0.146,146.0,6.835647144215563,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1
6720527,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C=C(N2CCOCC2)c2ccccc2C1=O,CHEMBL1201862,CHEMBL1454614,6.82,=,=,EC50,nM,150.0,CHEMBL1741171,EC50,uM,0.15,150.0,6.823908740944319,O=C1C=C(N2CCOCC2)c2ccccc2C1=O
6772948,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,CHEMBL1201862,CHEMBL1383986,6.82,=,=,EC50,nM,152.0,CHEMBL1741171,EC50,uM,0.152,152.0,6.818156412055227,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1
6753982,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(OC)c(NC(=O)Nc2ccc(O)c3ccccc23)c1,CHEMBL1201862,CHEMBL1718805,6.82,=,=,EC50,nM,152.0,CHEMBL1741171,EC50,uM,0.152,152.0,6.818156412055227,COc1ccc(OC)c(NC(=O)Nc2ccc(O)c3ccccc23)c1
6769275,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=S(=O)([O-])Oc1c[nH]c2ccccc12.[K+],CHEMBL1201862,CHEMBL1452061,6.81,=,=,EC50,nM,155.0,CHEMBL1741171,EC50,uM,0.155,155.0,6.809668301829708,O=S(=O)([O-])Oc1c[nH]c2ccccc12.[K+]
6776908,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)COc1c(Cl)cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OC,CHEMBL1201862,CHEMBL1734820,6.8,=,=,EC50,nM,158.0,CHEMBL1741171,EC50,uM,0.158,158.0,6.801342913045577,COC(=O)COc1c(Cl)cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OC
6776801,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,CHEMBL1201862,CHEMBL1559655,6.8,=,=,EC50,nM,159.0,CHEMBL1741171,EC50,uM,0.159,159.0,6.798602875679549,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1
6776916,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(C(=O)c2nccc3cc(OC)c(OC)cc23)c([N+](=O)[O-])cc1OC,CHEMBL1201862,CHEMBL1471498,6.8,=,=,EC50,nM,160.0,CHEMBL1741171,EC50,uM,0.16,160.0,6.795880017344075,COc1cc(C(=O)c2nccc3cc(OC)c(OC)cc23)c([N+](=O)[O-])cc1OC
6772894,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)c1cccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)c1,CHEMBL1201862,CHEMBL1508839,6.76,=,=,EC50,nM,175.0,CHEMBL1741171,EC50,uM,0.175,175.0,6.756961951313706,COC(=O)c1cccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)c1
6757707,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)c1ccc(-c2cccc(-c3nc4ccccn4c3NC3CCCCC3)c2)cc1.O=C(O)C(F)(F)F,CHEMBL1201862,CHEMBL1395600,6.75,=,=,EC50,nM,178.0,CHEMBL1741171,EC50,uM,0.178,178.0,6.7495799976911055,CC(=O)c1ccc(-c2cccc(-c3nc4ccccn4c3NC3CCCCC3)c2)cc1.O=C(O)C(F)(F)F
6757932,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,CHEMBL1201862,CHEMBL1411044,6.75,=,=,EC50,nM,178.0,CHEMBL1741171,EC50,uM,0.178,178.0,6.7495799976911055,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1
6757745,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC,CHEMBL1201862,CHEMBL1567246,6.74,=,=,EC50,nM,183.0,CHEMBL1741171,EC50,uM,0.183,183.0,6.73754891026957,CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC
