activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,normalized_smiles
6761697,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",C=CCSC(=C(C#N)C#N)c1cc2c([nH]1)CCCC2,CHEMBL1201862,CHEMBL1341919,5.2,=,=,EC50,nM,6290.0,CHEMBL1741171,EC50,uM,6.29,6290.0,5.201349354554731,C=CCSC(=C(C#N)C#N)c1cc2c([nH]1)CCCC2
6757756,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)Nc1nn(-c2ccc(OC)cc2)c(=O)c(C#N)c1C,CHEMBL1201862,CHEMBL1567264,5.2,=,=,EC50,nM,6310.0,CHEMBL1741171,EC50,uM,6.31,6310.0,5.199970640755866,COC(=O)Nc1nn(-c2ccc(OC)cc2)c(=O)c(C#N)c1C
6750333,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CSc1ccccn1,CHEMBL1201862,CHEMBL1336261,5.2,=,=,EC50,nM,6320.0,CHEMBL1741171,EC50,uM,6.32,6320.0,5.199282921717614,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CSc1ccccn1
6753924,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(CCl)Nc1cn(-c2ccccc2)nc1-c1ccccc1,CHEMBL1201862,CHEMBL1369671,5.2,=,=,EC50,nM,6320.0,CHEMBL1741171,EC50,uM,6.32,6320.0,5.199282921717614,O=C(CCl)Nc1cn(-c2ccccc2)nc1-c1ccccc1
6765340,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccccc1Br,CHEMBL1201862,CHEMBL1584687,5.2,=,=,EC50,nM,6330.0,CHEMBL1741171,EC50,uM,6.33,6330.0,5.198596289982644,O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccccc1Br
6754114,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#Cc1nccnc1S(=O)(=O)c1cccs1,CHEMBL1201862,CHEMBL1561089,5.2,=,=,EC50,nM,6360.0,CHEMBL1741171,EC50,uM,6.36,6360.0,5.196542884351587,N#Cc1nccnc1S(=O)(=O)c1cccs1
6757697,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,CHEMBL1201862,CHEMBL417727,5.2,=,=,EC50,nM,6360.0,CHEMBL1741171,EC50,uM,6.36,6360.0,5.196542884351587,Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
6754042,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCc1[nH]nc2c1C(Cc1ccccc1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL600526,5.2,=,=,EC50,nM,6370.0,CHEMBL1741171,EC50,uM,6.37,6370.0,5.195860567664649,CCc1[nH]nc2c1C(Cc1ccccc1)C(C#N)=C(N)O2
6769079,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1ccc(N2C(=O)/C(=C\c3ccc(OC)c(O)c3)S(=O)(=O)C2c2cccc([N+](=O)[O-])c2)cc1,CHEMBL1201862,CHEMBL1457500,5.2,=,=,EC50,nM,6380.0,CHEMBL1741171,EC50,uM,6.38,6380.0,5.195179321278838,CCOc1ccc(N2C(=O)/C(=C\c3ccc(OC)c(O)c3)S(=O)(=O)C2c2cccc([N+](=O)[O-])c2)cc1
6769073,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)Cn1cc(/C=N/NC(=O)CC#N)c2ccccc21,CHEMBL1201862,CHEMBL3199406,5.2,=,=,EC50,nM,6380.0,CHEMBL1741171,EC50,uM,6.38,6380.0,5.195179321278838,CCOC(=O)Cn1cc(/C=N/NC(=O)CC#N)c2ccccc21
6769315,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C(=O)c2ccccc2C(O)=C1CCCCl,CHEMBL1201862,CHEMBL1570637,5.19,=,=,EC50,nM,6390.0,CHEMBL1741171,EC50,uM,6.39,6390.0,5.1944991418416,O=C1C(=O)c2ccccc2C(O)=C1CCCCl
6765519,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cn1c(=O)c([N+](=O)[O-])c(-n2ccnc2)c2ccccc21,CHEMBL1201862,CHEMBL1608041,5.19,=,=,EC50,nM,6430.0,CHEMBL1741171,EC50,uM,6.43,6430.0,5.191789027075778,Cn1c(=O)c([N+](=O)[O-])c(-n2ccnc2)c2ccccc21
6757937,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)o1,CHEMBL1201862,CHEMBL1495610,5.19,=,=,EC50,nM,6460.0,CHEMBL1741171,EC50,uM,6.46,6460.0,5.189767482004916,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)o1
6753996,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COCc1n[nH]c2c1C(c1ccccc1F)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1306649,5.19,=,=,EC50,nM,6490.0,CHEMBL1741171,EC50,uM,6.49,6490.0,5.187755303199631,COCc1n[nH]c2c1C(c1ccccc1F)C(C#N)=C(N)O2
6772852,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(C)c2ccccc12,CHEMBL1201862,CHEMBL1586445,5.19,=,=,EC50,nM,6500.0,CHEMBL1741171,EC50,uM,6.5,6500.0,5.187086643357144,CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(C)c2ccccc12
6773069,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(NC1=C(Nc2ccc(Cl)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,CHEMBL1201862,CHEMBL1351750,5.18,=,=,EC50,nM,6550.0,CHEMBL1741171,EC50,uM,6.55,6550.0,5.183758700008217,O=C(NC1=C(Nc2ccc(Cl)cc2)C(=O)c2ccccc2C1=O)c1ccccc1
6765419,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CN1CCN(c2ccc(F)cc2)CC1,CHEMBL1201862,CHEMBL1612774,5.18,=,=,EC50,nM,6550.0,CHEMBL1741171,EC50,uM,6.55,6550.0,5.183758700008217,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CN1CCN(c2ccc(F)cc2)CC1
6769239,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1n[nH]c2c1C(CCc1ccccc1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1461834,5.18,=,=,EC50,nM,6580.0,CHEMBL1741171,EC50,uM,6.58,6580.0,5.181774106386044,Cc1n[nH]c2c1C(CCc1ccccc1)C(C#N)=C(N)O2
6757893,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C(Cl)=C(NCC2CCCO2)C(=O)N1c1ccccc1,CHEMBL1201862,CHEMBL1534678,5.18,=,=,EC50,nM,6580.0,CHEMBL1741171,EC50,uM,6.58,6580.0,5.181774106386044,O=C1C(Cl)=C(NCC2CCCO2)C(=O)N1c1ccccc1
6765327,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C([N-]S(=O)(=O)c2cccs2)=C([n+]2ccccc2)C(=O)c2ccccc21,CHEMBL1201862,CHEMBL1456821,5.18,=,=,EC50,nM,6590.0,CHEMBL1741171,EC50,uM,6.59,6590.0,5.18111458540599,O=C1C([N-]S(=O)(=O)c2cccs2)=C([n+]2ccccc2)C(=O)c2ccccc21
6773032,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cccc(C)c1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,CHEMBL1201862,CHEMBL1548439,5.18,=,=,EC50,nM,6630.0,CHEMBL1741171,EC50,uM,6.63,6630.0,5.178486471595226,Cc1cccc(C)c1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl
6753939,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(/C=C2/C(=O)N(c3ccc([N+](=O)[O-])cc3)N=C2N2CCOCC2)ccc1O,CHEMBL1201862,CHEMBL1386493,5.17,=,=,EC50,nM,6680.0,CHEMBL1741171,EC50,uM,6.68,6680.0,5.175223537524454,COc1cc(/C=C2/C(=O)N(c3ccc([N+](=O)[O-])cc3)N=C2N2CCOCC2)ccc1O
6769229,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CSC2=NCCS2)cc1,CHEMBL1201862,CHEMBL1508129,5.17,=,=,EC50,nM,6680.0,CHEMBL1741171,EC50,uM,6.68,6680.0,5.175223537524454,Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CSC2=NCCS2)cc1
6769093,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1Cc1ccccc1,CHEMBL1201862,CHEMBL1585332,5.17,=,=,EC50,nM,6700.0,CHEMBL1741171,EC50,uM,6.7,6700.0,5.173925197299173,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1Cc1ccccc1
6750393,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COCC(C)NC(=O)CCS(=O)(=O)c1nc(-c2ccc(OC)cc2)cc(C(F)(F)F)n1,CHEMBL1201862,CHEMBL1487321,5.17,=,=,EC50,nM,6720.0,CHEMBL1741171,EC50,uM,6.72,6720.0,5.172630726946174,COCC(C)NC(=O)CCS(=O)(=O)c1nc(-c2ccc(OC)cc2)cc(C(F)(F)F)n1
6765360,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1cc(/C=N/Nc2nc3ccccc3[nH]2)c(O)cc1O,CHEMBL1201862,CHEMBL2004417,5.17,=,=,EC50,nM,6730.0,CHEMBL1741171,EC50,uM,6.73,6730.0,5.171984935776023,O=[N+]([O-])c1cc(/C=N/Nc2nc3ccccc3[nH]2)c(O)cc1O
6761729,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1,CHEMBL1201862,CHEMBL1529601,5.17,=,=,EC50,nM,6750.0,CHEMBL1741171,EC50,uM,6.75,6750.0,5.170696227168975,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1
6754170,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(O)c1ccc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O,CHEMBL1201862,CHEMBL1794081,5.17,=,=,EC50,nM,6780.0,CHEMBL1741171,EC50,uM,6.78,6780.0,5.168770306132936,O=C(O)c1ccc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O
6769249,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COCc1n[nH]c2c1C(c1ccc(OC)cc1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1461824,5.17,=,=,EC50,nM,6790.0,CHEMBL1741171,EC50,uM,6.79,6790.0,5.168130225719498,COCc1n[nH]c2c1C(c1ccc(OC)cc1)C(C#N)=C(N)O2
6757924,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(Sc2ncnc3onc(C)c23)cc1,CHEMBL1201862,CHEMBL1600360,5.17,=,=,EC50,nM,6800.0,CHEMBL1741171,EC50,uM,6.8,6800.0,5.167491087293763,Cc1ccc(Sc2ncnc3onc(C)c23)cc1
6761652,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCOc1cccc(-c2nc3ccccc3c(=O)o2)c1,CHEMBL1201862,CHEMBL1596076,5.17,=,=,EC50,nM,6810.0,CHEMBL1741171,EC50,uM,6.81,6810.0,5.166852888087215,CCCOc1cccc(-c2nc3ccccc3c(=O)o2)c1
6761611,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)ccc1OCC(=O)O,CHEMBL1201862,CHEMBL1577545,5.16,=,=,EC50,nM,6850.0,CHEMBL1741171,EC50,uM,6.85,6850.0,5.164309428507575,COc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)ccc1OCC(=O)O
6773096,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Nc1ccc(Nc2ccccc2N)cc1,CHEMBL1201862,CHEMBL1597827,5.16,=,=,EC50,nM,6860.0,CHEMBL1741171,EC50,uM,6.86,6860.0,5.163675884293248,Nc1ccc(Nc2ccccc2N)cc1
6761559,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1OC,CHEMBL1201862,CHEMBL1332048,5.16,=,=,EC50,nM,6940.0,CHEMBL1741171,EC50,uM,6.94,6940.0,5.158640529545146,CCOc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1OC
6776848,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(C)cc2)n1,CHEMBL1201862,CHEMBL1471341,5.16,=,=,EC50,nM,6940.0,CHEMBL1741171,EC50,uM,6.94,6940.0,5.158640529545146,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(C)cc2)n1
6772890,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(OC)c(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(Cl)c2)c1,CHEMBL1201862,CHEMBL1570673,5.16,=,=,EC50,nM,6940.0,CHEMBL1741171,EC50,uM,6.94,6940.0,5.158640529545146,COc1ccc(OC)c(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(Cl)c2)c1
6757677,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(OC(c1ccc(NS(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F)c1ccc([N+](=O)[O-])cc1,CHEMBL1201862,CHEMBL1573118,5.16,=,=,EC50,nM,6970.0,CHEMBL1741171,EC50,uM,6.97,6970.0,5.15676722190199,O=C(OC(c1ccc(NS(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F)c1ccc([N+](=O)[O-])cc1
6720524,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(CN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(C)cc1)OC,CHEMBL1201862,CHEMBL1425245,5.16,=,=,EC50,nM,7000.0,CHEMBL1741171,EC50,uM,7.0,7000.0,5.154901959985743,COC(CN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(C)cc1)OC
6772992,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1nc(Nc2ccccc2)cc2cc(Br)ccc12,CHEMBL1201862,CHEMBL1453503,5.16,=,=,EC50,nM,7000.0,CHEMBL1741171,EC50,uM,7.0,7000.0,5.154901959985743,Oc1nc(Nc2ccccc2)cc2cc(Br)ccc12
6769314,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)C1CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12,CHEMBL1201862,CHEMBL1540682,5.16,=,=,EC50,nM,7000.0,CHEMBL1741171,EC50,uM,7.0,7000.0,5.154901959985743,COC(=O)C1CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12
6754138,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",c1coc(-c2nnc(-c3ccco3)nn2)c1,CHEMBL1201862,CHEMBL1582771,5.15,=,=,EC50,nM,7010.0,CHEMBL1741171,EC50,uM,7.01,7010.0,5.154281982033341,c1coc(-c2nnc(-c3ccco3)nn2)c1
6769183,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(O)=C([N+](=O)[O-])C6=NC4C1C2CC35,CHEMBL1201862,CHEMBL1519313,5.15,=,=,EC50,nM,7020.0,CHEMBL1741171,EC50,uM,7.02,7020.0,5.153662887870195,O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(O)=C([N+](=O)[O-])C6=NC4C1C2CC35
6750412,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(CC)c21,CHEMBL1201862,CHEMBL1560706,5.15,=,=,EC50,nM,7040.0,CHEMBL1741171,EC50,uM,7.04,7040.0,5.152427340857888,CCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(CC)c21
6769204,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])/C(C(Cl)=C(Cl)Cl)=C(/Sc1ccccc1)N1CCCCC1,CHEMBL1201862,CHEMBL1480171,5.15,=,=,EC50,nM,7050.0,CHEMBL1741171,EC50,uM,7.05,7050.0,5.151810883008601,O=[N+]([O-])/C(C(Cl)=C(Cl)Cl)=C(/Sc1ccccc1)N1CCCCC1
6757853,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1O,CHEMBL1201862,CHEMBL1489005,5.15,=,=,EC50,nM,7080.0,CHEMBL1741171,EC50,uM,7.08,7080.0,5.149966742310231,COc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1O
6750401,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccoc1,CHEMBL1201862,CHEMBL1386232,5.15,=,=,EC50,nM,7090.0,CHEMBL1741171,EC50,uM,7.09,7090.0,5.149353764816933,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccoc1
6761572,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(CSc1c2c(nc3cc(Cl)ccc13)CCCC2)NCc1ccco1,CHEMBL1201862,CHEMBL1583996,5.15,=,=,EC50,nM,7140.0,CHEMBL1741171,EC50,uM,7.14,7140.0,5.146301788223825,O=C(CSc1c2c(nc3cc(Cl)ccc13)CCCC2)NCc1ccco1
