molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1305307,CCOC(=O)c1nnc(-c2ccccc2)nc1Sc1ccccc1Cl,686.0,686.0,686.0,6.163675884293248,active,,,Small molecule,MOL,CCOC(=O)c1nnc(-c2ccccc2)nc1Sc1ccccc1Cl,WAZQANLJTOAIOI-UHFFFAOYSA-N,371.85,4.52,64.97,6.0,0.0,5.0,3.0,
CHEMBL3145089,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1OC,688.0,688.0,688.0,6.162411561764489,active,,,Small molecule,MOL,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1OC,OQZYZUJJBKGCEI-UHFFFAOYSA-N,496.57,4.46,94.04,6.0,2.0,7.0,5.0,
CHEMBL1498329,CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)ccc1O,689.0,689.0,689.0,6.161780778092375,active,,,Small molecule,MOL,CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)ccc1O,JTFJZVAGCAHSDN-UHFFFAOYSA-N,374.40,3.40,117.18,6.0,3.0,4.0,3.0,
CHEMBL3196831,O=C(Cc1cc(O)n[nH]1)N/N=C/c1cccc2ccccc12,694.0,694.0,694.0,6.158640529545146,active,,,Small molecule,MOL,O=C(Cc1cc(O)n[nH]1)N/N=C/c1cccc2ccccc12,PJDUKSBRWQYPCT-LICLKQGHSA-N,294.31,1.96,90.37,4.0,3.0,4.0,3.0,
CHEMBL1564294,CCOc1cccc(-c2cc(O)[nH]n2)c1,695.0,695.0,695.0,6.158015195409886,active,,,Small molecule,MOL,CCOc1cccc(-c2cc(O)[nH]n2)c1,DAMLLBOPRSKKLY-UHFFFAOYSA-N,204.23,2.18,58.14,3.0,2.0,3.0,2.0,
CHEMBL1464042,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,701.0,701.0,701.0,6.154281982033341,active,,,Small molecule,MOL,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,BRPXCJFJZAPABY-MDZDMXLPSA-N,387.46,4.08,92.70,5.0,2.0,5.0,2.0,
CHEMBL1606382,COc1ccc(-c2nnc(Sc3nc4ccccc4o3)c3ccccc23)cc1,703.0,703.0,703.0,6.153044674980176,active,,,Small molecule,MOL,COc1ccc(-c2nnc(Sc3nc4ccccc4o3)c3ccccc23)cc1,UOHDYSKYSBDIRN-UHFFFAOYSA-N,385.45,5.60,61.04,6.0,0.0,4.0,5.0,
CHEMBL3187596,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,707.0,707.0,707.0,6.1505805862031,active,,,Small molecule,MOL,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,NTPXEILLUVKSHB-IAOTVVQISA-N,478.55,5.97,90.20,6.0,2.0,5.0,3.0,
CHEMBL60718,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,712.0,712.0,712.0,6.147520006363143,active,TPCK,,Small molecule,MOL,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,MQUQNUAYKLCRME-INIZCTEOSA-N,351.86,2.69,63.24,3.0,1.0,7.0,2.0,
CHEMBL1483627,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)cc1C,716.0,716.0,716.0,6.145086977692145,active,,,Small molecule,MOL,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)cc1C,ORXIIDGKDCBEGL-UHFFFAOYSA-N,305.83,4.63,29.10,2.0,1.0,4.0,2.0,
CHEMBL1604350,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,717.0,717.0,717.0,6.1444808443322,active,,,Small molecule,MOL,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,VWDOEFIYQBBRAM-UHFFFAOYSA-N,451.96,3.64,114.80,8.0,1.0,6.0,3.0,
CHEMBL1501597,Oc1cc(-c2ccc(Br)cc2)[nH]n1,718.0,718.0,718.0,6.1438755557577,active,,,Small molecule,MOL,Oc1cc(-c2ccc(Br)cc2)[nH]n1,NIEUMLZXCZNYEF-UHFFFAOYSA-N,239.07,2.54,48.91,2.0,2.0,1.0,2.0,
CHEMBL1547301,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)c(C)c1,718.0,718.0,718.0,6.1438755557577,active,,,Small molecule,MOL,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)c(C)c1,HJPLCQSVIMOFKY-UHFFFAOYSA-N,305.83,4.63,29.10,2.0,1.0,4.0,2.0,
CHEMBL1416184,O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,722.0,722.0,722.0,6.141462802430361,active,,,Small molecule,MOL,O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,PPYQSLDCNMIKJX-UHFFFAOYSA-N,389.42,3.30,127.21,10.0,2.0,6.0,4.0,
CHEMBL1699978,COc1ccc(NC(=O)Nc2ccc(O)c3ccccc23)cc1,722.0,722.0,722.0,6.141462802430361,active,,,Small molecule,MOL,COc1ccc(NC(=O)Nc2ccc(O)c3ccccc23)cc1,AQCIIDHDSXGFID-UHFFFAOYSA-N,308.34,4.20,70.59,3.0,3.0,3.0,3.0,
CHEMBL1453212,CCOC(=O)C1=C(c2ccccc2)O/C(=C(/C#N)C(F)(F)F)S1,723.0,723.0,723.0,6.140861702705469,active,,,Small molecule,MOL,CCOC(=O)C1=C(c2ccccc2)O/C(=C(/C#N)C(F)(F)F)S1,XYSDWCDTJKHDGV-GXDHUFHOSA-N,341.31,3.98,59.32,5.0,0.0,3.0,1.0,
CHEMBL299853,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,723.0,723.0,723.0,6.140861702705469,active,,,Small molecule,MOL,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,NMSRYZBDOYDJBJ-UHFFFAOYSA-N,249.27,2.91,46.17,3.0,1.0,2.0,2.0,
CHEMBL1540795,CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,729.0,729.0,729.0,6.137272471682025,active,,,Small molecule,MOL,CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,BOUWNGNDHMQJOU-UHFFFAOYSA-N,392.96,3.27,49.33,5.0,0.0,3.0,2.0,
CHEMBL1399371,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccsc1,731.0,731.0,731.0,6.13608262304214,active,,,Small molecule,MOL,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccsc1,YHPJKTUMOAUHDT-UHFFFAOYSA-N,320.38,3.36,87.72,5.0,2.0,2.0,3.0,
CHEMBL3191689,O=C(N/N=C1\C/C(=N\NC(=O)c2ccncc2)c2ccccc21)c1ccncc1,732.0,732.0,732.0,6.135488918941608,active,,,Small molecule,MOL,O=C(N/N=C1\C/C(=N\NC(=O)c2ccncc2)c2ccccc21)c1ccncc1,CNHYVFLAIWMBDE-SIHVKLMXSA-N,384.40,2.15,108.70,6.0,2.0,4.0,3.0,
CHEMBL1794266,CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl,740.0,740.0,740.0,6.130768280269024,active,,,Small molecule,MOL,CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl,GEHNJRMIJQBRBR-UHFFFAOYSA-N,254.69,2.49,32.67,2.0,0.0,2.0,1.0,
CHEMBL1577004,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,751.0,751.0,751.0,6.124360062995832,active,,,Small molecule,MOL,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,XPSHOQZAOPEZGZ-UHFFFAOYSA-N,261.75,3.65,22.00,2.0,0.0,1.0,2.0,
CHEMBL1489430,CCCc1n[nH]c(O)c1C(c1cccc(Cl)c1)C(C#N)C#N,755.0,755.0,755.0,6.1220530483708115,active,,,Small molecule,MOL,CCCc1n[nH]c(O)c1C(c1cccc(Cl)c1)C(C#N)C#N,XZBNCNIMVWBANH-UHFFFAOYSA-N,314.78,3.52,96.49,4.0,2.0,5.0,2.0,
CHEMBL1545034,COc1cccc(-c2cc(O)[nH]n2)c1,757.0,757.0,757.0,6.120904120499928,active,,,Small molecule,MOL,COc1cccc(-c2cc(O)[nH]n2)c1,NCMQOQBUTKKYBY-UHFFFAOYSA-N,190.20,1.79,58.14,3.0,2.0,2.0,2.0,
CHEMBL1307882,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,760.0,760.0,760.0,6.119186407719209,active,,,Small molecule,MOL,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,VVCKCUMUZCJUSY-UHFFFAOYSA-N,385.27,5.37,47.90,4.0,0.0,3.0,3.0,
CHEMBL1730123,O=C(Nc1ccccc1)Nc1ccc(O)c2ccccc12,762.0,762.0,762.0,6.118045028660399,active,,,Small molecule,MOL,O=C(Nc1ccccc1)Nc1ccc(O)c2ccccc12,XRFJYELKSPKALL-UHFFFAOYSA-N,278.31,4.19,61.36,2.0,3.0,2.0,3.0,
CHEMBL1464853,O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,766.0,766.0,766.0,6.115771230367396,active,,,Small molecule,MOL,O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,TVYNWNKQFPNOBT-UHFFFAOYSA-N,426.37,4.17,53.51,6.0,0.0,3.0,1.0,
CHEMBL3193639,Cc1c(/N=C2\C=CC(=O)c3ccccc32)c(=O)n(-c2ccccc2)n1C,768.0,768.0,768.0,6.114638779968487,active,,,Small molecule,MOL,Cc1c(/N=C2\C=CC(=O)c3ccccc32)c(=O)n(-c2ccccc2)n1C,BPCUUELBULRONU-RELWKKBWSA-N,343.39,3.36,56.36,5.0,0.0,2.0,3.0,
CHEMBL1558809,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1,772.0,772.0,772.0,6.1123826996642645,active,,,Small molecule,MOL,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1,DONUNJOIFXVPPU-AQTBWJFISA-N,432.46,3.94,92.78,6.0,1.0,4.0,3.0,
CHEMBL1390139,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2[nH]1,774.0,774.0,774.0,6.111259039317107,active,,,Small molecule,MOL,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2[nH]1,CNXPXYYJQNDCLC-UHFFFAOYSA-N,403.36,3.92,105.96,6.0,1.0,4.0,3.0,
CHEMBL1451931,O=C1C=C(NCc2ccccc2)c2ccccc2C1=O,774.0,774.0,774.0,6.111259039317107,active,,,Small molecule,MOL,O=C1C=C(NCc2ccccc2)c2ccccc2C1=O,KXFKWUFYZQYBFH-UHFFFAOYSA-N,263.30,2.58,46.17,3.0,1.0,3.0,2.0,
CHEMBL3145178,Cc1cc(=O)n(-c2ccc(O)cc2)[nH]1,774.0,774.0,774.0,6.111259039317107,active,,,Small molecule,MOL,Cc1cc(=O)n(-c2ccc(O)cc2)[nH]1,ABTQGCZCTNOIJR-UHFFFAOYSA-N,190.20,1.18,58.02,3.0,2.0,1.0,2.0,
CHEMBL600734,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,776.0,776.0,776.0,6.110138278741811,active,,,Small molecule,MOL,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,COATXBHZYVUJQP-UHFFFAOYSA-N,428.46,4.25,66.48,4.0,1.0,6.0,3.0,
CHEMBL1528844,CCN1C(=O)c2c(C)nc3ccccc3c2C1=O,781.0,781.0,781.0,6.1073489661227,active,,,Small molecule,MOL,CCN1C(=O)c2c(C)nc3ccccc3c2C1=O,IXTZPJVJZAEKEW-UHFFFAOYSA-N,240.26,2.16,50.27,3.0,0.0,1.0,2.0,
CHEMBL1507407,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CCl)nc1C,790.0,790.0,790.0,6.102372908709558,active,,,Small molecule,MOL,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CCl)nc1C,REXGLWRHWZJEBZ-UHFFFAOYSA-N,352.84,3.40,59.50,5.0,0.0,6.0,2.0,
CHEMBL179794,Cc1nc2ccccc2c2c1C(=O)N(C)C2=O,794.0,794.0,794.0,6.100179497572904,active,,,Small molecule,MOL,Cc1nc2ccccc2c2c1C(=O)N(C)C2=O,ZFGLUIRRXJEQSV-UHFFFAOYSA-N,226.24,1.77,50.27,3.0,0.0,0.0,2.0,
CHEMBL3193835,C/N=C1\C(=O)c2ccccc2C(O)=C1N(C(C)=O)c1ccc(Br)cc1,795.0,795.0,795.0,6.0996328713435295,active,,,Small molecule,MOL,C/N=C1\C(=O)c2ccccc2C(O)=C1N(C(C)=O)c1ccc(Br)cc1,PACLHVGYDDLTDQ-PGMHBOJBSA-N,399.24,4.00,69.97,4.0,1.0,2.0,2.0,
CHEMBL1487851,COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC,797.0,797.0,797.0,6.098541678603888,active,,,Small molecule,MOL,COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC,DJSRWZHFNCGVPR-UHFFFAOYSA-N,313.36,3.20,68.40,5.0,2.0,6.0,3.0,
CHEMBL1403980,COc1cc2c(cc1OC)C(c1cc(Br)ccc1F)N(C(=O)CCl)CC2,800.0,800.0,800.0,6.096910013008056,active,,,Small molecule,MOL,COc1cc2c(cc1OC)C(c1cc(Br)ccc1F)N(C(=O)CCl)CC2,NWOYVUWTTVJPLW-UHFFFAOYSA-N,442.71,4.32,38.77,3.0,0.0,4.0,2.0,
CHEMBL1348813,O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,804.0,804.0,804.0,6.094743951251549,active,,,Small molecule,MOL,O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,HKFPTRKINQBLJC-UHFFFAOYSA-N,403.49,6.25,59.23,6.0,0.0,2.0,4.0,
CHEMBL3145109,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,805.0,805.0,805.0,6.094204119632131,active,,,Small molecule,MOL,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,CSZZLYHNHCKPJN-UHFFFAOYSA-N,481.51,4.35,118.72,6.0,2.0,6.0,5.0,
CHEMBL1409956,COc1cccc(C(c2c(C)nn(-c3ccccc3)c2O)c2c(C)nn(-c3ccccc3)c2O)c1OC,810.0,810.0,810.0,6.0915149811213505,active,,,Small molecule,MOL,COc1cccc(C(c2c(C)nn(-c3ccccc3)c2O)c2c(C)nn(-c3ccccc3)c2O)c1OC,ZRTMYRLALYMHGS-UHFFFAOYSA-N,496.57,5.28,94.56,8.0,2.0,7.0,5.0,
CHEMBL3197333,COc1cc(/C=N/NC(=O)CC2(C)OCCCO2)ccc1OCc1ccccc1,810.0,810.0,810.0,6.0915149811213505,active,,,Small molecule,MOL,COc1cc(/C=N/NC(=O)CC2(C)OCCCO2)ccc1OCc1ccccc1,DSANXWQNYIIWEY-HZHRSRAPSA-N,398.46,3.27,78.38,6.0,1.0,8.0,2.0,
CHEMBL1567635,O=C(CCl)N(Cc1ccccc1)c1ccccc1,813.0,813.0,813.0,6.089909454405932,active,,,Small molecule,MOL,O=C(CCl)N(Cc1ccccc1)c1ccccc1,CFSKJDUGDLZDTI-UHFFFAOYSA-N,259.74,3.46,20.31,1.0,0.0,4.0,2.0,
CHEMBL1486332,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)CCl)c1ccc(F)cc1,816.0,816.0,816.0,6.088309841246138,active,,,Small molecule,MOL,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)CCl)c1ccc(F)cc1,IGCXFVOTAXQEEE-UHFFFAOYSA-N,403.89,3.98,62.30,3.0,1.0,6.0,2.0,
CHEMBL3145155,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,829.0,829.0,829.0,6.081445469449727,active,,,Small molecule,MOL,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,RLTSHGJKSHIZCM-UHFFFAOYSA-N,482.54,4.16,105.04,6.0,3.0,6.0,5.0,
CHEMBL1567226,Oc1cc(-c2cccc3ccccc23)[nH]n1,834.0,834.0,834.0,6.078833949362261,active,,,Small molecule,MOL,Oc1cc(-c2cccc3ccccc23)[nH]n1,IJLXVKPGJDODPJ-UHFFFAOYSA-N,210.24,2.94,48.91,2.0,2.0,1.0,3.0,
CHEMBL1480387,CCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O,845.0,845.0,845.0,6.073143291050307,active,,,Small molecule,MOL,CCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O,BRAJVULVVKFQAK-UHFFFAOYSA-N,316.34,0.21,123.53,10.0,2.0,8.0,1.0,
CHEMBL1325021,COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,846.0,846.0,846.0,6.0726296369609765,active,,,Small molecule,MOL,COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,FKZSWIPTPGQJJO-UHFFFAOYSA-N,356.81,4.21,51.54,4.0,0.0,4.0,3.0,
CHEMBL1309241,Cc1nc2ccccc2c2c1C(=O)N(C(C)C)C2=O,851.0,851.0,851.0,6.070070439915412,active,,,Small molecule,MOL,Cc1nc2ccccc2c2c1C(=O)N(C(C)C)C2=O,WWKUPPINANCJSV-UHFFFAOYSA-N,254.29,2.55,50.27,3.0,0.0,1.0,2.0,
CHEMBL566068,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,852.0,852.0,852.0,6.0695604052333,active,,,Small molecule,MOL,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,ANMVQJHGOQOZLG-UHFFFAOYSA-N,229.07,3.09,48.91,2.0,2.0,1.0,2.0,
CHEMBL3145176,Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,856.0,856.0,856.0,6.0675262353228465,active,,,Small molecule,MOL,Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,PVDRTWQENMSXKL-UHFFFAOYSA-N,488.49,4.84,96.07,6.0,3.0,5.0,5.0,
CHEMBL1478578,O=C(Nc1ccccc1)NN(C(=O)CCl)c1ccccc1,861.0,861.0,861.0,6.064996848546345,active,,,Small molecule,MOL,O=C(Nc1ccccc1)NN(C(=O)CCl)c1ccccc1,MBYYZKVXOFINJG-UHFFFAOYSA-N,303.75,3.00,61.44,2.0,2.0,3.0,2.0,
CHEMBL1349727,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,862.0,862.0,862.0,6.064492734175287,active,,,Small molecule,MOL,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,CGQOKKARJMHAJG-UHFFFAOYSA-N,338.36,4.40,51.21,3.0,0.0,3.0,3.0,
CHEMBL1571123,Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,880.0,880.0,880.0,6.055517327849831,active,,,Small molecule,MOL,Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,PRERTPZNIPPBIT-UHFFFAOYSA-N,401.88,3.66,89.02,5.0,1.0,5.0,3.0,
CHEMBL1338304,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)n1,889.0,889.0,889.0,6.051098239029786,active,,,Small molecule,MOL,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)n1,REMLTJGOONPABB-UHFFFAOYSA-N,487.00,2.60,126.40,7.0,1.0,6.0,2.0,
CHEMBL3189511,CC(=O)Nc1ccccc1NC(=O)C/C(C)=N/NC(=O)C(=O)N1CCCCC1,891.0,891.0,891.0,6.050122295963125,active,,,Small molecule,MOL,CC(=O)Nc1ccccc1NC(=O)C/C(C)=N/NC(=O)C(=O)N1CCCCC1,TVCIFVNNTYIDRR-LPYMAVHISA-N,387.44,1.48,119.97,5.0,3.0,5.0,1.0,
CHEMBL339561,Cc1ccccc1-c1cc2c(nn1)-c1ccccc1C2=O,891.0,891.0,891.0,6.050122295963125,active,,,Small molecule,MOL,Cc1ccccc1-c1cc2c(nn1)-c1ccccc1C2=O,KKPUXQRFWHNBLA-UHFFFAOYSA-N,272.31,3.66,42.85,3.0,0.0,1.0,3.0,
CHEMBL1389480,CCCCCCCN(C(=O)CCl)c1ccccc1C,893.0,893.0,893.0,6.049148541111453,active,,,Small molecule,MOL,CCCCCCCN(C(=O)CCl)c1ccccc1C,UOBTZDWYQBWSHF-UHFFFAOYSA-N,281.83,4.54,20.31,1.0,0.0,8.0,1.0,
CHEMBL3144884,Cc1nn(-c2ccc(Cl)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(Cl)cc2)c1=O,897.0,897.0,897.0,6.047207556955907,active,,,Small molecule,MOL,Cc1nn(-c2ccc(Cl)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(Cl)cc2)c1=O,TWZRVXDHQOQAQT-UHFFFAOYSA-N,521.40,5.87,96.07,6.0,3.0,5.0,5.0,
CHEMBL1575531,Cc1ccccc1-n1ncc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,911.0,911.0,911.0,6.040481623027002,active,,,Small molecule,MOL,Cc1ccccc1-n1ncc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,IDJAKSPDYNCANX-UHFFFAOYSA-N,298.26,3.15,104.10,6.0,0.0,3.0,3.0,
CHEMBL3192106,CSC(=N/c1cc(Cl)ccc1Cl)/C(C#N)=C(/O)c1ccco1,912.0,912.0,912.0,6.0400051616715835,active,,,Small molecule,MOL,CSC(=N/c1cc(Cl)ccc1Cl)/C(C#N)=C(/O)c1ccco1,QRTMLZBAAXCPBF-AZWZYTMCSA-N,353.23,5.47,69.52,5.0,1.0,3.0,2.0,
CHEMBL1343392,Cc1ccc(C(=O)OCn2ncc(Cl)c(Cl)c2=O)cc1,924.0,924.0,924.0,6.0343280287798935,active,,,Small molecule,MOL,Cc1ccc(C(=O)OCn2ncc(Cl)c(Cl)c2=O)cc1,FLFFUOCCWRXKSU-UHFFFAOYSA-N,313.14,2.67,61.19,5.0,0.0,3.0,2.0,
CHEMBL1443601,COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,925.0,925.0,925.0,6.0338582672609675,active,,,Small molecule,MOL,COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,BJKGQODYLJQOBA-UHFFFAOYSA-N,282.25,1.95,80.67,5.0,1.0,1.0,2.0,
CHEMBL1308404,O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12,926.0,926.0,926.0,6.033389013318065,active,,,Small molecule,MOL,O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12,OBXCWWZWQQDMOY-UHFFFAOYSA-N,306.67,3.23,114.32,7.0,2.0,3.0,3.0,
CHEMBL3144932,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1O)c1c(C)[nH]n(-c2ccccc2)c1=O,931.0,931.0,931.0,6.031050319018657,active,,,Small molecule,MOL,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1O)c1c(C)[nH]n(-c2ccccc2)c1=O,MJOHOGSCUVWOFH-UHFFFAOYSA-N,497.51,4.06,138.95,7.0,3.0,6.0,5.0,
CHEMBL1351542,CN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1,932.0,932.0,932.0,6.030584087646019,active,,,Small molecule,MOL,CN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1,MGSCFBGRMIORPJ-UHFFFAOYSA-N,435.88,4.95,39.60,4.0,1.0,3.0,3.0,
CHEMBL1440300,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)[S+]([O-])c1ccccc1,935.0,935.0,935.0,6.029188389127482,active,,,Small molecule,MOL,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)[S+]([O-])c1ccccc1,QDVKVCVAEINLGA-YPKPFQOOSA-N,374.68,4.73,52.16,2.0,1.0,4.0,2.0,
CHEMBL3193655,CC(/C=N/NC(=O)Cc1cc(O)[nH]n1)=C\c1ccccc1,935.0,935.0,935.0,6.029188389127482,active,,,Small molecule,MOL,CC(/C=N/NC(=O)Cc1cc(O)[nH]n1)=C\c1ccccc1,QKUNHPLRVLQSFK-PADWXVCOSA-N,284.32,1.86,90.37,4.0,3.0,5.0,2.0,
CHEMBL1572967,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(F)cc1,938.0,938.0,938.0,6.027797161620935,active,,,Small molecule,MOL,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(F)cc1,YIGYFDAHCNYMIX-UHFFFAOYSA-N,317.10,2.50,61.19,5.0,0.0,3.0,2.0,
CHEMBL1372574,Cc1ccc(S(=O)(=O)Nc2c(O)ccc3ccccc23)cc1,939.0,939.0,939.0,6.027334407733889,active,,,Small molecule,MOL,Cc1ccc(S(=O)(=O)Nc2c(O)ccc3ccccc23)cc1,KRRRBZQMKSJUPG-UHFFFAOYSA-N,313.38,3.65,66.40,3.0,2.0,3.0,3.0,
CHEMBL1341756,Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1,943.0,943.0,943.0,6.0254883072626715,active,,,Small molecule,MOL,Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1,VGGZGAOSHSLDIF-UHFFFAOYSA-N,318.83,3.97,32.67,3.0,0.0,3.0,2.0,
CHEMBL1421313,Fc1ccc(Nc2nc(Oc3ccccc3F)nc(N3CCCC3)n2)cc1,946.0,946.0,946.0,6.024108863598207,active,,,Small molecule,MOL,Fc1ccc(Nc2nc(Oc3ccccc3F)nc(N3CCCC3)n2)cc1,RZGPJFSPFZEUHP-UHFFFAOYSA-N,369.38,4.29,63.17,6.0,1.0,5.0,3.0,
