molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1463659,Cn1nc(-c2ccccn2)nc2c(=O)n(C)c(=O)nc1-2,19.1,19.1,19.1,7.718966632752272,active,,,Small molecule,MOL,Cn1nc(-c2ccccn2)nc2c(=O)n(C)c(=O)nc1-2,HDXJYJIPXWVRSM-UHFFFAOYSA-N,270.25,-0.56,95.56,8.0,0.0,1.0,1.0,
CHEMBL3195749,COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O,20.8,20.8,20.8,7.681936665037238,active,,,Small molecule,MOL,COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O,SQTXZQUPJDPRBX-HKOYGPOVSA-N,452.51,3.91,101.90,7.0,1.0,5.0,3.0,
CHEMBL601757,Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,20.9,20.9,20.9,7.679853713888946,active,,,Small molecule,MOL,Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,CPXHNWKHOFNPDO-UHFFFAOYSA-N,207.19,-1.32,82.67,7.0,0.0,0.0,0.0,
CHEMBL1334062,Cn1nc(-c2ccc(Cl)cc2)nc2c(=O)n(C)c(=O)nc1-2,30.5,30.5,30.5,7.515700160653214,active,,,Small molecule,MOL,Cn1nc(-c2ccc(Cl)cc2)nc2c(=O)n(C)c(=O)nc1-2,UCEGDYDPOSBUTP-UHFFFAOYSA-N,303.71,0.69,82.67,7.0,0.0,1.0,1.0,
CHEMBL1370184,CC(=O)Oc1c(/C=C(\C#N)C(N)=O)[nH]c2ccccc12,31.4,31.4,31.4,7.503070351926786,active,,,Small molecule,MOL,CC(=O)Oc1c(/C=C(\C#N)C(N)=O)[nH]c2ccccc12,QFVXKZBTQCPOHP-RMKNXTFCSA-N,269.26,1.49,108.97,4.0,2.0,3.0,2.0,
CHEMBL1576509,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,35.6,35.6,35.6,7.448550002027124,active,,,Small molecule,MOL,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,VVUUOSZAOBPVTG-FOWTUZBSSA-N,292.34,3.50,41.90,3.0,0.0,3.0,2.0,
CHEMBL599924,CCn1nc(/C=C/c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,36.8,36.8,36.8,7.434152181326482,active,,,Small molecule,MOL,CCn1nc(/C=C/c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,BMHKZVDHCKLDME-MDZDMXLPSA-N,309.33,1.03,82.67,7.0,0.0,3.0,1.0,
CHEMBL1364506,CC(=O)Nc1ccc(NC(=O)CSc2ncc(C(=O)Nc3ccccc3)c(=O)n2C)cc1,43.0,43.0,43.0,7.366531544420413,active,,,Small molecule,MOL,CC(=O)Nc1ccc(NC(=O)CSc2ncc(C(=O)Nc3ccccc3)c(=O)n2C)cc1,KHOUYLSDSMKJAN-UHFFFAOYSA-N,451.51,2.72,122.19,7.0,3.0,7.0,3.0,
CHEMBL1733474,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(F)cc1,46.6,46.6,46.6,7.33161408331,active,,,Small molecule,MOL,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(F)cc1,YSGRDPNYGMQUTB-UHFFFAOYSA-N,317.34,3.49,66.40,3.0,2.0,3.0,3.0,
CHEMBL1510156,CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2,47.0,47.0,47.0,7.327902142064282,active,,,Small molecule,MOL,CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2,YUKMHBBXSAOJDN-UHFFFAOYSA-N,384.31,3.27,63.99,4.0,1.0,4.0,1.0,
CHEMBL1507162,COc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,47.8,47.8,47.8,7.320572103387882,active,,,Small molecule,MOL,COc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,BUESECBBBYRGKQ-UHFFFAOYSA-N,329.38,3.35,75.63,4.0,2.0,4.0,3.0,
CHEMBL1590201,Cc1c([N+](=O)[O-])cnc(Sc2ccccc2)c1[N+](=O)[O-],47.9,47.9,47.9,7.319664486585436,active,,,Small molecule,MOL,Cc1c([N+](=O)[O-])cnc(Sc2ccccc2)c1[N+](=O)[O-],HXCGHDSDZHVQOC-UHFFFAOYSA-N,291.29,3.36,99.17,6.0,0.0,4.0,2.0,
CHEMBL1600684,CCc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,48.2,48.2,48.2,7.31695296176115,active,,,Small molecule,MOL,CCc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,JJXIILZJBJAPRX-UHFFFAOYSA-N,327.41,3.91,66.40,3.0,2.0,4.0,3.0,
CHEMBL579318,Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O,63.9,63.9,63.9,7.1944991418416,active,,,Small molecule,MOL,Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O,HSYUWLOZMGPYKC-UHFFFAOYSA-N,346.34,2.69,89.27,5.0,1.0,3.0,3.0,
CHEMBL2003651,O=C(O)c1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,66.3,66.3,66.3,7.178486471595226,active,,,Small molecule,MOL,O=C(O)c1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,LWAKZCIYRXJCJV-LHLOQNFPSA-N,450.45,3.89,112.90,5.0,2.0,5.0,3.0,
CHEMBL1573331,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1,66.6,66.6,66.6,7.176525770829699,active,,,Small molecule,MOL,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1,KECMZASBKJCDSY-UHFFFAOYSA-N,383.35,4.24,75.63,4.0,2.0,4.0,3.0,
CHEMBL3197091,Cc1cc(C)c(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)c(C)c1,69.6,69.6,69.6,7.157390760389438,active,,,Small molecule,MOL,Cc1cc(C)c(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)c(C)c1,SQJSGUXHLPYCJY-XAYXJRQQSA-N,474.54,4.68,112.90,5.0,2.0,5.0,3.0,
CHEMBL1479483,Cc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)c(C)c1,70.2,70.2,70.2,7.153662887870195,active,,,Small molecule,MOL,Cc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)c(C)c1,BUAHBIAKRIDOHI-UHFFFAOYSA-N,327.41,3.96,66.40,3.0,2.0,3.0,3.0,
CHEMBL1329726,COc1cc(NC2CCCCC2O)c2nc(-c3ccc(Cl)cc3)ccc2c1,72.8,72.8,72.8,7.137868620686962,active,,,Small molecule,MOL,COc1cc(NC2CCCCC2O)c2nc(-c3ccc(Cl)cc3)ccc2c1,CGOLNLWHMQSTSZ-UHFFFAOYSA-N,382.89,5.28,54.38,4.0,2.0,4.0,3.0,
CHEMBL1601281,COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1,74.4,74.4,74.4,7.128427064454121,active,,,Small molecule,MOL,COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1,QNGPKBTZYMVTCH-UHFFFAOYSA-N,293.32,3.81,58.56,3.0,2.0,3.0,3.0,
CHEMBL1521758,Cc1ccc(C)c(S(=O)(=O)Nc2ccc(O)c3ccccc23)c1,74.5,74.5,74.5,7.127843727251707,active,,,Small molecule,MOL,Cc1ccc(C)c(S(=O)(=O)Nc2ccc(O)c3ccccc23)c1,SEBVJYWOFMIHFC-UHFFFAOYSA-N,327.41,3.96,66.40,3.0,2.0,3.0,3.0,
CHEMBL36654,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,79.7,79.7,79.7,7.098541678603888,active,ROEMERINE,,Small molecule,MOL,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,JCTYWRARKVGOBK-UHFFFAOYSA-N,279.34,3.17,21.70,3.0,0.0,0.0,2.0,
CHEMBL1405964,CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,80.1,80.1,80.1,7.096367483915762,active,,,Small molecule,MOL,CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,GCZZEBZXVDWJBN-UHFFFAOYSA-N,534.66,5.33,111.02,7.0,1.0,8.0,5.0,
CHEMBL1384702,COc1ccc(C(=O)c2c(C(F)(F)F)oc3c2C(=O)c2ccccc2C3=O)cc1,82.5,82.5,82.5,7.0835460514500745,active,,,Small molecule,MOL,COc1ccc(C(=O)c2c(C(F)(F)F)oc3c2C(=O)c2ccccc2C3=O)cc1,YKGNFJJJTAQTNP-UHFFFAOYSA-N,400.31,4.31,73.58,5.0,0.0,3.0,3.0,
CHEMBL1417929,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,101.0,101.0,101.0,6.995678626217357,active,,,Small molecule,MOL,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,XXPFGRVEANGYDQ-UHFFFAOYSA-N,410.45,1.48,109.41,6.0,2.0,4.0,2.0,
CHEMBL1489633,CCOC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1OC,104.0,104.0,104.0,6.982966660701219,active,,,Small molecule,MOL,CCOC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1OC,VDRSWMPVUVGRTD-PDGQHHTCSA-N,394.43,3.44,77.43,6.0,0.0,7.0,2.0,
CHEMBL1542693,CN(C1=C(NC(=O)c2ccccc2)C(=O)c2ccccc2C1=O)C1CCS(=O)(=O)C1,108.0,108.0,108.0,6.96657624451305,active,,,Small molecule,MOL,CN(C1=C(NC(=O)c2ccccc2)C(=O)c2ccccc2C1=O)C1CCS(=O)(=O)C1,AHASJIZTACJIMC-UHFFFAOYSA-N,424.48,1.83,100.62,6.0,1.0,4.0,2.0,
CHEMBL1583199,N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12,109.0,109.0,109.0,6.962573502059376,active,,,Small molecule,MOL,N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12,SSWVPYMSHHEYAB-UHFFFAOYSA-N,323.40,1.87,108.09,7.0,2.0,2.0,2.0,
CHEMBL3196451,Cc1ccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,119.0,119.0,119.0,6.924453038607469,active,,,Small molecule,MOL,Cc1ccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,XYTTUUGZACDZAR-NKFKGCMQSA-N,408.50,4.43,75.60,5.0,1.0,4.0,3.0,
CHEMBL2000517,O=C1C(Nc2ccc(O)cc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,123.0,123.0,123.0,6.910094888560602,active,,,Small molecule,MOL,O=C1C(Nc2ccc(O)cc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,YXKCWSSSTBYFQS-XLNRJJMWSA-N,410.48,3.82,95.83,6.0,2.0,4.0,3.0,
CHEMBL3195410,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1,124.0,124.0,124.0,6.906578314837764,active,,,Small molecule,MOL,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1,OQGQFSTZZPLSSR-HPNDGRJYSA-N,460.51,4.32,112.90,5.0,2.0,6.0,3.0,
CHEMBL1479754,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCSCC1)CC3,132.0,132.0,132.0,6.8794260687941495,active,,,Small molecule,MOL,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCSCC1)CC3,IINKKXJCIUDGKP-UHFFFAOYSA-N,329.47,2.41,39.34,3.0,1.0,2.0,2.0,
CHEMBL3191855,COc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(O)cc3)C(=O)c3ccccc32)cc1,141.0,141.0,141.0,6.85078088734462,active,,,Small molecule,MOL,COc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(O)cc3)C(=O)c3ccccc32)cc1,BQUUTNOUIXDXTN-NJNXFGOHSA-N,434.47,3.77,105.06,6.0,2.0,5.0,3.0,
CHEMBL2095095,O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,143.0,143.0,143.0,6.844663962534938,active,,,Small molecule,MOL,O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,HBKSVQFOBQYYEZ-XLNRJJMWSA-N,394.48,4.12,75.60,5.0,1.0,4.0,3.0,
CHEMBL1307207,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,146.0,146.0,146.0,6.835647144215563,active,,,Small molecule,MOL,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,JBMKSILOCSVHGX-UHFFFAOYSA-N,318.76,1.71,80.47,4.0,1.0,2.0,1.0,
CHEMBL1454614,O=C1C=C(N2CCOCC2)c2ccccc2C1=O,150.0,150.0,150.0,6.823908740944319,active,,,Small molecule,MOL,O=C1C=C(N2CCOCC2)c2ccccc2C1=O,CGVPOLUKPMAOAN-UHFFFAOYSA-N,243.26,1.13,46.61,4.0,0.0,1.0,1.0,
CHEMBL1383986,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,152.0,152.0,152.0,6.818156412055227,active,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,QCDJENTUMCYGBV-UHFFFAOYSA-N,498.56,3.82,150.42,8.0,4.0,8.0,4.0,
CHEMBL1718805,COc1ccc(OC)c(NC(=O)Nc2ccc(O)c3ccccc23)c1,152.0,152.0,152.0,6.818156412055227,active,,,Small molecule,MOL,COc1ccc(OC)c(NC(=O)Nc2ccc(O)c3ccccc23)c1,HYVZFZNMOJVHFH-UHFFFAOYSA-N,338.36,4.21,79.82,4.0,3.0,4.0,3.0,
CHEMBL1452061,O=S(=O)([O-])Oc1c[nH]c2ccccc12.[K+],155.0,155.0,155.0,6.809668301829708,active,,,Small molecule,MOL,O=S(=O)([O-])Oc1c[nH]c2ccccc12.[K+],MDAWATNFDJIBBD-UHFFFAOYSA-M,251.30,1.35,79.39,3.0,2.0,2.0,2.0,
CHEMBL1734820,COC(=O)COc1c(Cl)cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OC,158.0,158.0,158.0,6.801342913045577,active,,,Small molecule,MOL,COC(=O)COc1c(Cl)cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OC,IUKVXOJSVKRJDB-UHFFFAOYSA-N,436.85,2.55,142.58,8.0,4.0,7.0,3.0,
CHEMBL1559655,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,159.0,159.0,159.0,6.798602875679549,active,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,SMYPVIQBJWDUTI-UHFFFAOYSA-N,479.49,4.23,159.42,8.0,4.0,9.0,4.0,
CHEMBL1471498,COc1cc(C(=O)c2nccc3cc(OC)c(OC)cc23)c([N+](=O)[O-])cc1OC,160.0,160.0,160.0,6.795880017344075,active,,,Small molecule,MOL,COc1cc(C(=O)c2nccc3cc(OC)c(OC)cc23)c([N+](=O)[O-])cc1OC,YQHPOSDABMOWAK-UHFFFAOYSA-N,398.37,3.41,110.02,8.0,0.0,7.0,3.0,
CHEMBL1508839,COC(=O)c1cccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)c1,175.0,175.0,175.0,6.756961951313706,active,,,Small molecule,MOL,COC(=O)c1cccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)c1,XHCYOXYTVCQWBK-UHFFFAOYSA-N,408.41,3.39,137.26,7.0,4.0,5.0,4.0,
CHEMBL1395600,CC(=O)c1ccc(-c2cccc(-c3nc4ccccn4c3NC3CCCCC3)c2)cc1.O=C(O)C(F)(F)F,178.0,178.0,178.0,6.7495799976911055,active,,,Small molecule,MOL,CC(=O)c1ccc(-c2cccc(-c3nc4ccccn4c3NC3CCCCC3)c2)cc1.O=C(O)C(F)(F)F,FOVSFRPQCLSJNT-UHFFFAOYSA-N,523.56,6.62,46.40,4.0,1.0,5.0,4.0,
CHEMBL1411044,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,178.0,178.0,178.0,6.7495799976911055,active,,,Small molecule,MOL,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,HTQOWHRTTYNVEV-UHFFFAOYSA-N,465.47,3.84,159.42,8.0,4.0,8.0,4.0,
CHEMBL1567246,CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC,183.0,183.0,183.0,6.73754891026957,active,,,Small molecule,MOL,CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC,UXKCQWZFZDBUQG-UHFFFAOYSA-N,372.43,3.14,116.28,6.0,4.0,7.0,3.0,
CHEMBL3192555,Cc1ccc(NC2=C/C(=N\S(=O)(=O)c3cccs3)c3ccccc3C2=O)c(C)c1,185.0,185.0,185.0,6.732828271596986,active,,,Small molecule,MOL,Cc1ccc(NC2=C/C(=N\S(=O)(=O)c3cccs3)c3ccccc3C2=O)c(C)c1,LCGOLHKLWOZZSZ-LYBHJNIJSA-N,422.53,4.74,75.60,5.0,1.0,4.0,3.0,
CHEMBL1706216,C#CCOc1ccc(OC)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,187.0,187.0,187.0,6.7281583934635005,active,,,Small molecule,MOL,C#CCOc1ccc(OC)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,VCVRPAWYFSEOOQ-UHFFFAOYSA-N,368.39,2.36,116.28,6.0,4.0,6.0,3.0,
CHEMBL1563903,Cc1n[nH]c(O)c1C(c1ccc2c(c1)OCO2)c1c(C)n[nH]c1O,189.0,189.0,189.0,6.723538195826755,active,,,Small molecule,MOL,Cc1n[nH]c(O)c1C(c1ccc2c(c1)OCO2)c1c(C)n[nH]c1O,CFORPCGMFOJNAJ-UHFFFAOYSA-N,328.33,2.07,116.28,6.0,4.0,3.0,3.0,
CHEMBL1499893,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1cccc(C(F)(F)F)c1,190.0,190.0,190.0,6.721246399047171,active,,,Small molecule,MOL,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1cccc(C(F)(F)F)c1,VIJKPGLSWADBGL-UHFFFAOYSA-N,367.11,3.38,61.19,5.0,0.0,3.0,2.0,
CHEMBL1992432,O=C(CCl)c1c[nH]c(/C=N/Nc2ccc(F)cc2)c1,191.0,191.0,191.0,6.718966632752272,active,,,Small molecule,MOL,O=C(CCl)c1c[nH]c(/C=N/Nc2ccc(F)cc2)c1,PQXQYPCWTAHEQX-CAOOACKPSA-N,279.70,3.02,57.25,3.0,2.0,5.0,2.0,
CHEMBL1584380,CC1=NNC(=O)C1C(c1ccccc1)C1C(=O)NN=C1C.O=C(O)C(=O)O,194.0,194.0,194.0,6.7121982700697735,active,,,Small molecule,MOL,CC1=NNC(=O)C1C(c1ccccc1)C1C(=O)NN=C1C.O=C(O)C(=O)O,VDKWMTHFXXNSNH-UHFFFAOYSA-N,374.35,1.01,82.92,4.0,2.0,3.0,1.0,
CHEMBL1469117,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,195.0,195.0,195.0,6.709965388637482,active,,,Small molecule,MOL,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,KEURXGXXXHDSIW-UHFFFAOYSA-N,484.53,3.43,150.42,8.0,4.0,7.0,4.0,
CHEMBL1497295,O=C(CCl)N(c1ccc(Cl)cc1)c1c[nH]c2ccccc12,195.0,195.0,195.0,6.709965388637482,active,,,Small molecule,MOL,O=C(CCl)N(c1ccc(Cl)cc1)c1c[nH]c2ccccc12,ALZOOYPQGWRTKB-UHFFFAOYSA-N,319.19,4.72,36.10,1.0,1.0,3.0,3.0,
CHEMBL1727428,Cc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1[N+](=O)[O-],195.0,195.0,195.0,6.709965388637482,active,,,Small molecule,MOL,Cc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1[N+](=O)[O-],XKPSPSYYHAENDZ-UHFFFAOYSA-N,343.34,2.56,140.96,6.0,4.0,4.0,3.0,
CHEMBL1432707,COC(=O)c1cc(C)nc2c1C(=O)C(=O)C=C2N1CCOCC1,199.0,199.0,199.0,6.701146923590294,active,,,Small molecule,MOL,COC(=O)c1cc(C)nc2c1C(=O)C(=O)C=C2N1CCOCC1,FKVLEVTZACLFAJ-UHFFFAOYSA-N,316.31,0.62,85.80,7.0,0.0,2.0,1.0,
CHEMBL1337592,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2cccc(Cl)c2)cc1,202.0,202.0,202.0,6.694648630553376,active,,,Small molecule,MOL,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2cccc(Cl)c2)cc1,WZPVBLAQLFFXTN-UHFFFAOYSA-N,449.38,5.11,58.64,3.0,1.0,7.0,2.0,
CHEMBL1418852,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OC(=O)c1cccc([N+](=O)[O-])c1,205.0,205.0,205.0,6.688246138944246,active,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OC(=O)c1cccc([N+](=O)[O-])c1,WZNKOZJKEWWTHY-UHFFFAOYSA-N,493.48,3.87,176.49,9.0,4.0,8.0,4.0,
CHEMBL1329597,CCN(CC)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,209.0,209.0,209.0,6.679853713888946,active,,,Small molecule,MOL,CCN(CC)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,QDFFNSUDGUZZSJ-UHFFFAOYSA-N,311.39,2.36,66.64,4.0,1.0,5.0,2.0,
CHEMBL1307520,COc1ccc(OC)c(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)c1,211.0,211.0,211.0,6.675717544702307,active,,,Small molecule,MOL,COc1ccc(OC)c(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)c1,LYGQTWNGWHPMHH-UHFFFAOYSA-N,344.37,2.36,116.28,6.0,4.0,5.0,3.0,
CHEMBL1383058,COC(=O)c1ccccc1-c1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)o1,214.0,214.0,214.0,6.669586226650809,active,,,Small molecule,MOL,COC(=O)c1ccccc1-c1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)o1,HHJADECMSYMEIJ-UHFFFAOYSA-N,408.41,3.39,137.26,7.0,4.0,5.0,4.0,
CHEMBL1345835,O=C(NC1CCCC1)C(c1ccc(F)cc1)N(Cc1ccccc1Cl)C(=O)CCl,215.0,215.0,215.0,6.667561540084394,active,,,Small molecule,MOL,O=C(NC1CCCC1)C(c1ccc(F)cc1)N(Cc1ccccc1Cl)C(=O)CCl,BGIXQYSEPGOYSU-UHFFFAOYSA-N,437.34,4.85,49.41,2.0,1.0,7.0,2.0,
CHEMBL1991885,Cc1ccc(O)c(/N=C/C2=C(O)c3ccccc3C2=O)c1,216.0,216.0,216.0,6.665546248849069,active,,,Small molecule,MOL,Cc1ccc(O)c(/N=C/C2=C(O)c3ccccc3C2=O)c1,JJRIQRCVPQBBSO-GIJQJNRQSA-N,279.30,3.57,69.89,4.0,2.0,2.0,2.0,
CHEMBL3190880,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)cc1,216.0,216.0,216.0,6.665546248849069,active,,,Small molecule,MOL,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)cc1,RYVRPCQNGCQISY-HPNDGRJYSA-N,460.51,4.32,112.90,5.0,2.0,6.0,3.0,
CHEMBL1393004,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccccc1,217.0,217.0,217.0,6.66354026615147,active,,,Small molecule,MOL,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccccc1,SCHQSZIZNBCSEJ-UHFFFAOYSA-N,470.51,3.12,150.42,8.0,4.0,7.0,4.0,
CHEMBL1607263,CCc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,217.0,217.0,217.0,6.66354026615147,active,,,Small molecule,MOL,CCc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,YNKXUMMWJICJAZ-UHFFFAOYSA-N,417.51,4.09,103.70,5.0,3.0,7.0,3.0,
CHEMBL1365234,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc([N+](=O)[O-])c1O,219.0,219.0,219.0,6.6595558851598815,active,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc([N+](=O)[O-])c1O,JBXKPQCXTUQRHA-UHFFFAOYSA-N,389.37,2.35,170.42,8.0,5.0,6.0,3.0,
CHEMBL3192701,COc1ccc(/C=N/NC(=O)c2nn(-c3ccccc3)c(=O)c3c(N)scc23)cc1,220.0,220.0,220.0,6.657577319177793,active,,,Small molecule,MOL,COc1ccc(/C=N/NC(=O)c2nn(-c3ccccc3)c(=O)c3c(N)scc23)cc1,CBVONXPKGLUAFJ-FOKLQQMPSA-N,419.47,2.80,111.60,8.0,2.0,5.0,4.0,
CHEMBL1620590,CCOc1ccc(Cl)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,221.0,221.0,221.0,6.655607726314889,active,,,Small molecule,MOL,CCOc1ccc(Cl)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,OYPLZABZFCCSOS-UHFFFAOYSA-N,362.82,3.39,107.05,5.0,4.0,5.0,3.0,
