molecule_chembl_id,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1299266,,,Small molecule,MOL,CC(C)OC(=O)CN1C(=O)C(=O)c2ccccc21,UFYOUYUZKDXZAK-UHFFFAOYSA-N,247.25,1.17,63.68,4.0,0.0,3.0,1.0,
CHEMBL1299269,,,Small molecule,MOL,CC1=NN(c2cccc(Cl)c2)C(=O)C12CC(C)=C(C)CS2,CAAQFTZFEXECTI-UHFFFAOYSA-N,320.85,4.27,32.67,3.0,0.0,1.0,1.0,
CHEMBL1299407,,,Small molecule,MOL,N#Cc1c(N)n(CCOC(=O)c2ccc(Cl)cc2)c2nc3ccccc3nc12,BTHBBLZEGFZFSM-UHFFFAOYSA-N,391.82,3.55,106.82,7.0,1.0,4.0,4.0,
CHEMBL1305800,,,Small molecule,MOL,Cc1ccc(-c2[nH]nc3c2C(c2ccc(OC(=O)N4CCOCC4)cc2)C(C#N)=C(N)O3)cc1,JNPCRCODXQBALQ-UHFFFAOYSA-N,457.49,3.43,126.49,7.0,2.0,3.0,3.0,
CHEMBL1313748,,,Small molecule,MOL,O=C1CC/[N+](=C\c2ccccc2)[N-]1,BKFOLPLGOGKAKR-XYOKQWHBSA-N,174.20,1.34,34.18,1.0,0.0,1.0,1.0,
CHEMBL1313900,,,Small molecule,MOL,Cc1c(-c2nn(C)c(=O)c3ccccc23)oc2ccc(F)cc2c1=O,OJGFIJSOTGXACX-UHFFFAOYSA-N,336.32,3.15,65.10,5.0,0.0,1.0,4.0,
CHEMBL1313973,,,Small molecule,MOL,Clc1ccc(-c2nnc(Sc3nc4ccccc4o3)c3ccccc23)cc1,SBWILTSWVMTIGK-UHFFFAOYSA-N,389.87,6.24,51.81,5.0,0.0,3.0,5.0,
CHEMBL1314042,,,Small molecule,MOL,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)N2CCOCC2)n1,LEOXTJRUFANINQ-UHFFFAOYSA-N,473.47,2.58,98.69,7.0,0.0,7.0,2.0,
CHEMBL1314125,,,Small molecule,MOL,O=C(CCl)N1c2ccccc2CCc2ccccc21,TXCPQCCKJNJBJU-UHFFFAOYSA-N,271.75,3.69,20.31,1.0,0.0,1.0,2.0,
CHEMBL1328510,,,Small molecule,MOL,CCCCCCCCCCOC(=O)Cn1c(COc2ccc(OC)cc2)[n+](C)c2ccccc21.[Cl-],IHYMQKVSZKORBM-UHFFFAOYSA-M,503.08,5.74,53.57,5.0,0.0,15.0,3.0,
CHEMBL1336010,,,Small molecule,MOL,CC(C)(C)c1[nH]nc2c1C(Cc1ccccc1)C(C#N)=C(N)O2,QFUYHUFCMFAHEG-UHFFFAOYSA-N,308.38,3.12,87.72,4.0,2.0,2.0,2.0,
CHEMBL1336261,,,Small molecule,MOL,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CSc1ccccn1,ACKFVLRYTHEWLT-UHFFFAOYSA-N,405.48,3.63,109.84,7.0,2.0,5.0,3.0,
CHEMBL1345979,,,Small molecule,MOL,SC1=Nc2ccccc2C1,IGJWTYFTQNHSEK-UHFFFAOYSA-N,149.22,2.20,12.36,1.0,1.0,0.0,1.0,
CHEMBL1363679,,,Small molecule,MOL,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3c(C)cccc3C)n2)c1,LQANTQXSGUSGAZ-UHFFFAOYSA-N,429.93,4.28,89.02,5.0,1.0,5.0,3.0,
CHEMBL1363844,,,Small molecule,MOL,Cc1cc(C)n2nc(CNS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)nc2n1,QYVSPOAHKPDXET-UHFFFAOYSA-N,407.32,1.92,89.25,6.0,1.0,4.0,3.0,
CHEMBL1364004,,,Small molecule,MOL,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)C1,CBUZAPHIURLGAR-UHFFFAOYSA-N,262.26,1.35,68.20,5.0,0.0,4.0,1.0,
CHEMBL1364018,,,Small molecule,MOL,Cc1ccc(C2=NN(C(=O)CCl)C(c3cccs3)C2)o1,ISRQYFYSTSQAMW-UHFFFAOYSA-N,308.79,3.57,45.81,4.0,0.0,3.0,2.0,
CHEMBL1369200,,,Small molecule,MOL,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,CBETYIIGANGMOI-UHFFFAOYSA-N,453.52,5.00,88.16,5.0,2.0,6.0,4.0,
CHEMBL1376281,,,Small molecule,MOL,Cl.O=C(CNC1=NCCC1)c1ccc(Cl)cc1,ZUBWKGCKVQTIGT-UHFFFAOYSA-N,273.16,2.30,41.46,3.0,1.0,3.0,1.0,
CHEMBL1393716,,,Small molecule,MOL,COc1ccc2nc(SCC(=O)NN)cc(C)c2c1,JJVTWQSDQIMXRW-UHFFFAOYSA-N,277.35,1.63,77.24,5.0,2.0,4.0,2.0,
CHEMBL1393840,,,Small molecule,MOL,CC1=NN(Cc2ccccc2)C(=O)/C1=C/c1ccc(N(C)C)cc1,TUQIXKOXPUYACG-CPNJWEJPSA-N,319.41,3.55,35.91,3.0,0.0,4.0,2.0,
CHEMBL1393844,,,Small molecule,MOL,CN(C)c1ccc2nsnc2c1[N+](=O)[O-],DREQNHIYBAZRBH-UHFFFAOYSA-N,224.25,1.67,72.16,6.0,0.0,2.0,2.0,
CHEMBL1403329,,,Small molecule,MOL,Cn1ccnc1Sc1cc(NCCCO)c([N+](=O)[O-])c2nonc12,MOEPPVLXSWWAAN-UHFFFAOYSA-N,350.36,1.81,132.14,10.0,2.0,7.0,3.0,
CHEMBL1408577,,,Small molecule,MOL,Cc1ccc(C(=O)c2coc3cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c23)cc1,KNBJPKFWPNKZJH-UHFFFAOYSA-N,342.26,3.49,136.72,7.0,1.0,4.0,3.0,
CHEMBL1410897,,,Small molecule,MOL,CC(C)c1nnc(NC(=O)CCS(=O)(=O)c2nc(-c3cccs3)cc(C(F)(F)F)n2)s1,CKELAGJMAWSHKC-UHFFFAOYSA-N,491.54,4.00,114.80,9.0,1.0,7.0,3.0,
CHEMBL1415772,,,Small molecule,MOL,COc1ccc(-c2[nH]nc3c2C(c2ccncc2)C(C#N)=C(N)O3)cc1,NNAUQUULQPNDCY-UHFFFAOYSA-N,345.36,2.70,109.84,6.0,2.0,3.0,3.0,
CHEMBL1418852,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OC(=O)c1cccc([N+](=O)[O-])c1,WZNKOZJKEWWTHY-UHFFFAOYSA-N,493.48,3.87,176.49,9.0,4.0,8.0,4.0,
CHEMBL1418884,,,Small molecule,MOL,O=[N+]([O-])c1ccc(N2CCCC(C(F)(F)F)C2)c2ccncc12,JZMDEWVSFFPXGE-UHFFFAOYSA-N,325.29,3.92,59.27,4.0,0.0,2.0,2.0,
CHEMBL1425350,,,Small molecule,MOL,O=C(CSc1ncnc2c1nnn2-c1ccc(F)cc1)NCC1CCCO1,CAMDZOMVTGRKAN-UHFFFAOYSA-N,388.43,1.74,94.82,8.0,1.0,6.0,3.0,
CHEMBL1433075,,,Small molecule,MOL,CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3s2)c(Cl)c1=O,OZTUFEIVQLWZFW-UHFFFAOYSA-N,389.82,3.48,114.71,8.0,0.0,5.0,3.0,
CHEMBL1442559,,,Small molecule,MOL,Cc1n[nH]c2c1C(CC(C)C)C(C#N)=C(N)O2,PGBUKEQJTAYWET-UHFFFAOYSA-N,232.29,1.93,87.72,4.0,2.0,2.0,1.0,
CHEMBL1442702,,,Small molecule,MOL,CSc1nc(-c2ccccc2)nn1C(=O)c1ccc(Cl)cc1,RADILMMZLYFGHA-UHFFFAOYSA-N,329.81,4.01,47.78,5.0,0.0,3.0,3.0,
CHEMBL1447513,,,Small molecule,MOL,CC(=O)NC1=C(Nc2ccc(N(C)C)cc2)C(=O)c2ccccc2C1=O,KAJBCQTZGNCAND-UHFFFAOYSA-N,349.39,2.59,78.51,5.0,2.0,4.0,2.0,
CHEMBL1454680,,,Small molecule,MOL,COc1cc(/C=C2/C(=O)N(c3cccc(Br)c3)N=C2C)cc(OC)c1O,IVIHPZLBUDTFNS-VIZOYTHASA-N,417.26,3.98,71.36,5.0,1.0,4.0,2.0,
CHEMBL1454910,NITROXOLINE,4.0,Small molecule,MOL,O=[N+]([O-])c1ccc(O)c2ncccc12,RJIWZDNTCBHXAL-UHFFFAOYSA-N,190.16,1.85,76.26,4.0,1.0,1.0,2.0,
CHEMBL1464383,,,Small molecule,MOL,COc1cc(/C=C(\C#N)C(=O)c2c[nH]c3ccccc23)cc(OC)c1O,KRAWRZZWYDVZHX-NTUHNPAUSA-N,348.36,3.68,95.34,5.0,2.0,5.0,3.0,
CHEMBL1472280,,,Small molecule,MOL,Cc1nc2ccccc2c2c1C(=O)N(Cc1cccnc1)C2=O,CBWAJVKAMUVVID-UHFFFAOYSA-N,303.32,2.73,63.16,4.0,0.0,2.0,3.0,
CHEMBL1472327,,,Small molecule,MOL,CC1(C)Cc2ccccc2C2=NNC(=O)C2=N1,WCONCJOQCAAEKO-UHFFFAOYSA-N,227.27,1.30,53.82,3.0,1.0,0.0,1.0,
CHEMBL1472344,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1ccc(OC)cc1OC)C(C#N)=C(N)O2,BDGSLSCWWPISTB-UHFFFAOYSA-N,340.38,2.60,106.18,6.0,2.0,5.0,2.0,
CHEMBL1477097,,,Small molecule,MOL,Cc1nn(-c2ccccc2)c2c1C(c1ccco1)C(C#N)=C(N)O2,XHMCPIHBFUJMPR-UHFFFAOYSA-N,318.34,2.99,90.00,6.0,1.0,2.0,3.0,
CHEMBL1489347,,,Small molecule,MOL,CC(=O)NC(c1ccc(Cl)cc1)c1c(O)ccc2ccc(O)cc12,NJFAWVRYGNIMCP-UHFFFAOYSA-N,341.79,4.13,69.56,3.0,3.0,3.0,3.0,
CHEMBL1490987,,,Small molecule,MOL,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,GGNWMCKZFWBJHZ-UHFFFAOYSA-N,451.96,3.47,114.80,8.0,1.0,7.0,3.0,
CHEMBL1492648,,,Small molecule,MOL,CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,HZSJKGMPEXGXBV-UHFFFAOYSA-N,302.28,2.57,59.92,4.0,0.0,2.0,2.0,
CHEMBL1493944,,,Small molecule,MOL,CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)ccc1OC(=O)c1ccco1,KDODKHPWPUVORU-XMHGGMMESA-N,416.43,4.70,81.34,6.0,0.0,6.0,3.0,
CHEMBL1494100,,,Small molecule,MOL,CCCCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,VGURZRGFTKLITA-UHFFFAOYSA-N,379.49,3.96,85.83,6.0,2.0,6.0,4.0,
CHEMBL1494202,,,Small molecule,MOL,Cc1c(C#N)c(NC(=O)CCl)n(Cc2cccs2)c1C,LIEMSBPQNKXNBW-UHFFFAOYSA-N,307.81,3.26,57.82,4.0,1.0,4.0,2.0,
CHEMBL1497078,,,Small molecule,MOL,O=C(CCl)Nc1cccc(S(=O)(=O)N2CCCCCC2)c1,YWNGXOWLIBYOQM-UHFFFAOYSA-N,330.84,2.43,66.48,3.0,1.0,4.0,1.0,
CHEMBL1497120,,,Small molecule,MOL,O=C(Oc1ccc(C(=S)N2CCOCC2)cc1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],SBRXPLBCEZMBKQ-UHFFFAOYSA-N,417.40,2.73,125.05,8.0,0.0,5.0,2.0,
CHEMBL1503995,,,Small molecule,MOL,Cc1nc([N+](=O)[O-])c(Sc2nc3ccccc3[nH]2)n1Cc1ccccc1,FFCYAGZZQDETHY-UHFFFAOYSA-N,365.42,4.18,89.64,6.0,1.0,5.0,4.0,
CHEMBL1521393,,,Small molecule,MOL,O=[N+]([O-])c1cccc(-c2cc(O)n[nH]2)c1,RLSSLPUZGLOKKF-UHFFFAOYSA-N,205.17,1.69,92.05,4.0,2.0,2.0,2.0,
CHEMBL1526410,,,Small molecule,MOL,NC(=O)c1c(-c2cccs2)csc1N,AOKUOQRFZXRQBM-UHFFFAOYSA-N,224.31,2.16,69.11,4.0,2.0,2.0,2.0,
CHEMBL1528757,,,Small molecule,MOL,Nc1cc(N)c(OCC(F)(F)F)cc1OCC(F)(F)F,AFRMIDLDUGFWJO-UHFFFAOYSA-N,304.19,2.73,70.50,4.0,2.0,4.0,1.0,
CHEMBL1533621,,,Small molecule,MOL,O=C1C=C(Nc2cccc3cccnc23)c2ccccc2C1=O,XMTFENPYHJQFJS-UHFFFAOYSA-N,300.32,3.45,59.06,4.0,1.0,2.0,3.0,
CHEMBL1542804,,,Small molecule,MOL,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2s1,JFMKAJVOAZEPMX-UHFFFAOYSA-N,420.42,4.65,90.17,7.0,0.0,4.0,3.0,
CHEMBL1542809,,,Small molecule,MOL,Cc1oc2c(c1C(=O)N1CCOCC1)C(=O)c1ccccc1C2=O,OHDSQTULPMWOPD-UHFFFAOYSA-N,325.32,1.84,76.82,5.0,0.0,1.0,2.0,
CHEMBL1542863,,,Small molecule,MOL,CC(C)(C)c1noc2c1C(c1cccs1)C(C#N)=C(N)N2,UPCQNBINKKGCHK-UHFFFAOYSA-N,300.39,3.28,87.87,6.0,2.0,1.0,2.0,
CHEMBL1555488,,,Small molecule,MOL,COc1ccc(-n2c(C)cc(C(=O)CCl)c2C)cc1,TTZHJRQFLDAYDP-UHFFFAOYSA-N,277.75,3.52,31.23,3.0,0.0,4.0,2.0,
CHEMBL1560220,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1ccccc1OCC)C(C#N)=C(N)O2,LQVJZDWTGCAAAV-UHFFFAOYSA-N,324.38,2.98,96.95,5.0,2.0,5.0,2.0,
CHEMBL1560229,,,Small molecule,MOL,CCn1c2ccccc2c2cc(C3C(C#N)=C(N)Oc4[nH]nc(COC)c43)ccc21,JUCITSRMUFYEPI-UHFFFAOYSA-N,399.45,3.90,101.88,6.0,2.0,4.0,4.0,
CHEMBL1560379,,,Small molecule,MOL,CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3s2)c(Cl)c1=O,CSECYJAEHMEONL-UHFFFAOYSA-N,375.80,3.09,114.71,8.0,0.0,4.0,3.0,
CHEMBL1565520,,,Small molecule,MOL,Cc1ccc(Cn2ncc(Cl)c(Cl)c2=O)cc1,YRIPMJIUOGUPRQ-UHFFFAOYSA-N,269.13,2.91,34.89,3.0,0.0,2.0,2.0,
CHEMBL1565623,,,Small molecule,MOL,Cc1cc(C(=O)c2ccc(C(C)(C)C)cc2)c(NC(=O)CCl)s1,AXWMALUHKXRUHD-UHFFFAOYSA-N,349.88,4.76,46.17,3.0,1.0,4.0,2.0,
CHEMBL1565674,,,Small molecule,MOL,O=Nc1c(O)c2ccccc2c2ccccc12,HMJPSXRANHDJOF-UHFFFAOYSA-N,223.23,4.10,49.66,3.0,1.0,1.0,3.0,
CHEMBL1567670,,,Small molecule,MOL,O=c1c2ccccc2nc(/C=C/c2cccnc2)n1Cc1ccccc1,GEKDQXSPTHHANP-OUKQBFOZSA-N,339.40,4.01,47.78,4.0,0.0,4.0,4.0,
CHEMBL1567760,,,Small molecule,MOL,Cc1nn(-c2ccccc2)c2c1C(c1ccccc1)C(C#N)=C(N)O2,PRYBIJAJECYWEP-UHFFFAOYSA-N,328.38,3.40,76.86,5.0,1.0,2.0,3.0,
CHEMBL1572216,,,Small molecule,MOL,Cc1n[nH]c(O)c1C(c1ccc(-c2cccc(Cl)c2)o1)c1c(C)n[nH]c1O,CWEPOMLISBITJJ-UHFFFAOYSA-N,384.82,4.25,110.96,5.0,4.0,4.0,4.0,
CHEMBL1581601,,,Small molecule,MOL,O=C(CSc1nnc(Cc2ccccc2)o1)Nc1cccc(F)c1,BCKGFDHTJLTHDR-UHFFFAOYSA-N,343.38,3.53,68.02,5.0,1.0,6.0,3.0,
CHEMBL1581648,,,Small molecule,MOL,CCSc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)c(C)o1,HIHQXJPAYXNYGV-UHFFFAOYSA-N,316.39,2.95,100.86,6.0,2.0,3.0,2.0,
CHEMBL1581727,,,Small molecule,MOL,C=CCN1C(=O)NC(c2ccc(OC)cc2)(C(F)(F)F)S/C1=C(/C#N)c1nnc(N2CCOCC2)n1-c1ccccc1,IOWHZGXWIXJENG-GYHWCHFESA-N,597.62,4.66,108.54,9.0,1.0,7.0,3.0,
CHEMBL1581740,,,Small molecule,MOL,Cc1nn(-c2ccccc2)c2c1C1(C(=O)N3c4c(cccc41)C(C)CC3(C)C)C(C#N)=C(N)O2,IGKBQQYBPQYDAW-UHFFFAOYSA-N,451.53,4.19,97.17,6.0,1.0,1.0,3.0,
CHEMBL1581795,,,Small molecule,MOL,CC(CCc1ccccc1)NC(=O)COC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,MIXLJFDUWCBMOK-UHFFFAOYSA-N,562.00,4.05,164.94,8.0,3.0,11.0,3.0,
CHEMBL1589625,,,Small molecule,MOL,Cc1n[nH]c2c1C(c1c(C)nn(-c3ccccc3)c1Cl)C(C#N)=C(N)O2,KCGMCKBTYPWZOI-UHFFFAOYSA-N,366.81,3.08,105.54,6.0,2.0,2.0,3.0,
CHEMBL1590201,,,Small molecule,MOL,Cc1c([N+](=O)[O-])cnc(Sc2ccccc2)c1[N+](=O)[O-],HXCGHDSDZHVQOC-UHFFFAOYSA-N,291.29,3.36,99.17,6.0,0.0,4.0,2.0,
CHEMBL1598985,,,Small molecule,MOL,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,KQXGUMFOKFQRCK-UHFFFAOYSA-N,423.91,2.77,114.80,8.0,1.0,6.0,3.0,
CHEMBL1599023,,,Small molecule,MOL,N#C[C@H]1[C@H](c2ccccc2)[C@](C#N)(C(=O)c2ccccc2)[C@@H]2C=Cc3ccccc3N21,RGCFIAXIUKVGCX-MVVJZGTDSA-N,401.47,4.97,67.89,4.0,0.0,3.0,3.0,
CHEMBL1599188,,,Small molecule,MOL,CC(=O)N(c1ccccc1)C(C)c1nc(C#N)c(C#N)nc1C,YGUKSUHOJOATSX-UHFFFAOYSA-N,305.34,2.64,93.67,5.0,0.0,3.0,2.0,
CHEMBL1610747,,,Small molecule,MOL,CCCc1nn(C)c2c1C(c1cccnc1)C(C#N)=C(N)O2,KKZQRBZELQKYJB-UHFFFAOYSA-N,295.35,1.99,89.75,6.0,1.0,3.0,2.0,
CHEMBL1698050,,,Small molecule,MOL,CCSc1c([N+](=O)[O-])c(=O)n(-c2ccccc2)c2ccccc12,XFLQCIJRZQTZMF-UHFFFAOYSA-N,326.38,4.01,65.14,5.0,0.0,4.0,3.0,
CHEMBL1717678,,,Small molecule,MOL,Oc1c2c(nn1-c1ccccc1)CCSC2,MASZAOSZWCGATM-UHFFFAOYSA-N,232.31,2.37,38.05,4.0,1.0,1.0,2.0,
CHEMBL1794088,,,Small molecule,MOL,CC1=NNC(=O)C1C(c1ccc(F)cc1)C(C#N)C#N,PUJNYLQNVAXEBZ-UHFFFAOYSA-N,270.27,1.69,89.04,4.0,1.0,3.0,1.0,
CHEMBL2006840,,,Small molecule,MOL,COc1cccc(/C=N/Nc2cc(C)nc(-c3ccccc3O)n2)c1O,NVWKNYCCCLJTGO-RGVLZGJSSA-N,350.38,3.32,99.86,7.0,3.0,5.0,3.0,
CHEMBL3144830,,,Small molecule,MOL,CCOC(=O)c1ccc(-n2[nH]c(-c3ccccc3)cc2=O)cc1,NCYMTOGLPPVPKI-UHFFFAOYSA-N,308.34,3.01,64.09,4.0,1.0,4.0,3.0,
CHEMBL3144873,,,Small molecule,MOL,Cc1[nH]n(-c2ccccc2)c(=O)c1C(C[N+](=O)[O-])c1ccc(Cl)cc1,RECNITXDQPJVBJ-UHFFFAOYSA-N,357.80,3.54,80.93,4.0,1.0,5.0,3.0,
CHEMBL3145178,,,Small molecule,MOL,Cc1cc(=O)n(-c2ccc(O)cc2)[nH]1,ABTQGCZCTNOIJR-UHFFFAOYSA-N,190.20,1.18,58.02,3.0,2.0,1.0,2.0,
CHEMBL3182716,,,Small molecule,MOL,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,PHBQIHQMSMVNCI-SLEBQGDGSA-N,508.62,4.22,109.74,5.0,1.0,5.0,3.0,
CHEMBL3183391,,,Small molecule,MOL,CCc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,BVHFEGZKDGKGSM-YYDJUVGSSA-N,480.57,3.49,109.74,5.0,1.0,6.0,3.0,
CHEMBL3190845,,,Small molecule,MOL,O=C(Cc1cc(O)n[nH]1)N/N=C/c1c(F)cccc1Cl,MCAZPIOGYKRBGC-GIDUJCDVSA-N,296.69,1.60,90.37,4.0,3.0,4.0,2.0,
CHEMBL3192031,,,Small molecule,MOL,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,PFSZAHLIDIQZSD-CNHKJKLMSA-N,422.81,2.90,147.40,8.0,2.0,6.0,2.0,
CHEMBL3193655,,,Small molecule,MOL,CC(/C=N/NC(=O)Cc1cc(O)[nH]n1)=C\c1ccccc1,QKUNHPLRVLQSFK-PADWXVCOSA-N,284.32,1.86,90.37,4.0,3.0,5.0,2.0,
CHEMBL3212479,,,Small molecule,MOL,Clc1ccc(Sc2oc(/C=N/n3cnnc3)cc2Br)cc1,DWIMQCUOPJELQO-NGYBGAFCSA-N,383.66,4.32,56.21,6.0,0.0,4.0,3.0,
CHEMBL36536,,,Small molecule,MOL,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,RUZIUYOSRDWYQF-UHFFFAOYSA-N,355.43,3.47,40.16,5.0,0.0,4.0,2.0,
CHEMBL333767,,,Small molecule,MOL,O=C(NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccccc1,NRILHXUEHSTWTI-UHFFFAOYSA-N,275.22,1.26,114.48,5.0,2.0,3.0,2.0,
CHEMBL127757,,,Small molecule,MOL,O=C1c2ccccc2-c2nnc(-c3ccc(O)cc3)cc21,NPDCPMSDPKIAFG-UHFFFAOYSA-N,274.28,3.06,63.08,4.0,1.0,1.0,3.0,
CHEMBL207931,,,Small molecule,MOL,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC,JJZIJKXUHDFVGX-UHFFFAOYSA-N,355.39,3.35,70.04,6.0,1.0,6.0,3.0,
CHEMBL445304,,,Small molecule,MOL,Nc1c(O)cccc1C(=O)O,WJXSWCUQABXPFS-UHFFFAOYSA-N,153.14,0.67,83.55,3.0,3.0,1.0,1.0,
CHEMBL577764,,,Small molecule,MOL,N#Cc1nc(N)nc(N(c2ccccc2)c2ccccc2)n1,KTIBTQAECPZEKI-UHFFFAOYSA-N,288.31,2.80,91.72,6.0,1.0,3.0,3.0,
CHEMBL599924,,,Small molecule,MOL,CCn1nc(/C=C/c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,BMHKZVDHCKLDME-MDZDMXLPSA-N,309.33,1.03,82.67,7.0,0.0,3.0,1.0,
CHEMBL592115,,,Small molecule,MOL,O=C(O)c1ccc(NC2=C(n3nnc4ccccc43)C(=O)c3ccccc3C2=O)cc1,MXEWFUONLMVUJE-UHFFFAOYSA-N,410.39,3.49,114.18,7.0,2.0,4.0,4.0,
CHEMBL1299526,,,Small molecule,MOL,COc1cc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)c(C)cc1[N+](=O)[O-],UUUXFEJDYGEWFZ-UHFFFAOYSA-N,387.18,2.41,116.36,7.0,1.0,5.0,2.0,
CHEMBL1306377,,,Small molecule,MOL,O=C(CCl)N1N=C(c2ccco2)CC1c1ccco1,OPRWTSGLXDLNBZ-UHFFFAOYSA-N,278.69,2.79,58.95,4.0,0.0,3.0,2.0,
CHEMBL1318943,,,Small molecule,MOL,[O-][N+]1=c2ccc(Nc3ccccc3)cc2=NC12CCCCC2,QEKYDTGXFOVMRB-UHFFFAOYSA-N,293.37,2.71,50.46,3.0,1.0,2.0,2.0,
CHEMBL1318998,,,Small molecule,MOL,Cc1ccc(S(=O)(=O)N(C(=O)c2ccncc2)c2ccc(OC(=O)c3ccncc3)c3ccccc23)cc1,NBVRWDCUJIJGPR-UHFFFAOYSA-N,523.57,5.19,106.53,7.0,0.0,6.0,5.0,
CHEMBL1329297,,,Small molecule,MOL,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccncc1)C(C#N)C#N,MXVQLLCNOKPDHM-UHFFFAOYSA-N,343.39,2.86,93.14,5.0,0.0,5.0,2.0,
CHEMBL1339644,,,Small molecule,MOL,Cc1cccc(Sc2c(C=O)c3ccccc3n2C)c1,UEQWWHWKGOGHIM-UHFFFAOYSA-N,281.38,4.45,22.00,3.0,0.0,3.0,3.0,
CHEMBL1339794,,,Small molecule,MOL,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1cccs1,WAWGIBHVOGEXJI-UHFFFAOYSA-N,326.41,3.42,87.72,6.0,2.0,2.0,3.0,
CHEMBL1346302,,,Small molecule,MOL,O=C(COC(=O)c1ccc2c(c1Cl)C(=O)c1ccccc1C2=O)NC1CC1,FNPIYPYSXURGJO-UHFFFAOYSA-N,383.79,2.55,89.54,5.0,1.0,4.0,2.0,
CHEMBL1359240,,,Small molecule,MOL,O=c1c2ccccc2nc2n1CCS2(=O)=O,WBGXMZXUXNTNDK-UHFFFAOYSA-N,236.25,0.18,69.03,5.0,0.0,0.0,2.0,
CHEMBL1364083,,,Small molecule,MOL,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccc(Cl)cc2)cc1,MFFRNRFMNJWDNU-UHFFFAOYSA-N,481.00,4.61,89.71,7.0,0.0,8.0,3.0,
CHEMBL1364145,,,Small molecule,MOL,N#C/C(=C/c1ccc2c(c1)OCO2)C(=O)Nc1ccc(O)cc1,GRVPLNXGNWRXNH-GHXNOFRVSA-N,308.29,2.67,91.58,5.0,2.0,3.0,2.0,
CHEMBL1364176,,,Small molecule,MOL,COc1ccc(-c2cc(O)[nH]n2)cc1,SQXSXXRXAHKMEG-UHFFFAOYSA-N,190.20,1.79,58.14,3.0,2.0,2.0,2.0,
CHEMBL1369671,,,Small molecule,MOL,O=C(CCl)Nc1cn(-c2ccccc2)nc1-c1ccccc1,TTZCSOWBEWACCC-UHFFFAOYSA-N,311.77,3.72,46.92,3.0,1.0,4.0,3.0,
CHEMBL1376311,,,Small molecule,MOL,N#Cc1c(O)nc(SCC(=O)N2c3ccccc3Sc3ccccc32)nc1-c1ccccc1,WZFYTSXHTCQNFK-UHFFFAOYSA-N,468.56,5.64,90.11,7.0,1.0,4.0,4.0,
CHEMBL1376516,,,Small molecule,MOL,CCOC(=O)C1=C(c2ccccc2)N=C(N)NC1c1ccc(OCc2ccc(Cl)cc2)c(OC)c1,BWYRPRZTCGCYPG-UHFFFAOYSA-N,491.98,4.86,95.17,7.0,2.0,8.0,3.0,
