molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,bioactivity_numeric
CHEMBL1421313,Fc1ccc(Nc2nc(Oc3ccccc3F)nc(N3CCCC3)n2)cc1,946.0,active,1
CHEMBL1372030,CC/C(=C/c1sc2ccc(C)cc2[n+]1CCO)SC.COS(=O)(=O)[O-],14200.0,inactive,0
CHEMBL1565816,O=C(Oc1ccc(N2C(=O)CCC2=O)cc1)c1ccco1,388.0,active,1
CHEMBL1604350,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,717.0,active,1
CHEMBL1600855,CCCCCCCCCCCCCCCC[N+](C)(C)C.O.[OH-],14700.0,inactive,0
CHEMBL1794123,CC1=NNC(=O)C1Cc1ccccc1,294.0,active,1
CHEMBL1643542,Cn1[nH]c(CSc2ccc(Cl)cc2)cc1=O,10000.0,inactive,0
CHEMBL1301821,COC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCCC1)CCN(C)C3,31400.0,inactive,0
CHEMBL1428003,CCCCOc1ccc(C(=O)C(CN2CCOCC2)c2ccccc2)cc1,26700.0,inactive,0
CHEMBL1506351,O=C(COC(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O)NC1CC1,238.0,active,1
CHEMBL1496053,Cc1[nH]c2ccc(F)cc2c1CCN(Cc1cccnc1)C(S)=Nc1ccc(F)cc1,93400.0,inactive,0
CHEMBL1483809,CN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3ccccc13)O2,14400.0,inactive,0
CHEMBL1341913,COc1ccc2ccc3c(c2c1)N=CC1(O3)N(C)c2ccccc2C1(C)C,36200.0,inactive,0
CHEMBL1506353,Cc1n[nH]c(O)c1C(c1ccc(Cl)cc1)c1c(C)n[nH]c1O,461.0,active,1
CHEMBL1568333,N=C1/C(=C\c2ccc(OC(=O)c3ccc(F)cc3)cc2)C(=O)N=C2SC(N3CCOCC3)=NN12,17100.0,inactive,0
CHEMBL1529352,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1NS(=O)(=O)c1cccs1,29100.0,inactive,0
CHEMBL3193349,O=[N+]([O-])c1cccc(/N=C/C2=C(O)c3ccccc3CC2)c1,10600.0,inactive,0
CHEMBL533226,c1ccc(-c2nnc(-c3ccccn3)nc2NC2CCCCC2)cc1,16900.0,inactive,0
CHEMBL1998946,Oc1cccc(/C=N/c2cccc3ccccc23)c1O,10100.0,inactive,0
CHEMBL1325970,COc1nc(NC(C)C)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,26400.0,inactive,0
CHEMBL1607176,Nc1cc(N)c2nonc2c1[N+](=O)[O-],39100.0,inactive,0
CHEMBL1341981,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,11600.0,inactive,0
CHEMBL1369492,CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1,33400.0,inactive,0
CHEMBL1338304,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)n1,889.0,active,1
CHEMBL1421463,N#CC(C#N)C(c1ccsc1)c1c(-c2ccccc2)n[nH]c1O,468.0,active,1
CHEMBL1444702,CC1=NN(c2cccc(Cl)c2)C(=O)C1,54500.0,inactive,0
CHEMBL1568691,Cc1n[nH]c(O)c1C(c1ccc(O)c(Br)c1)c1c(C)n[nH]c1O,232.0,active,1
CHEMBL1595992,COC(=O)c1n[nH]c(NC(=O)c2ccc(C(C)(C)C)cc2)n1,10100.0,inactive,0
CHEMBL1467136,O=C(/C=C/c1ccccc1)c1ccc2c3c(cccc13)CC2,11400.0,inactive,0
CHEMBL1338327,O=[N+]([O-])c1c(NCc2ccco2)ccc2nonc12,10100.0,inactive,0
CHEMBL1568510,Cc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1,248.0,active,1
CHEMBL1329532,[O-][n+]1c2c(nc3c1-c1ccccc1C3O)CCCC2,18600.0,inactive,0
CHEMBL1545701,O=C1c2ccccc2C(=O)c2c1ncn2-c1ccccc1,229000.0,inactive,0
CHEMBL1551808,O=C(O)CCCN1C(=O)/C(=C\C(Cl)=C\c2ccccc2)SC1=S,16300.0,inactive,0
CHEMBL1562392,CC(C)CC1C(C#N)=C(N)Oc2[nH]nc(-c3cccs3)c21,58100.0,inactive,0
CHEMBL1596226,CCSC1(SCC)N=C(N)C2(C#N)C(c3ccc(F)cc3)C12C#N,12500.0,inactive,0
CHEMBL2000517,O=C1C(Nc2ccc(O)cc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,123.0,active,1
CHEMBL1348813,O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,804.0,active,1
CHEMBL1706216,C#CCOc1ccc(OC)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,187.0,active,1
CHEMBL1584397,COC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3ccc(C)cc3C)cc12,10900.0,inactive,0
CHEMBL1584380,CC1=NNC(=O)C1C(c1ccccc1)C1C(=O)NN=C1C.O=C(O)C(=O)O,194.0,active,1
CHEMBL1568897,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)c1,312.0,active,1
CHEMBL1523317,Cc1cc2c(N)cccc2nn1,54600.0,inactive,0
CHEMBL1499893,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1cccc(C(F)(F)F)c1,190.0,active,1
CHEMBL1378222,CC1=NNC(=O)C1Cc1ccc(F)cc1,14200.0,inactive,0
CHEMBL3197999,Cc1ccc(-c2ccc(/C=N/NC3=NC(=O)C(CC(=O)O)S3)o2)c([N+](=O)[O-])c1,10500.0,inactive,0
CHEMBL1499903,CC(C)C(=O)N1CCN(c2nc(-c3ccccc3)c3c(c2C#N)CCCC3)CC1,38400.0,inactive,0
CHEMBL1706100,Cc1cccc(OCC(=O)Oc2ccc(Cl)cc2)c1,35100.0,inactive,0
CHEMBL1405490,CCOc1ccc2c(c1)C(NC(C)=O)C(=O)N2CCN1CCOCC1.Cl,12600.0,inactive,0
CHEMBL1535578,CNC(=O)/C(C#N)=C/c1c(N(Cc2ccccc2)Cc2ccccc2)nc2c(C)cccn2c1=O,103600.0,inactive,0
CHEMBL1557622,Cc1nnc(Sc2cc(NCCO)c([N+](=O)[O-])c3nonc23)s1,12400.0,inactive,0
CHEMBL1417901,C=C(C)C(=O)NC1=NN(c2ccccc2)C(=O)C1,37000.0,inactive,0
CHEMBL1439983,CN1CCc2nc(SC(C(=O)O)c3ccccc3)c(C#N)c(-c3cccs3)c2C1,12300.0,inactive,0
CHEMBL1308879,Cl.c1ccc(Nc2nc(NCc3ccco3)c3ccccc3n2)cc1,12000.0,inactive,0
CHEMBL1342337,Cc1cc(C)c(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1C,277.0,active,1
CHEMBL1467422,Oc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccc(Br)cc23)cc1,13700.0,inactive,0
CHEMBL2003651,O=C(O)c1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,66.3,active,1
CHEMBL1506757,Cc1cccc(CSc2nc3c(c(-c4cccs4)c2C#N)CN(C)CC3)c1,503.0,active,1
CHEMBL1545792,CCc1ccc2c(c1)C(NC(C)=O)C(=O)N2CCN1CCOCC1.Cl,16800.0,inactive,0
CHEMBL1467294,Cc1cc(Nc2ccccc2)c2c([N+](=O)[O-])ccc(C)c2n1,551.0,active,1
CHEMBL1332768,CC(=O)c1ccc(OC(=O)c2cccs2)cc1,12200.0,inactive,0
CHEMBL1487851,COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC,797.0,active,1
CHEMBL1309059,CCCCCCCCCCCCOC[n+]1cn(C)c2ccccc21.[Cl-],13100.0,inactive,0
CHEMBL1372597,COC(=O)CCCCCN1C(=O)/C(=C\c2ccncc2)SC1=S,17700.0,inactive,0
CHEMBL1460748,Cc1ccc(S(=O)(=O)N(C(=O)c2ccncc2)c2ccc(OC(=O)c3ccncc3)c3ccccc23)c(C)c1,10000.0,inactive,0
CHEMBL1417929,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,101.0,active,1
CHEMBL3192605,Oc1ccc(/C=N/c2ccc3ncccc3c2)c(O)c1,29000.0,inactive,0
CHEMBL1342248,O=C(NC1=C(Nc2ccc(F)cc2)C(=O)c2ccccc2C1=O)c1ccc(Cl)cc1,25900.0,inactive,0
CHEMBL1500035,CCc1ccc(/C=C/C(=O)C2C(=O)c3ccccc3C2=O)cc1,22700.0,inactive,0
CHEMBL1539236,Cc1cccc(OCCN2CSC(=S)N(C)C2)c1,12500.0,inactive,0
CHEMBL1428407,Cl.N=C(N)SCc1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,11000.0,inactive,0
CHEMBL1590615,CCOC(=O)N1C(=O)[C@@](c2ccc(Cl)cc2)(C(C)C)N1C(=O)OCC,16200.0,inactive,0
CHEMBL1535577,CC(Oc1ccc(F)cc1)C(=O)Oc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1,58500.0,inactive,0
CHEMBL1451336,Cc1ccc(S(=O)(=O)Cc2cc(F)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,17200.0,inactive,0
CHEMBL1578056,O=C1CCN(N=Nc2cccc(Cl)c2)N1,15400.0,inactive,0
CHEMBL1372574,Cc1ccc(S(=O)(=O)Nc2c(O)ccc3ccccc23)cc1,939.0,active,1
CHEMBL1372651,CC(=O)NC1C(=O)N(CCN2CCOCC2)c2ccc(Cl)cc21.Cl,10500.0,inactive,0
CHEMBL1332955,Cn1nc([N+](=O)[O-])nc1Sc1nnc(-c2ccccc2)o1,10900.0,inactive,0
CHEMBL1302463,CC(=O)NC1C(=O)N(CCN2CCOCC2)c2ccc(F)cc21.Cl,12100.0,inactive,0
CHEMBL1496473,CC1=CC2(O)OCCN(CCO)C2=CC1=O,10200.0,inactive,0
CHEMBL1562713,O=C(/C=C/c1cccs1)Nc1scc(-c2ccccc2)c1C(=O)O,10600.0,inactive,0
CHEMBL1500227,CC(=O)n1cc(N(C(=O)CCl)c2ccc(C)cc2)c2ccccc21,248.0,active,1
CHEMBL1545902,N=c1c2c(ncn1Cc1ccco1)Oc1ccc3ccccc3c1C2c1ccccc1,16700.0,inactive,0
CHEMBL1421972,O=C(C1=C(N2CCCC2)CCc2ccccc21)c1ccc(F)cc1,12100.0,inactive,0
CHEMBL3195410,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1,124.0,active,1
CHEMBL30095,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CCc2ccccc21,13300.0,inactive,0
CHEMBL1479483,Cc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)c(C)c1,70.2,active,1
CHEMBL3145176,Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,856.0,active,1
CHEMBL1496534,Cc1ccc(S(=O)(=O)N2CC(c3cccc([N+](=O)[O-])c3)C(C(=O)C3CO3)=N2)cc1,547.0,active,1
CHEMBL1500315,N#C/C(=C\c1cccc(NC(=O)c2ccccc2Cl)c1)C(=O)NCCc1ccccc1,11200.0,inactive,0
CHEMBL1500316,C=C[S+]([O-])c1sc(Cl)c(N2CCOCC2)c1[N+](=O)[O-],18800.0,inactive,0
CHEMBL1361173,Cc1ccc(NC2=C(N3CCOCC3)C(=O)c3ccccc3C2=O)cc1,15700.0,inactive,0
CHEMBL1309241,Cc1nc2ccccc2c2c1C(=O)N(C(C)C)C2=O,851.0,active,1
CHEMBL1535665,CCOC(=O)C1CCN(S(=O)(=O)c2c(Cl)ccc3nonc23)CC1,14400.0,inactive,0
CHEMBL1601281,COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1,74.4,active,1
CHEMBL1428683,O=C(Oc1ccccc1N1C(=O)CCC1=O)c1ccco1,14800.0,inactive,0
CHEMBL1382518,COc1cccc(/C=C/C(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)c1,15400.0,inactive,0
CHEMBL1557932,CC[n+]1c(/C=C2\C=C(C)CC(C)(C)C2)sc2ccccc21.[I-],27300.0,inactive,0
CHEMBL1607648,Cc1nc2c(-c3ccc(F)cc3)c(C)nn2c(O)c1Cl,11000.0,inactive,0
CHEMBL1332910,CCC(=O)Oc1ccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)cc1,13800.0,inactive,0
CHEMBL1557816,COc1cc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1O,16200.0,inactive,0
CHEMBL1428623,C=C(C)CN=C(S)N=Nc1c(O)[nH]c2ccc([N+](=O)[O-])cc12,151200.0,inactive,0
CHEMBL1507162,COc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,47.8,active,1
CHEMBL1309419,COc1ccc(C(=O)n2nnc3ccccc32)cc1Br,30000.0,inactive,0
CHEMBL1405964,CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,80.1,active,1
CHEMBL1333268,COc1ccc(N2C(=O)C(Cl)=C(Oc3cccc(OC)c3)C2=O)cc1,10700.0,inactive,0
CHEMBL1428758,O=c1c(Cl)c(Cl)cnn1Cc1ccc(F)cc1,11300.0,inactive,0
CHEMBL1389371,CCCCNC(=O)c1c(N)n(Cc2ccc3c(c2)OCO3)c2nc3ccccc3nc12,56300.0,inactive,0
CHEMBL1373049,O=C(O)CN1C(=O)/C(=C\c2cccc(OC(=O)c3ccco3)c2)SC1=S,22600.0,inactive,0
CHEMBL1445135,CCOC(=O)Cc1n[nH]c2c1C(c1cc(OC)ccc1OC)C(C#N)=C(N)O2,13300.0,inactive,0
CHEMBL3190263,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cn1,13500.0,inactive,0
CHEMBL600734,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,776.0,active,1
CHEMBL1321472,O=C1c2ccccc2-c2c1nc1c([n+]2[O-])CCCC1,20100.0,inactive,0
CHEMBL1965172,Cc1nnc(N/N=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)n1N,23500.0,inactive,0
CHEMBL1329726,COc1cc(NC2CCCCC2O)c2nc(-c3ccc(Cl)cc3)ccc2c1,72.8,active,1
CHEMBL1412588,Cc1n[nH]c(O)c1C(c1cc(Br)ccc1O)c1c(C)n[nH]c1O,275.0,active,1
CHEMBL1496555,Cc1ccccc1C(=O)NNC(=S)NC(=O)COc1ccccc1,17700.0,inactive,0
CHEMBL1530209,O=C(Nc1cccc(OC(=O)c2ccco2)c1)c1ccco1,10100.0,inactive,0
CHEMBL1389296,COc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1Br,289.0,active,1
CHEMBL3210870,O=C(N/N=C\c1ccc(-c2ccccc2[N+](=O)[O-])o1)C1COc2ccccc2O1,12400.0,inactive,0
CHEMBL1496705,CCCCCCCCCCOC(=O)C[n+]1c(COc2ccc(C)cc2)n(C)c2ccccc21.[Cl-],11700.0,inactive,0
CHEMBL1440300,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)[S+]([O-])c1ccccc1,935.0,active,1
CHEMBL566068,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,852.0,active,1
CHEMBL1558070,Oc1[nH]c2ccccc2c1N=NC(=S)N1CCOCC1,12900.0,inactive,0
CHEMBL1479725,Cc1ccc2c(c1)c1nnc(SCC(=O)Nc3ccc(N(C)C)cc3)nc1n2CC(=O)O,483.0,active,1
CHEMBL1328462,COc1ccc(-c2cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)Nc3cccc(O)c3)n2)cc1OC,11300.0,inactive,0
CHEMBL1428823,O=C(c1ccco1)c1coc2c1cc(O)c1ccccc12,48700.0,inactive,0
CHEMBL1546297,Cc1n[nH]c(O)c1C(c1ccc([N+](=O)[O-])cc1)c1c(C)n[nH]c1O,270.0,active,1
CHEMBL1451681,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(C)o2)cc1,25700.0,inactive,0
CHEMBL1727428,Cc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1[N+](=O)[O-],195.0,active,1
CHEMBL1389505,COc1ccc(C2NC(S)=NC3=C2CCc2ccccc23)cc1OC,11200.0,inactive,0
CHEMBL1309645,O=C(NCc1ccco1)/C(=C/c1cccc(C(F)(F)F)c1)c1nc2ccccc2[nH]1,54400.0,inactive,0
CHEMBL1302625,CCOC(=O)Cc1c(O)oc2nnc(C)c-2c1C,19100.0,inactive,0
CHEMBL1349637,COC(=O)COc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1,377.0,active,1
CHEMBL1507407,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CCl)nc1C,790.0,active,1
CHEMBL1468055,Cc1noc2ncnc(Sc3ccc(Br)cc3)c12,16200.0,inactive,0
CHEMBL1429018,O=C(CSC1=NCCS1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,13300.0,inactive,0
CHEMBL1200938,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,237200.0,inactive,0
CHEMBL1440303,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,21000.0,inactive,0
CHEMBL3144999,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc([N+](=O)[O-])cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,390.0,active,1
CHEMBL1558210,O=C1c2ccccc2-c2onc3ccc(Oc4ccccc4)c1c23,452.0,active,1
CHEMBL1479754,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCSCC1)CC3,132.0,active,1
CHEMBL1389509,Cl.OC(COC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)CN1CCc2ccccc2C1,81500.0,inactive,0
CHEMBL1333634,Cc1ccc(N/C([S-])=C(/C(=O)c2ccc(F)cc2)[n+]2ccccc2)cc1,69700.0,inactive,0
CHEMBL1451917,O=C(O)c1ccc(-n2c(=O)c3ccccc3c3ccccc3c2=O)cc1,70700.0,inactive,0
CHEMBL1451931,O=C1C=C(NCc2ccccc2)c2ccccc2C1=O,774.0,active,1
CHEMBL1389480,CCCCCCCN(C(=O)CCl)c1ccccc1C,893.0,active,1
CHEMBL1361500,Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1,18800.0,inactive,0
CHEMBL1507448,O=C(CCl)N1c2ccccc2OCC1c1ccccc1,606.0,active,1
CHEMBL1500823,O=C(CSc1ncnc2c1nnn2Cc1ccccc1F)NCC1CCCO1,16500.0,inactive,0
CHEMBL1519030,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)OC)[C@@H](O)C[C@H]1O,12200.0,inactive,0
CHEMBL1382853,CCN(CC)CCNC(=O)c1ccc2c(c1NCCO)C(=O)c1ccccc1C2=O,524.0,active,1
CHEMBL1608044,Nc1ccc(Oc2ncccn2)cc1,13800.0,inactive,0
CHEMBL1539943,O=C(O)CSc1c2c(nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc13)CCCC2,13000.0,inactive,0
CHEMBL1507657,O=C(c1ccco1)N1CCN(c2nc(C3CC3)nc3sc4c(c23)CCCC4)CC1,29600.0,inactive,0
CHEMBL1309737,CCOC(=O)c1c(N=C(S)N2CCCCC2)sc2c1CCN(C(=O)OCC)C2,12700.0,inactive,0
CHEMBL1585382,CC(C)(C)c1ccc(C(=O)Cn2cnnc2C#N)cc1,20000.0,inactive,0
CHEMBL1596753,O=C(/C=C/c1ccco1)c1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1,55500.0,inactive,0
CHEMBL1496959,Cc1ccc(/C=C2\SC(N3CCN(C(c4ccccc4)c4ccccc4)CC3)=NC2=O)o1,49100.0,inactive,0
CHEMBL1794266,CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl,740.0,active,1
CHEMBL1969760,COc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,14600.0,inactive,0
CHEMBL1321538,Cc1nn(-c2ccccc2)c(Cl)c1CN(C(=O)CCl)c1ccc(Cl)cc1,355.0,active,1
CHEMBL1569091,COc1cc(N)c(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,31700.0,inactive,0
CHEMBL1445372,O=c1c(Cl)nc2cc(Cl)ccc2n1CCNc1ncc(C(F)(F)F)cc1Cl,951.0,active,1
CHEMBL3189879,COc1nc(N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)nc(N2CCOCC2)n1,14400.0,inactive,0
CHEMBL1256974,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1.Cl,12600.0,inactive,0
CHEMBL1491717,CC(=O)n1cc(N(C(=O)CCl)c2ccc([N+](=O)[O-])cc2)c2ccccc21,358.0,active,1
CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,20200.0,inactive,0
CHEMBL1349727,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,862.0,active,1
CHEMBL1507534,COc1ccccc1NC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCN(C)C.Cl,12900.0,inactive,0
CHEMBL1413355,Cc1ccc(-c2cc(-c3ccc(C)cc3)[n+](-c3ccc(C(=O)[O-])cc3)c(-c3ccc(C)cc3)c2)cc1,40500.0,inactive,0
CHEMBL3190976,CC1=C/C(=N/c2c(C)n(C)n(-c3ccccc3)c2=O)C=CC1=O,14000.0,inactive,0
CHEMBL1536137,CCOC(=O)c1c(NC(=O)COC(=O)c2ncc(Cl)c(Cl)c2Cl)sc(C(=O)N(C)C)c1C,45500.0,inactive,0
CHEMBL1322046,COC(=O)CCCC1=CC2=C(c3ccccc3)C(=O)C(C)(OC(=O)C3CCCC3)C(=O)C2=CN1CCCCO,18400.0,inactive,0
CHEMBL1709281,COc1cc(C2(c3ccc(O)c(OC)c3)C(=O)Nc3c(C)cc(Br)cc32)ccc1O,14400.0,inactive,0
CHEMBL1429260,CC1(C)CC2(C)OC(=N)C1(C#N)C2(C#N)C#N,12300.0,inactive,0
CHEMBL3210642,Cc1ccc(-n2nc(C)c(/C=N/NC(=O)c3ccc([N+](=O)[O-])cc3)c2O)c(C)c1,21200.0,inactive,0
CHEMBL1970867,O=C(N/N=C/c1cc(Cl)cc([N+](=O)[O-])c1O)c1ccccc1NS(=O)(=O)c1cccs1,67200.0,inactive,0
CHEMBL1540053,Cc1c(Cl)cccc1N=C([S-])/C(=C(\O)c1ccc(Cl)s1)[n+]1ccccc1,12900.0,inactive,0
CHEMBL3191689,O=C(N/N=C1\C/C(=N\NC(=O)c2ccncc2)c2ccccc21)c1ccncc1,732.0,active,1
CHEMBL1794130,Cl.Nc1cccc2c(O)cccc12,15500.0,inactive,0
CHEMBL1601712,Cc1cccc(C(=O)c2cnc3ccccc3c2-c2ccccc2)c1,22800.0,inactive,0
CHEMBL327574,O=[N+]([O-])c1ccc(N2CCOCC2)c2ccncc12,12200.0,inactive,0
CHEMBL1343101,O=C1C2=C(N=C(S)NC2c2ccc(Cl)cc2)NC(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1,13100.0,inactive,0
CHEMBL1383058,COC(=O)c1ccccc1-c1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)o1,214.0,active,1
CHEMBL1794141,Cc1ccc(C(=O)C2C(c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC(=O)NC2(O)C(F)(F)F)cc1,11600.0,inactive,0
CHEMBL1418676,O=S(=O)(Cc1ccccc1)c1cnc2ccccc2n1,18300.0,inactive,0
CHEMBL3216654,COc1cc(NCCCC(C)N)c2ncccc2c1.Cl.Cl,420.0,active,1
CHEMBL1569877,CCOC(=O)C(CC)Sc1ncnc2c1nnn2-c1ccc(F)cc1,26700.0,inactive,0
CHEMBL1413252,CN1C(=O)C2(C(C#N)=C(N)C(C#N)(C#N)C3=CCC(C(C)(C)C)CC32)c2ccccc21,29500.0,inactive,0
CHEMBL1389827,O=C(NCC1(c2ccccc2)CCCC1)C1(c2ccccc2)CCCC1,53300.0,inactive,0
CHEMBL1709150,CS(=O)(=O)c1nc([N+](=O)[O-])nn1CCCc1ccccc1,14500.0,inactive,0
CHEMBL1406350,CC(/C=C1\SC(=S)N(NC(=O)c2cccc(O)c2)C1=O)=C\c1ccccc1,25200.0,inactive,0
CHEMBL3193639,Cc1c(/N=C2\C=CC(=O)c3ccccc32)c(=O)n(-c2ccccc2)n1C,768.0,active,1
CHEMBL1569820,CCOc1cc(/C=C2/C(=N)N3OC(C)=CC3=NC2=O)ccc1O,26900.0,inactive,0
CHEMBL3193835,C/N=C1\C(=O)c2ccccc2C(O)=C1N(C(C)=O)c1ccc(Br)cc1,795.0,active,1
CHEMBL1373799,CC(=O)Nc1ccc(OC(=O)c2ccco2)cc1,12100.0,inactive,0
CHEMBL1497049,N#Cc1cc([N+](=O)[O-])c(-n2nnc3ccccc32)c([N+](=O)[O-])c1,25900.0,inactive,0
CHEMBL1366795,O=c1c2ccccc2nc(/C=C/c2cccnc2)n1CCc1ccccc1,12000.0,inactive,0
CHEMBL1330054,O=C(Oc1ccc(N(C(=O)c2ccncc2)S(=O)(=O)c2ccc(Cl)cc2)cc1)c1ccncc1,16400.0,inactive,0
CHEMBL1519280,O=C(Oc1cccc(-n2cnnn2)c1)c1ccco1,15100.0,inactive,0
CHEMBL1790006,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-],28000.0,inactive,0
CHEMBL1491865,CC(C)Cc1ccc(-c2cc(O)[nH]n2)cc1,664.0,active,1
CHEMBL3214581,COc1cc(/C=N/NC(=O)c2ccc(F)cc2)ccc1OC(=O)c1ccco1,20000.0,inactive,0
CHEMBL3214593,COc1cc(C(=O)NCC(=O)N/N=C/c2cccc(OC(=O)c3ccco3)c2)cc(OC)c1OC,16600.0,inactive,0
CHEMBL1570005,CC1CC(C)CN(C(=O)c2ccc3c(c2NCCO)C(=O)c2ccccc2C3=O)C1,20000.0,inactive,0
CHEMBL1343343,Oc1cc(-c2ccc(F)cc2)[nH]n1,548.0,active,1
CHEMBL1326933,COc1ccc(S(=O)(=O)c2cnc3ccccc3n2)cc1,16400.0,inactive,0
CHEMBL1350085,CC1=NN(c2ccc(C)cc2C)C(=O)C1C(c1cccc(O)c1)C1C(=O)N(c2ccc(C)cc2C)N=C1C,524.0,active,1
CHEMBL1390013,COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OC(=O)c1ccccc1,17300.0,inactive,0
CHEMBL1310115,N#CC1(C#N)CC(C=O)=C(N)C1(C#N)CC(=O)C12CC3CC(CC(C3)C1)C2,10000.0,inactive,0
CHEMBL1558461,CCN(CC)CCNC(=O)CSc1c2c(nc3cc(Cl)ccc13)CCCC2,11800.0,inactive,0
CHEMBL1409956,COc1cccc(C(c2c(C)nn(-c3ccccc3)c2O)c2c(C)nn(-c3ccccc3)c2O)c1OC,810.0,active,1
