activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,activity_label,normalized_smiles
6761643,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC/C(=C/c1sc2ccc(C)cc2[n+]1CCO)SC.COS(=O)(=O)[O-],CHEMBL1201862,CHEMBL1372030,4.85,=,=,EC50,nM,14200.0,CHEMBL1741171,EC50,uM,14.2,14200.0,4.847711655616943,weak_or_moderate,CC/C(=C/c1sc2ccc(C)cc2[n+]1CCO)SC.COS(=O)(=O)[O-]
6761644,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cc2nc(Sc3c([N+](=O)[O-])nc(C)n3Cc3ccccc3)[nH]c2cc1C,CHEMBL1201862,CHEMBL1538796,5.12,=,=,EC50,nM,7560.0,CHEMBL1741171,EC50,uM,7.56,7560.0,5.121478204498794,weak_or_moderate,Cc1cc2nc(Sc3c([N+](=O)[O-])nc(C)n3Cc3ccccc3)[nH]c2cc1C
6761645,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,CHEMBL1201862,CHEMBL1341870,5.09,=,=,EC50,nM,8120.0,CHEMBL1741171,EC50,uM,8.12,8120.0,5.090443970758825,weak_or_moderate,CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1
6761646,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Oc1ccc(N2C(=O)CCC2=O)cc1)c1ccco1,CHEMBL1201862,CHEMBL1565816,6.41,=,=,EC50,nM,388.0,CHEMBL1741171,EC50,uM,0.388,388.0,6.411168274405792,potent,O=C(Oc1ccc(N2C(=O)CCC2=O)cc1)c1ccco1
6761647,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,CHEMBL1201862,CHEMBL1604350,6.14,=,=,EC50,nM,717.0,CHEMBL1741171,EC50,uM,0.717,717.0,6.1444808443322,potent,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1
6761648,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCCCCCCCCCCCCCC[N+](C)(C)C.O.[OH-],CHEMBL1201862,CHEMBL1600855,4.83,=,=,EC50,nM,14700.0,CHEMBL1741171,EC50,uM,14.7,14700.0,4.832682665251824,weak_or_moderate,CCCCCCCCCCCCCCCC[N+](C)(C)C.O.[OH-]
6761649,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1onc(-c2ccccc2)c1-c1nc2ccccc2c(=O)o1,CHEMBL1201862,CHEMBL1332119,5.96,=,=,EC50,nM,1110.0,CHEMBL1741171,EC50,uM,1.11,1110.0,5.954677021213342,weak_or_moderate,Cc1onc(-c2ccccc2)c1-c1nc2ccccc2c(=O)o1
6761650,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)C(C#N)C(c1cccnc1)c1c(C)n[nH]c1O,CHEMBL1201862,CHEMBL1568433,5.74,=,=,EC50,nM,1810.0,CHEMBL1741171,EC50,uM,1.81,1810.0,5.742321425130816,weak_or_moderate,CCOC(=O)C(C#N)C(c1cccnc1)c1c(C)n[nH]c1O
6761651,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1=NNC(=O)C1Cc1ccccc1,CHEMBL1201862,CHEMBL1794123,6.53,=,=,EC50,nM,294.0,CHEMBL1741171,EC50,uM,0.294,294.0,6.531652669587842,potent,CC1=NNC(=O)C1Cc1ccccc1
6761652,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCOc1cccc(-c2nc3ccccc3c(=O)o2)c1,CHEMBL1201862,CHEMBL1596076,5.17,=,=,EC50,nM,6810.0,CHEMBL1741171,EC50,uM,6.81,6810.0,5.166852888087215,weak_or_moderate,CCCOc1cccc(-c2nc3ccccc3c(=O)o2)c1
6761653,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCCCOP(=O)(OCCCCC)C1(NS(=O)(=O)c2ccccc2)C=CC(=O)c2ccccc21,CHEMBL1201862,CHEMBL1400638,5.57,=,=,EC50,nM,2690.0,CHEMBL1741171,EC50,uM,2.69,2690.0,5.570247719997592,weak_or_moderate,CCCCCOP(=O)(OCCCCC)C1(NS(=O)(=O)c2ccccc2)C=CC(=O)c2ccccc21
6761654,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Nc1scc2c(C(=O)N/N=C/c3ccc(Cl)cc3)nn(-c3ccccc3)c(=O)c12,CHEMBL1201862,CHEMBL3191474,5.24,=,=,EC50,nM,5710.0,CHEMBL1741171,EC50,uM,5.71,5710.0,5.243363891754152,weak_or_moderate,Nc1scc2c(C(=O)N/N=C/c3ccc(Cl)cc3)nn(-c3ccccc3)c(=O)c12
6761655,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1oc2c(c1C(=O)N1CCC(C)CC1)C(=O)c1ccccc1C2=O,CHEMBL1201862,CHEMBL576208,5.96,=,=,EC50,nM,1090.0,CHEMBL1741171,EC50,uM,1.09,1090.0,5.962573502059376,weak_or_moderate,Cc1oc2c(c1C(=O)N1CCC(C)CC1)C(=O)c1ccccc1C2=O
6761656,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(NC1C(=O)NNC1c1ccccc1)c1ccccc1,CHEMBL1201862,CHEMBL1584304,5.32,=,=,EC50,nM,4830.0,CHEMBL1741171,EC50,uM,4.83,4830.0,5.316052869248487,weak_or_moderate,O=C(NC1C(=O)NNC1c1ccccc1)c1ccccc1
6761657,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cn1[nH]c(CSc2ccc(Cl)cc2)cc1=O,CHEMBL1201862,CHEMBL1643542,5.0,=,=,EC50,nM,10000.0,CHEMBL1741171,EC50,uM,10.0,10000.0,5.0,weak_or_moderate,Cn1[nH]c(CSc2ccc(Cl)cc2)cc1=O
6761658,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCCC1)CCN(C)C3,CHEMBL1201862,CHEMBL1301821,4.5,=,=,EC50,nM,31400.0,CHEMBL1741171,EC50,uM,31.4,31400.0,4.503070351926785,weak_or_moderate,COC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCCC1)CCN(C)C3
6761659,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1ccc(CN(C)C(=O)CCl)cc1,CHEMBL1201862,CHEMBL1444473,5.39,=,=,EC50,nM,4090.0,CHEMBL1741171,EC50,uM,4.09,4090.0,5.388276691992658,weak_or_moderate,CCOc1ccc(CN(C)C(=O)CCl)cc1
6761660,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)ccc1OCC(N)=O,CHEMBL1201862,CHEMBL1308600,5.5,=,=,EC50,nM,3160.0,CHEMBL1741171,EC50,uM,3.16,3160.0,5.500312917381596,weak_or_moderate,COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)ccc1OCC(N)=O
6761661,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCCOc1ccc(C(=O)C(CN2CCOCC2)c2ccccc2)cc1,CHEMBL1201862,CHEMBL1428003,4.57,=,=,EC50,nM,26700.0,CHEMBL1741171,EC50,uM,26.7,26700.0,4.573488738635425,weak_or_moderate,CCCCOc1ccc(C(=O)C(CN2CCOCC2)c2ccccc2)cc1
6761662,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)c(OC)c1,CHEMBL1201862,CHEMBL1332543,5.58,=,=,EC50,nM,2640.0,CHEMBL1741171,EC50,uM,2.64,2640.0,5.578396073130168,weak_or_moderate,COc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)c(OC)c1
6761663,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1n[nH]c2c1C1(CCN(Cc3ccccc3)CC1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1612699,5.97,=,=,EC50,nM,1070.0,CHEMBL1741171,EC50,uM,1.07,1070.0,5.97061622231479,weak_or_moderate,Cc1n[nH]c2c1C1(CCN(Cc3ccccc3)CC1)C(C#N)=C(N)O2
6761664,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1OC,CHEMBL1201862,CHEMBL1388469,5.85,=,=,EC50,nM,1410.0,CHEMBL1741171,EC50,uM,1.41,1410.0,5.85078088734462,weak_or_moderate,COc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1OC
6761665,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCC(C)[C@@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2cccc(C)c2)o1,CHEMBL1201862,CHEMBL1365696,5.6,=,=,EC50,nM,2500.0,CHEMBL1741171,EC50,uM,2.5,2500.0,5.6020599913279625,weak_or_moderate,CCC(C)[C@@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2cccc(C)c2)o1
6761666,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C=C(N2CCCCC2)c2ccccc2C1=O,CHEMBL1201862,CHEMBL1395907,5.9,=,=,EC50,nM,1250.0,CHEMBL1741171,EC50,uM,1.25,1250.0,5.903089986991944,weak_or_moderate,O=C1C=C(N2CCCCC2)c2ccccc2C1=O
6761667,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(COC(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O)NC1CC1,CHEMBL1201862,CHEMBL1506351,6.62,=,=,EC50,nM,238.0,CHEMBL1741171,EC50,uM,0.238,238.0,6.623423042943488,potent,O=C(COC(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O)NC1CC1
6761668,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",ClCc1nnc(-c2cc3c(s2)CCCC3)o1,CHEMBL1201862,CHEMBL1301920,5.45,=,=,EC50,nM,3550.0,CHEMBL1741171,EC50,uM,3.55,3550.0,5.449771646944906,weak_or_moderate,ClCc1nnc(-c2cc3c(s2)CCCC3)o1
6761669,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",NS(=O)(=O)c1ccc(N=Nc2ccc(O)nc2O)cc1,CHEMBL1201862,CHEMBL1320799,5.36,=,=,EC50,nM,4400.0,CHEMBL1741171,EC50,uM,4.4,4400.0,5.356547323513812,weak_or_moderate,NS(=O)(=O)c1ccc(N=Nc2ccc(O)nc2O)cc1
6761670,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cc(C)c2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)CSc1nncn1C,CHEMBL1201862,CHEMBL1411788,5.09,=,=,EC50,nM,8170.0,CHEMBL1741171,EC50,uM,8.17,8170.0,5.087777943467584,weak_or_moderate,Cc1cc(C)c2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)CSc1nncn1C
6761671,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1[nH]c2ccc(F)cc2c1CCN(Cc1cccnc1)C(S)=Nc1ccc(F)cc1,CHEMBL1201862,CHEMBL1496053,4.03,=,=,EC50,nM,93400.0,CHEMBL1741171,EC50,uM,93.4,93400.0,4.029653123769907,weak_or_moderate,Cc1[nH]c2ccc(F)cc2c1CCN(Cc1cccnc1)C(S)=Nc1ccc(F)cc1
6761672,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCS2(=O)=O)cc1,CHEMBL1201862,CHEMBL1529115,6.0,=,=,EC50,nM,1010.0,CHEMBL1741171,EC50,uM,1.01,1010.0,5.995678626217357,weak_or_moderate,Cc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCS2(=O)=O)cc1
6761673,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3ccccc13)O2,CHEMBL1201862,CHEMBL1483809,4.84,=,=,EC50,nM,14400.0,CHEMBL1741171,EC50,uM,14.4,14400.0,4.841637507904751,weak_or_moderate,CN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3ccccc13)O2
6761674,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cccc(N/C([S-])=C(/C(=O)c2ccc(OC(F)F)cc2)[n+]2ccccc2)c1,CHEMBL1201862,CHEMBL1381901,5.06,=,=,EC50,nM,8620.0,CHEMBL1741171,EC50,uM,8.62,8620.0,5.064492734175287,weak_or_moderate,COc1cccc(N/C([S-])=C(/C(=O)c2ccc(OC(F)F)cc2)[n+]2ccccc2)c1
6761675,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc2ccc3c(c2c1)N=CC1(O3)N(C)c2ccccc2C1(C)C,CHEMBL1201862,CHEMBL1341913,4.44,=,=,EC50,nM,36200.0,CHEMBL1741171,EC50,uM,36.2,36200.0,4.441291429466834,weak_or_moderate,COc1ccc2ccc3c(c2c1)N=CC1(O3)N(C)c2ccccc2C1(C)C
6761676,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1n[nH]c(O)c1C(c1ccc(Cl)cc1)c1c(C)n[nH]c1O,CHEMBL1201862,CHEMBL1506353,6.34,=,=,EC50,nM,461.0,CHEMBL1741171,EC50,uM,0.461,461.0,6.336299074610352,potent,Cc1n[nH]c(O)c1C(c1ccc(Cl)cc1)c1c(C)n[nH]c1O
6761677,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1(C)CC(=O)C(C2(O)C(=O)NC(=O)NC2=O)=C(O)C1,CHEMBL1201862,CHEMBL1460342,5.65,=,=,EC50,nM,2230.0,CHEMBL1741171,EC50,uM,2.23,2230.0,5.651695136951839,weak_or_moderate,CC1(C)CC(=O)C(C2(O)C(=O)NC(=O)NC2=O)=C(O)C1
6761678,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(C)OP(=O)(OC(C)C)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21,CHEMBL1201862,CHEMBL1400512,5.22,=,=,EC50,nM,5970.0,CHEMBL1741171,EC50,uM,5.97,5970.0,5.224025668870631,weak_or_moderate,CC(C)OP(=O)(OC(C)C)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21
6761679,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=S(=O)(/C(=C/c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1)c1ccccc1,CHEMBL1201862,CHEMBL1381768,5.23,=,=,EC50,nM,5850.0,CHEMBL1741171,EC50,uM,5.85,5850.0,5.232844133917819,weak_or_moderate,O=S(=O)(/C(=C/c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1)c1ccccc1
6761680,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)ccc1O,CHEMBL1201862,CHEMBL1320781,5.4,=,=,EC50,nM,3960.0,CHEMBL1741171,EC50,uM,3.96,3960.0,5.402304814074488,weak_or_moderate,CCOc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)ccc1O
6761681,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N=C1/C(=C\c2ccc(OC(=O)c3ccc(F)cc3)cc2)C(=O)N=C2SC(N3CCOCC3)=NN12,CHEMBL1201862,CHEMBL1568333,4.77,=,=,EC50,nM,17100.0,CHEMBL1741171,EC50,uM,17.1,17100.0,4.767003889607846,weak_or_moderate,N=C1/C(=C\c2ccc(OC(=O)c3ccc(F)cc3)cc2)C(=O)N=C2SC(N3CCOCC3)=NN12
6761682,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1NS(=O)(=O)c1cccs1,CHEMBL1201862,CHEMBL1529352,4.54,=,=,EC50,nM,29100.0,CHEMBL1741171,EC50,uM,29.1,29100.0,4.536107011014093,weak_or_moderate,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1NS(=O)(=O)c1cccs1
6761683,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)s1,CHEMBL1201862,CHEMBL1421441,5.5,=,=,EC50,nM,3160.0,CHEMBL1741171,EC50,uM,3.16,3160.0,5.500312917381596,weak_or_moderate,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)s1
6761684,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1cc([N+](=O)[O-])c(CCN2CCOCC2)c([N+](=O)[O-])c1,CHEMBL1201862,CHEMBL1421433,5.1,=,=,EC50,nM,7890.0,CHEMBL1741171,EC50,uM,7.89,7890.0,5.10292299679058,weak_or_moderate,O=[N+]([O-])c1cc([N+](=O)[O-])c(CCN2CCOCC2)c([N+](=O)[O-])c1
6761685,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1cccc(/N=C/C2=C(O)c3ccccc3CC2)c1,CHEMBL1201862,CHEMBL3193349,4.97,=,=,EC50,nM,10600.0,CHEMBL1741171,EC50,uM,10.6,10600.0,4.97469413473523,weak_or_moderate,O=[N+]([O-])c1cccc(/N=C/C2=C(O)c3ccccc3CC2)c1
6761686,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",C/C(=N\NC(=O)CC#N)c1cc2ccccc2oc1=O,CHEMBL1201862,CHEMBL3193444,5.53,=,=,EC50,nM,2970.0,CHEMBL1741171,EC50,uM,2.97,2970.0,5.527243550682788,weak_or_moderate,C/C(=N\NC(=O)CC#N)c1cc2ccccc2oc1=O
6761687,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",c1ccc(-c2nnc(-c3ccccn3)nc2NC2CCCCC2)cc1,CHEMBL1201862,CHEMBL533226,4.77,=,=,EC50,nM,16900.0,CHEMBL1741171,EC50,uM,16.9,16900.0,4.772113295386326,weak_or_moderate,c1ccc(-c2nnc(-c3ccccn3)nc2NC2CCCCC2)cc1
