activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,activity_label,normalized_smiles
6757712,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,CHEMBL1201862,CHEMBL1443601,6.03,=,=,EC50,nM,925.0,CHEMBL1741171,EC50,uM,0.925,925.0,6.033858267260968,potent,COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O
6757714,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1,CHEMBL1201862,CHEMBL1404492,4.65,=,=,EC50,nM,22300.0,CHEMBL1741171,EC50,uM,22.3,22300.0,4.651695136951839,weak_or_moderate,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1
6757715,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C(Cl)=C(N2CCC(C(=O)O)CC2)C(=O)c2ccccc21,CHEMBL1201862,CHEMBL1599965,5.24,=,=,EC50,nM,5780.0,CHEMBL1741171,EC50,uM,5.78,5780.0,5.238072161579471,weak_or_moderate,O=C1C(Cl)=C(N2CCC(C(=O)O)CC2)C(=O)c2ccccc21
6757716,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1cc(/C=C2\C(=N)N3N=C(S(=O)(=O)CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,CHEMBL1201862,CHEMBL1387378,4.66,=,=,EC50,nM,22100.0,CHEMBL1741171,EC50,uM,22.1,22100.0,4.655607726314889,weak_or_moderate,CCOc1cc(/C=C2\C(=N)N3N=C(S(=O)(=O)CC)SC3=NC2=O)ccc1OC(=O)c1ccco1
6757717,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCC(=O)OCCNc1cc(SCc2ccco2)c2nonc2c1[N+](=O)[O-],CHEMBL1201862,CHEMBL1404559,5.7,=,=,EC50,nM,1980.0,CHEMBL1741171,EC50,uM,1.98,1980.0,5.703334809738469,weak_or_moderate,CCCC(=O)OCCNc1cc(SCc2ccco2)c2nonc2c1[N+](=O)[O-]
6757718,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Oc1ccc(-n2cnnn2)cc1)c1ccco1,CHEMBL1201862,CHEMBL1347560,4.9,=,=,EC50,nM,12700.0,CHEMBL1741171,EC50,uM,12.7,12700.0,4.896196279044043,weak_or_moderate,O=C(Oc1ccc(-n2cnnn2)cc1)c1ccco1
6757719,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(OC)c(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)c1,CHEMBL1201862,CHEMBL1307520,6.68,=,=,EC50,nM,211.0,CHEMBL1741171,EC50,uM,0.211,211.0,6.675717544702307,potent,COc1ccc(OC)c(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)c1
6757720,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1nn(Cc2ccccc2)c2c1C(c1ccc(Cl)cc1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1600094,5.45,=,=,EC50,nM,3580.0,CHEMBL1741171,EC50,uM,3.58,3580.0,5.446116973356125,weak_or_moderate,Cc1nn(Cc2ccccc2)c2c1C(c1ccc(Cl)cc1)C(C#N)=C(N)O2
6757721,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#CCCn1[nH]c(-c2ccccc2)cc1=O,CHEMBL1201862,CHEMBL3144939,5.48,=,=,EC50,nM,3320.0,CHEMBL1741171,EC50,uM,3.32,3320.0,5.478861916295964,weak_or_moderate,N#CCCn1[nH]c(-c2ccccc2)cc1=O
6757722,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#Cc1ccc(-n2c(-c3ccccc3)nnc2-c2ccccc2)cc1C#N,CHEMBL1201862,CHEMBL1573265,5.47,=,=,EC50,nM,3360.0,CHEMBL1741171,EC50,uM,3.36,3360.0,5.473660722610156,weak_or_moderate,N#Cc1ccc(-n2c(-c3ccccc3)nnc2-c2ccccc2)cc1C#N
6757723,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)C(Nc1ccc2ccccc2c1)C(=O)OCC,CHEMBL1201862,CHEMBL1495170,4.89,=,=,EC50,nM,13000.0,CHEMBL1741171,EC50,uM,13.0,13000.0,4.886056647693163,weak_or_moderate,CCOC(=O)C(Nc1ccc2ccccc2c1)C(=O)OCC
6757724,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cccc(-n2nc(C#N)c(Cl)cc2=O)c1,CHEMBL1201862,CHEMBL1537615,5.36,=,=,EC50,nM,4380.0,CHEMBL1741171,EC50,uM,4.38,4380.0,5.3585258894959,weak_or_moderate,COc1cccc(-n2nc(C#N)c(Cl)cc2=O)c1
6757726,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc2c(c1)OCO2,CHEMBL1201862,CHEMBL1387436,4.78,=,=,EC50,nM,16500.0,CHEMBL1741171,EC50,uM,16.5,16500.0,4.782516055786093,weak_or_moderate,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc2c(c1)OCO2
6757727,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,CHEMBL1201862,CHEMBL3145155,6.08,=,=,EC50,nM,829.0,CHEMBL1741171,EC50,uM,0.829,829.0,6.081445469449727,potent,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O
6757728,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1COc2ccc(C(=O)CCl)cc2N1,CHEMBL1201862,CHEMBL1399683,4.58,=,=,EC50,nM,26300.0,CHEMBL1741171,EC50,uM,26.3,26300.0,4.580044251510242,weak_or_moderate,O=C1COc2ccc(C(=O)CCl)cc2N1
6757729,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,CHEMBL1201862,CHEMBL1319867,5.92,=,=,EC50,nM,1210.0,CHEMBL1741171,EC50,uM,1.21,1210.0,5.917214629683549,weak_or_moderate,O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12
6757731,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",C/C(=N/NC(=O)Cc1cc(O)[nH]n1)c1ccc([N+](=O)[O-])cc1,CHEMBL1201862,CHEMBL3192994,5.86,=,=,EC50,nM,1380.0,CHEMBL1741171,EC50,uM,1.38,1380.0,5.860120913598763,weak_or_moderate,C/C(=N/NC(=O)Cc1cc(O)[nH]n1)c1ccc([N+](=O)[O-])cc1
6757732,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)c1nc(O)c2ccccc2c1O,CHEMBL1201862,CHEMBL1565268,5.28,=,=,EC50,nM,5230.0,CHEMBL1741171,EC50,uM,5.23,5230.0,5.281498311132726,weak_or_moderate,CCOC(=O)c1nc(O)c2ccccc2c1O
6757733,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)N2CCCCC2C)n1,CHEMBL1201862,CHEMBL1534503,5.51,=,=,EC50,nM,3110.0,CHEMBL1741171,EC50,uM,3.11,3110.0,5.507239610973162,weak_or_moderate,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)N2CCCCC2C)n1
6757734,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(OCc2cc(C(=O)N3CCCC(OC)C3)no2)c2ccccc12,CHEMBL1201862,CHEMBL1359835,5.41,=,=,EC50,nM,3900.0,CHEMBL1741171,EC50,uM,3.9,3900.0,5.4089353929735005,weak_or_moderate,COc1ccc(OCc2cc(C(=O)N3CCCC(OC)C3)no2)c2ccccc12
6757735,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CO/C(O)=C1/C(C)=NC(=S)NC1c1ccc(OC(=O)c2ccco2)cc1,CHEMBL1201862,CHEMBL3193366,4.84,=,=,EC50,nM,14400.0,CHEMBL1741171,EC50,uM,14.4,14400.0,4.841637507904751,weak_or_moderate,CO/C(O)=C1/C(C)=NC(=S)NC1c1ccc(OC(=O)c2ccco2)cc1
6757736,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1,CHEMBL1201862,CHEMBL1573331,7.18,=,=,EC50,nM,66.6,CHEMBL1741171,EC50,uM,0.0666,66.6,7.176525770829699,potent,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1
6757737,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)N(C)Cc1ccc(C(=O)CCl)cc1,CHEMBL1201862,CHEMBL1300695,4.71,=,=,EC50,nM,19400.0,CHEMBL1741171,EC50,uM,19.4,19400.0,4.7121982700697735,weak_or_moderate,CC(=O)N(C)Cc1ccc(C(=O)CCl)cc1
6757738,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1[nH]c2ccccc2c1C(C#N)(C#N)C1C(=O)c2ccccc2C1=O,CHEMBL1201862,CHEMBL1370838,6.53,=,=,EC50,nM,297.0,CHEMBL1741171,EC50,uM,0.297,297.0,6.527243550682788,potent,Cc1[nH]c2ccccc2c1C(C#N)(C#N)C1C(=O)c2ccccc2C1=O
6757739,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,CHEMBL1201862,CHEMBL1201049,4.99,=,=,EC50,nM,10200.0,CHEMBL1741171,EC50,uM,10.2,10200.0,4.991399828238082,weak_or_moderate,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
6757740,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Oc1ccc(Br)cc1)C1CC(=O)N(c2ccc(F)cc2)C1,CHEMBL1201862,CHEMBL1583024,4.93,=,=,EC50,nM,11800.0,CHEMBL1741171,EC50,uM,11.8,11800.0,4.928117992693875,weak_or_moderate,O=C(Oc1ccc(Br)cc1)C1CC(=O)N(c2ccc(F)cc2)C1
6757742,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Nc1nc(C(=O)N2CCOCC2)nn1C(=O)c1ccc(Cl)cc1,CHEMBL1201862,CHEMBL1300684,4.63,=,=,EC50,nM,23400.0,CHEMBL1741171,EC50,uM,23.4,23400.0,4.6307841425898575,weak_or_moderate,Nc1nc(C(=O)N2CCOCC2)nn1C(=O)c1ccc(Cl)cc1
6757743,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cc(OC(=O)c2ccccc2)n(CCC#N)n1,CHEMBL1201862,CHEMBL572189,5.57,=,=,EC50,nM,2670.0,CHEMBL1741171,EC50,uM,2.67,2670.0,5.573488738635424,weak_or_moderate,Cc1cc(OC(=O)c2ccccc2)n(CCC#N)n1
6757744,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1410562,5.49,=,=,EC50,nM,3260.0,CHEMBL1741171,EC50,uM,3.26,3260.0,5.486782399932061,weak_or_moderate,Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2
6757745,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC,CHEMBL1201862,CHEMBL1567246,6.74,=,=,EC50,nM,183.0,CHEMBL1741171,EC50,uM,0.183,183.0,6.73754891026957,potent,CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC
6757746,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)CC1=NN(c2ccccc2)C(=O)C1,CHEMBL1201862,CHEMBL1449346,5.36,=,=,EC50,nM,4420.0,CHEMBL1741171,EC50,uM,4.42,4420.0,5.354577730650908,weak_or_moderate,COC(=O)CC1=NN(c2ccccc2)C(=O)C1
6757747,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,CHEMBL1201862,CHEMBL1325021,6.07,=,=,EC50,nM,846.0,CHEMBL1741171,EC50,uM,0.846,846.0,6.0726296369609765,potent,COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12
6757748,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,CHEMBL1201862,CHEMBL1576509,7.45,=,=,EC50,nM,35.6,CHEMBL1741171,EC50,uM,0.0356,35.6,7.448550002027124,potent,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C
6757749,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1cnn(-c2ccccc2)c1,CHEMBL1201862,CHEMBL1611931,5.96,=,=,EC50,nM,1100.0,CHEMBL1741171,EC50,uM,1.1,1100.0,5.958607314841775,weak_or_moderate,Oc1cnn(-c2ccccc2)c1
6757750,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(NC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)cc1Cl,CHEMBL1201862,CHEMBL1576520,4.73,=,=,EC50,nM,18500.0,CHEMBL1741171,EC50,uM,18.5,18500.0,4.732828271596986,weak_or_moderate,COc1ccc(NC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)cc1Cl
6757751,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,CHEMBL1201862,CHEMBL3187596,6.15,=,=,EC50,nM,707.0,CHEMBL1741171,EC50,uM,0.707,707.0,6.1505805862031,potent,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1
6757752,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccccc1/C=N/Nc1cc(N(C)C)nc(N(C)C)n1,CHEMBL1201862,CHEMBL3194941,5.27,=,=,EC50,nM,5340.0,CHEMBL1741171,EC50,uM,5.34,5340.0,5.272458742971444,weak_or_moderate,COc1ccccc1/C=N/Nc1cc(N(C)C)nc(N(C)C)n1
6757754,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)o1,CHEMBL1201862,CHEMBL1611922,5.25,=,=,EC50,nM,5580.0,CHEMBL1741171,EC50,uM,5.58,5580.0,5.253365801062421,weak_or_moderate,Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)o1
6757755,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1cc(-c2ccc(C(=S)N3CCOCC3)o2)ccc1Cl,CHEMBL1201862,CHEMBL1368727,4.99,=,=,EC50,nM,10200.0,CHEMBL1741171,EC50,uM,10.2,10200.0,4.991399828238082,weak_or_moderate,O=[N+]([O-])c1cc(-c2ccc(C(=S)N3CCOCC3)o2)ccc1Cl
6757756,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)Nc1nn(-c2ccc(OC)cc2)c(=O)c(C#N)c1C,CHEMBL1201862,CHEMBL1567264,5.2,=,=,EC50,nM,6310.0,CHEMBL1741171,EC50,uM,6.31,6310.0,5.199970640755866,weak_or_moderate,COC(=O)Nc1nn(-c2ccc(OC)cc2)c(=O)c(C#N)c1C
6757757,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)CSc1nnc(NCC(=O)OC)c(O)n1,CHEMBL1201862,CHEMBL1455724,5.23,=,=,EC50,nM,5870.0,CHEMBL1741171,EC50,uM,5.87,5870.0,5.231361898752386,weak_or_moderate,CCOC(=O)CSc1nnc(NCC(=O)OC)c(O)n1
6757758,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,CHEMBL1201862,CHEMBL1984648,4.89,=,=,EC50,nM,12900.0,CHEMBL1741171,EC50,uM,12.9,12900.0,4.889410289700751,weak_or_moderate,Cc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1
6757759,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)c1c(Cl)nc2cccc3c2c1-c1ccccc1C3=O,CHEMBL1201862,CHEMBL1439030,6.53,=,=,EC50,nM,297.0,CHEMBL1741171,EC50,uM,0.297,297.0,6.527243550682788,potent,CC(=O)c1c(Cl)nc2cccc3c2c1-c1ccccc1C3=O
6757760,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(C(=O)C2C(c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC(=O)NC2(O)C(F)(F)F)cc1,CHEMBL1201862,CHEMBL1556498,4.67,=,=,EC50,nM,21500.0,CHEMBL1741171,EC50,uM,21.5,21500.0,4.667561540084395,weak_or_moderate,COc1ccc(C(=O)C2C(c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC(=O)NC2(O)C(F)(F)F)cc1
6757761,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",C=CSc1sc(Cl)c(N2CCOCC2)c1[N+](=O)[O-],CHEMBL1201862,CHEMBL1544483,4.26,=,=,EC50,nM,54600.0,CHEMBL1741171,EC50,uM,54.6,54600.0,4.262807357295263,weak_or_moderate,C=CSc1sc(Cl)c(N2CCOCC2)c1[N+](=O)[O-]
6757762,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cl.Nc1ccc(O)c2ccccc12,CHEMBL1201862,CHEMBL1794195,5.0,=,=,EC50,nM,10100.0,CHEMBL1741171,EC50,uM,10.1,10100.0,4.995678626217358,weak_or_moderate,Cl.Nc1ccc(O)c2ccccc12
