molecule_chembl_id,n_records,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,activity_label
CHEMBL1407208,1,18600.0,18600.0,18600.0,4.730487055782084,weak_or_moderate
CHEMBL1436932,1,18600.0,18600.0,18600.0,4.730487055782084,weak_or_moderate
CHEMBL1978279,1,18600.0,18600.0,18600.0,4.730487055782084,weak_or_moderate
CHEMBL1333637,1,18700.0,18700.0,18700.0,4.728158393463501,weak_or_moderate
CHEMBL1361500,1,18800.0,18800.0,18800.0,4.72584215073632,weak_or_moderate
CHEMBL1500316,1,18800.0,18800.0,18800.0,4.72584215073632,weak_or_moderate
CHEMBL1409091,1,18900.0,18900.0,18900.0,4.723538195826756,weak_or_moderate
CHEMBL3196684,1,18900.0,18900.0,18900.0,4.723538195826756,weak_or_moderate
CHEMBL1555488,1,19000.0,19000.0,19000.0,4.721246399047171,weak_or_moderate
CHEMBL1302625,1,19100.0,19100.0,19100.0,4.718966632752273,weak_or_moderate
CHEMBL1432044,1,19100.0,19100.0,19100.0,4.718966632752273,weak_or_moderate
CHEMBL1495230,1,19300.0,19300.0,19300.0,4.714442690992226,weak_or_moderate
CHEMBL1501843,1,19300.0,19300.0,19300.0,4.714442690992226,weak_or_moderate
CHEMBL1300695,1,19400.0,19400.0,19400.0,4.7121982700697735,weak_or_moderate
CHEMBL1424118,1,19400.0,19400.0,19400.0,4.7121982700697735,weak_or_moderate
CHEMBL1449922,1,19400.0,19400.0,19400.0,4.7121982700697735,weak_or_moderate
CHEMBL1374701,1,19500.0,19500.0,19500.0,4.709965388637482,weak_or_moderate
CHEMBL1446060,1,19500.0,19500.0,19500.0,4.709965388637482,weak_or_moderate
CHEMBL1584201,1,19800.0,19800.0,19800.0,4.703334809738469,weak_or_moderate
CHEMBL3192535,1,19800.0,19800.0,19800.0,4.703334809738469,weak_or_moderate
CHEMBL3194773,1,19800.0,19800.0,19800.0,4.703334809738469,weak_or_moderate
CHEMBL1323586,1,20000.0,20000.0,20000.0,4.698970004336019,weak_or_moderate
CHEMBL1570005,1,20000.0,20000.0,20000.0,4.698970004336019,weak_or_moderate
CHEMBL1585382,1,20000.0,20000.0,20000.0,4.698970004336019,weak_or_moderate
CHEMBL1974348,1,20000.0,20000.0,20000.0,4.698970004336019,weak_or_moderate
CHEMBL3214581,1,20000.0,20000.0,20000.0,4.698970004336019,weak_or_moderate
CHEMBL1321472,1,20100.0,20100.0,20100.0,4.696803942579511,weak_or_moderate
CHEMBL1600712,1,20100.0,20100.0,20100.0,4.696803942579511,weak_or_moderate
CHEMBL1323536,1,20200.0,20200.0,20200.0,4.694648630553377,weak_or_moderate
CHEMBL1581233,1,20200.0,20200.0,20200.0,4.694648630553377,weak_or_moderate
CHEMBL46516,1,20200.0,20200.0,20200.0,4.694648630553377,weak_or_moderate
CHEMBL1580600,1,20300.0,20300.0,20300.0,4.692503962086787,weak_or_moderate
CHEMBL1302835,1,20400.0,20400.0,20400.0,4.690369832574102,weak_or_moderate
CHEMBL1322313,1,20600.0,20600.0,20600.0,4.686132779630847,weak_or_moderate
CHEMBL1367735,1,20700.0,20700.0,20700.0,4.684029654543083,weak_or_moderate
CHEMBL1401841,1,20800.0,20800.0,20800.0,4.681936665037238,weak_or_moderate
CHEMBL1371873,1,20900.0,20900.0,20900.0,4.679853713888946,weak_or_moderate
CHEMBL1407708,1,20900.0,20900.0,20900.0,4.679853713888946,weak_or_moderate
CHEMBL1301720,1,21000.0,21000.0,21000.0,4.6777807052660805,weak_or_moderate
CHEMBL1332131,1,21000.0,21000.0,21000.0,4.6777807052660805,weak_or_moderate
CHEMBL1440303,1,21000.0,21000.0,21000.0,4.6777807052660805,weak_or_moderate
CHEMBL1582246,1,21200.0,21200.0,21200.0,4.673664139071248,weak_or_moderate
CHEMBL3210642,1,21200.0,21200.0,21200.0,4.673664139071248,weak_or_moderate
CHEMBL1409991,1,21400.0,21400.0,21400.0,4.669586226650809,weak_or_moderate
CHEMBL1556498,1,21500.0,21500.0,21500.0,4.667561540084395,weak_or_moderate
CHEMBL1391527,1,21900.0,21900.0,21900.0,4.6595558851598815,weak_or_moderate
CHEMBL1606823,1,21900.0,21900.0,21900.0,4.6595558851598815,weak_or_moderate
CHEMBL1387378,1,22100.0,22100.0,22100.0,4.655607726314889,weak_or_moderate
CHEMBL1427517,1,22100.0,22100.0,22100.0,4.655607726314889,weak_or_moderate
CHEMBL1381436,1,22200.0,22200.0,22200.0,4.653647025549361,weak_or_moderate
CHEMBL1433014,1,22200.0,22200.0,22200.0,4.653647025549361,weak_or_moderate
CHEMBL1404492,1,22300.0,22300.0,22300.0,4.651695136951839,weak_or_moderate
CHEMBL1373049,1,22600.0,22600.0,22600.0,4.645891560852599,weak_or_moderate
CHEMBL1497078,1,22600.0,22600.0,22600.0,4.645891560852599,weak_or_moderate
CHEMBL1500035,1,22700.0,22700.0,22700.0,4.6439741428068775,weak_or_moderate
CHEMBL1583292,1,22700.0,22700.0,22700.0,4.6439741428068775,weak_or_moderate
CHEMBL1594685,1,22700.0,22700.0,22700.0,4.6439741428068775,weak_or_moderate
CHEMBL1601712,1,22800.0,22800.0,22800.0,4.642065152999546,weak_or_moderate
CHEMBL1341388,1,22900.0,22900.0,22900.0,4.640164517660112,weak_or_moderate
CHEMBL1393351,1,23000.0,23000.0,23000.0,4.638272163982407,weak_or_moderate
CHEMBL1376281,1,23100.0,23100.0,23100.0,4.636388020107856,weak_or_moderate
CHEMBL1482281,1,23100.0,23100.0,23100.0,4.636388020107856,weak_or_moderate
CHEMBL1550425,1,23300.0,23300.0,23300.0,4.632644078973981,weak_or_moderate
CHEMBL1556187,1,23300.0,23300.0,23300.0,4.632644078973981,weak_or_moderate
CHEMBL1719244,1,23300.0,23300.0,23300.0,4.632644078973981,weak_or_moderate
CHEMBL1300684,1,23400.0,23400.0,23400.0,4.6307841425898575,weak_or_moderate
CHEMBL1965172,1,23500.0,23500.0,23500.0,4.628932137728263,weak_or_moderate
CHEMBL1326957,1,23600.0,23600.0,23600.0,4.627087997029894,weak_or_moderate
CHEMBL1480242,1,23600.0,23600.0,23600.0,4.627087997029894,weak_or_moderate
CHEMBL1510765,1,23600.0,23600.0,23600.0,4.627087997029894,weak_or_moderate
CHEMBL1465170,1,23700.0,23700.0,23700.0,4.6252516539898965,weak_or_moderate
CHEMBL1582891,1,23700.0,23700.0,23700.0,4.6252516539898965,weak_or_moderate
CHEMBL1713763,1,23700.0,23700.0,23700.0,4.6252516539898965,weak_or_moderate
CHEMBL1388022,1,23800.0,23800.0,23800.0,4.623423042943488,weak_or_moderate
CHEMBL1585923,1,23800.0,23800.0,23800.0,4.623423042943488,weak_or_moderate
CHEMBL1313352,1,23900.0,23900.0,23900.0,4.621602099051862,weak_or_moderate
CHEMBL1360322,1,24000.0,24000.0,24000.0,4.619788758288394,weak_or_moderate
CHEMBL1469208,1,24000.0,24000.0,24000.0,4.619788758288394,weak_or_moderate
CHEMBL1345762,1,24100.0,24100.0,24100.0,4.617982957425132,weak_or_moderate
CHEMBL1511042,1,24100.0,24100.0,24100.0,4.617982957425132,weak_or_moderate
CHEMBL1409883,1,24400.0,24400.0,24400.0,4.61261017366127,weak_or_moderate
CHEMBL1525315,1,24400.0,24400.0,24400.0,4.61261017366127,weak_or_moderate
CHEMBL3214331,1,24600.0,24600.0,24600.0,4.609064892896621,weak_or_moderate
CHEMBL1299841,1,24700.0,24700.0,24700.0,4.607303046740334,weak_or_moderate
CHEMBL1466241,1,24700.0,24700.0,24700.0,4.607303046740334,weak_or_moderate
CHEMBL1463793,1,24800.0,24800.0,24800.0,4.605548319173784,weak_or_moderate
CHEMBL1548210,1,25000.0,25000.0,25000.0,4.6020599913279625,weak_or_moderate
CHEMBL1406350,1,25200.0,25200.0,25200.0,4.598599459218456,weak_or_moderate
CHEMBL1341778,1,25400.0,25400.0,25400.0,4.5951662833800615,weak_or_moderate
CHEMBL1477488,1,25400.0,25400.0,25400.0,4.5951662833800615,weak_or_moderate
CHEMBL1451681,1,25700.0,25700.0,25700.0,4.590066876668706,weak_or_moderate
CHEMBL1522275,1,25700.0,25700.0,25700.0,4.590066876668706,weak_or_moderate
CHEMBL1342248,1,25900.0,25900.0,25900.0,4.586700235918748,weak_or_moderate
CHEMBL1497049,1,25900.0,25900.0,25900.0,4.586700235918748,weak_or_moderate
CHEMBL1505679,1,26000.0,26000.0,26000.0,4.585026652029182,weak_or_moderate
CHEMBL1364384,1,26300.0,26300.0,26300.0,4.580044251510242,weak_or_moderate
CHEMBL1399683,1,26300.0,26300.0,26300.0,4.580044251510242,weak_or_moderate
CHEMBL1325970,1,26400.0,26400.0,26400.0,4.578396073130169,weak_or_moderate
CHEMBL1456285,1,26500.0,26500.0,26500.0,4.576754126063192,weak_or_moderate
CHEMBL1428003,1,26700.0,26700.0,26700.0,4.573488738635425,weak_or_moderate
CHEMBL1569877,1,26700.0,26700.0,26700.0,4.573488738635425,weak_or_moderate
CHEMBL1608787,1,26700.0,26700.0,26700.0,4.573488738635425,weak_or_moderate
CHEMBL1569820,1,26900.0,26900.0,26900.0,4.570247719997592,weak_or_moderate
CHEMBL1594394,1,27000.0,27000.0,27000.0,4.568636235841013,weak_or_moderate
CHEMBL3190539,1,27000.0,27000.0,27000.0,4.568636235841013,weak_or_moderate
CHEMBL1533248,1,27200.0,27200.0,27200.0,4.565431095965801,weak_or_moderate
CHEMBL1348057,1,27300.0,27300.0,27300.0,4.5638373529592435,weak_or_moderate
CHEMBL1557932,1,27300.0,27300.0,27300.0,4.5638373529592435,weak_or_moderate
CHEMBL1508375,1,27800.0,27800.0,27800.0,4.555955204081924,weak_or_moderate
CHEMBL1582076,1,27900.0,27900.0,27900.0,4.554395796726403,weak_or_moderate
CHEMBL1790006,1,28000.0,28000.0,28000.0,4.552841968657781,weak_or_moderate
CHEMBL3197978,1,28000.0,28000.0,28000.0,4.552841968657781,weak_or_moderate
CHEMBL1458321,1,28600.0,28600.0,28600.0,4.543633966870957,weak_or_moderate
CHEMBL1579471,1,28600.0,28600.0,28600.0,4.543633966870957,weak_or_moderate
CHEMBL3192605,1,29000.0,29000.0,29000.0,4.537602002101044,weak_or_moderate
CHEMBL1529352,1,29100.0,29100.0,29100.0,4.536107011014093,weak_or_moderate
CHEMBL1413252,1,29500.0,29500.0,29500.0,4.530177984021837,weak_or_moderate
CHEMBL1339644,1,29600.0,29600.0,29600.0,4.528708288941061,weak_or_moderate
CHEMBL1481417,1,29600.0,29600.0,29600.0,4.528708288941061,weak_or_moderate
CHEMBL1507657,1,29600.0,29600.0,29600.0,4.528708288941061,weak_or_moderate
CHEMBL1605394,1,29800.0,29800.0,29800.0,4.525783735923745,weak_or_moderate
CHEMBL1309419,1,30000.0,30000.0,30000.0,4.522878745280337,weak_or_moderate
CHEMBL405110,1,30000.0,30000.0,30000.0,4.522878745280337,weak_or_moderate
CHEMBL1383283,1,30300.0,30300.0,30300.0,4.518557371497695,weak_or_moderate
CHEMBL1399100,1,30300.0,30300.0,30300.0,4.518557371497695,weak_or_moderate
CHEMBL1410897,1,30400.0,30400.0,30400.0,4.517126416391246,weak_or_moderate
CHEMBL1454882,1,30900.0,30900.0,30900.0,4.510041520575165,weak_or_moderate
CHEMBL1794101,1,30900.0,30900.0,30900.0,4.510041520575165,weak_or_moderate
CHEMBL1520239,1,31300.0,31300.0,31300.0,4.504455662453552,weak_or_moderate
CHEMBL1301821,1,31400.0,31400.0,31400.0,4.503070351926785,weak_or_moderate
CHEMBL1390555,1,31600.0,31600.0,31600.0,4.5003129173815966,weak_or_moderate
CHEMBL1569091,1,31700.0,31700.0,31700.0,4.498940737782249,weak_or_moderate
CHEMBL1989179,1,31700.0,31700.0,31700.0,4.498940737782249,weak_or_moderate
CHEMBL3210821,1,31700.0,31700.0,31700.0,4.498940737782249,weak_or_moderate
CHEMBL1431254,1,32200.0,32200.0,32200.0,4.492144128304169,weak_or_moderate
CHEMBL1201055,1,32500.0,32500.0,32500.0,4.488116639021126,weak_or_moderate
CHEMBL1609951,1,32600.0,32600.0,32600.0,4.486782399932061,weak_or_moderate
CHEMBL1468635,1,32900.0,32900.0,32900.0,4.482804102050026,weak_or_moderate
CHEMBL1369492,1,33400.0,33400.0,33400.0,4.476253533188435,weak_or_moderate
CHEMBL1488395,1,34600.0,34600.0,34600.0,4.460923901207224,weak_or_moderate
CHEMBL1988416,1,34900.0,34900.0,34900.0,4.45717457304082,weak_or_moderate
CHEMBL1542492,1,35000.0,35000.0,35000.0,4.455931955649724,weak_or_moderate
CHEMBL1706100,1,35100.0,35100.0,35100.0,4.454692883534176,weak_or_moderate
CHEMBL1423919,1,35600.0,35600.0,35600.0,4.448550002027125,weak_or_moderate
CHEMBL1581228,1,35700.0,35700.0,35700.0,4.447331783887806,weak_or_moderate
CHEMBL1301509,1,36000.0,36000.0,36000.0,4.443697499232713,weak_or_moderate
CHEMBL17551,1,36100.0,36100.0,36100.0,4.442492798094342,weak_or_moderate
CHEMBL1341913,1,36200.0,36200.0,36200.0,4.441291429466834,weak_or_moderate
CHEMBL3209345,1,36300.0,36300.0,36300.0,4.440093374963888,weak_or_moderate
CHEMBL1417901,1,37000.0,37000.0,37000.0,4.431798275933005,weak_or_moderate
CHEMBL1455639,1,37100.0,37100.0,37100.0,4.430626090384954,weak_or_moderate
CHEMBL1520989,1,37100.0,37100.0,37100.0,4.430626090384954,weak_or_moderate
CHEMBL1463817,1,37200.0,37200.0,37200.0,4.429457060118103,weak_or_moderate
CHEMBL1463943,1,37200.0,37200.0,37200.0,4.429457060118103,weak_or_moderate
CHEMBL1324416,1,37800.0,37800.0,37800.0,4.422508200162775,weak_or_moderate
CHEMBL1519846,1,38000.0,38000.0,38000.0,4.42021640338319,weak_or_moderate
CHEMBL1503209,1,38100.0,38100.0,38100.0,4.419075024324381,weak_or_moderate
CHEMBL1499903,1,38400.0,38400.0,38400.0,4.4156687756324695,weak_or_moderate
CHEMBL578502,1,38400.0,38400.0,38400.0,4.4156687756324695,weak_or_moderate
CHEMBL1587446,1,39000.0,39000.0,39000.0,4.4089353929735005,weak_or_moderate
CHEMBL88326,1,39000.0,39000.0,39000.0,4.4089353929735005,weak_or_moderate
CHEMBL1607176,1,39100.0,39100.0,39100.0,4.407823242604133,weak_or_moderate
CHEMBL1981667,1,39300.0,39300.0,39300.0,4.405607449624573,weak_or_moderate
CHEMBL1441170,1,39500.0,39500.0,39500.0,4.403402904373539,weak_or_moderate
CHEMBL1522100,1,40100.0,40100.0,40100.0,4.396855627379818,weak_or_moderate
CHEMBL1497427,1,40200.0,40200.0,40200.0,4.39577394691553,weak_or_moderate
CHEMBL1413355,1,40500.0,40500.0,40500.0,4.392544976785332,weak_or_moderate
CHEMBL3197625,1,41900.0,41900.0,41900.0,4.377785977033705,weak_or_moderate
CHEMBL1534947,1,43600.0,43600.0,43600.0,4.360513510731414,weak_or_moderate
CHEMBL563294,1,43800.0,43800.0,43800.0,4.3585258894959,weak_or_moderate
CHEMBL1442702,1,44300.0,44300.0,44300.0,4.3535962737769305,weak_or_moderate
CHEMBL1560640,1,44600.0,44600.0,44600.0,4.350665141287858,weak_or_moderate
CHEMBL1409588,1,45400.0,45400.0,45400.0,4.342944147142896,weak_or_moderate
CHEMBL1536137,1,45500.0,45500.0,45500.0,4.341988603342887,weak_or_moderate
CHEMBL1566610,1,46000.0,46000.0,46000.0,4.337242168318426,weak_or_moderate
CHEMBL1320517,1,46200.0,46200.0,46200.0,4.335358024443875,weak_or_moderate
CHEMBL1447513,1,46600.0,46600.0,46600.0,4.33161408331,weak_or_moderate
CHEMBL1502234,1,46700.0,46700.0,46700.0,4.330683119433888,weak_or_moderate
CHEMBL3195005,1,47100.0,47100.0,47100.0,4.326979092871104,weak_or_moderate
CHEMBL1494100,1,47400.0,47400.0,47400.0,4.324221658325915,weak_or_moderate
CHEMBL1428823,1,48700.0,48700.0,48700.0,4.3124710387853655,weak_or_moderate
CHEMBL1482637,1,49000.0,49000.0,49000.0,4.309803919971486,weak_or_moderate
CHEMBL1496959,1,49100.0,49100.0,49100.0,4.308918507877031,weak_or_moderate
CHEMBL1441508,1,50000.0,50000.0,50000.0,4.301029995663981,weak_or_moderate
CHEMBL1492541,1,50500.0,50500.0,50500.0,4.296708621881339,weak_or_moderate
CHEMBL1595821,1,50900.0,50900.0,50900.0,4.293282217663242,weak_or_moderate
CHEMBL3197985,1,51100.0,51100.0,51100.0,4.291579099865287,weak_or_moderate
CHEMBL1357976,1,51200.0,51200.0,51200.0,4.29073003902417,weak_or_moderate
CHEMBL1389827,1,53300.0,53300.0,53300.0,4.273272790973428,weak_or_moderate
CHEMBL1410768,1,53800.0,53800.0,53800.0,4.269217724333611,weak_or_moderate
CHEMBL1309645,1,54400.0,54400.0,54400.0,4.2644011003018205,weak_or_moderate
CHEMBL1510647,1,54400.0,54400.0,54400.0,4.2644011003018205,weak_or_moderate
CHEMBL1444702,1,54500.0,54500.0,54500.0,4.2636034977233574,weak_or_moderate
CHEMBL1523317,1,54600.0,54600.0,54600.0,4.262807357295263,weak_or_moderate
CHEMBL1544483,1,54600.0,54600.0,54600.0,4.262807357295263,weak_or_moderate
CHEMBL504911,1,55400.0,55400.0,55400.0,4.2564902352715706,weak_or_moderate
CHEMBL1596753,1,55500.0,55500.0,55500.0,4.255707016877324,weak_or_moderate
CHEMBL1383937,1,55900.0,55900.0,55900.0,4.252588192113577,weak_or_moderate
CHEMBL1520392,1,55900.0,55900.0,55900.0,4.252588192113577,weak_or_moderate
CHEMBL1556868,1,56200.0,56200.0,56200.0,4.250263684430939,weak_or_moderate
CHEMBL1389371,1,56300.0,56300.0,56300.0,4.249491605148654,weak_or_moderate
CHEMBL1498127,1,56600.0,56600.0,56600.0,4.247183568811729,weak_or_moderate
CHEMBL1562392,1,58100.0,58100.0,58100.0,4.235823867609669,weak_or_moderate
CHEMBL1301672,1,58400.0,58400.0,58400.0,4.2335871528876,weak_or_moderate
CHEMBL1535577,1,58500.0,58500.0,58500.0,4.232844133917819,weak_or_moderate
CHEMBL1432870,1,59000.0,59000.0,59000.0,4.229147988357856,weak_or_moderate
CHEMBL1312974,1,59900.0,59900.0,59900.0,4.2225731776106885,weak_or_moderate
CHEMBL1407193,1,60500.0,60500.0,60500.0,4.218244625347531,weak_or_moderate
CHEMBL586135,1,61400.0,61400.0,61400.0,4.211831628858833,weak_or_moderate
CHEMBL1572216,1,66200.0,66200.0,66200.0,4.1791420105603,weak_or_moderate
CHEMBL577764,1,66600.0,66600.0,66600.0,4.176525770829699,weak_or_moderate
CHEMBL1970867,1,67200.0,67200.0,67200.0,4.172630726946175,weak_or_moderate
CHEMBL1333634,1,69700.0,69700.0,69700.0,4.15676722190199,weak_or_moderate
CHEMBL1451917,1,70700.0,70700.0,70700.0,4.150580586203101,weak_or_moderate
CHEMBL1512368,1,71700.0,71700.0,71700.0,4.1444808443322,weak_or_moderate
CHEMBL1469091,1,75100.0,75100.0,75100.0,4.124360062995832,weak_or_moderate
CHEMBL1449018,1,76400.0,76400.0,76400.0,4.11690664142431,weak_or_moderate
CHEMBL1409900,1,78100.0,78100.0,78100.0,4.1073489661227,weak_or_moderate
CHEMBL1389509,1,81500.0,81500.0,81500.0,4.088842391260023,weak_or_moderate
CHEMBL1556273,1,83000.0,83000.0,83000.0,4.080921907623926,weak_or_moderate
CHEMBL1424773,1,83200.0,83200.0,83200.0,4.079876673709276,weak_or_moderate
CHEMBL1508459,1,85700.0,85700.0,85700.0,4.0670191780768015,weak_or_moderate
CHEMBL1581601,1,86100.0,86100.0,86100.0,4.064996848546345,weak_or_moderate
CHEMBL1531579,1,86400.0,86400.0,86400.0,4.063486257521107,weak_or_moderate
CHEMBL1490987,1,86700.0,86700.0,86700.0,4.06198090252379,weak_or_moderate
CHEMBL1415002,1,87000.0,87000.0,87000.0,4.060480747381382,weak_or_moderate
CHEMBL494083,1,88400.0,88400.0,88400.0,4.053547734986927,weak_or_moderate
CHEMBL1485660,1,88800.0,88800.0,88800.0,4.051587034221399,weak_or_moderate
CHEMBL1496053,1,93400.0,93400.0,93400.0,4.029653123769907,weak_or_moderate
CHEMBL1548411,1,94200.0,94200.0,94200.0,4.025949097207123,weak_or_moderate
CHEMBL3144940,1,96800.0,96800.0,96800.0,4.014124642691606,weak_or_moderate
CHEMBL1392219,1,100100.0,100100.0,100100.0,3.9995659225206817,weak_or_moderate
CHEMBL1535578,1,103600.0,103600.0,103600.0,3.9846402445907856,weak_or_moderate
CHEMBL1381243,1,107600.0,107600.0,107600.0,3.96818772866963,weak_or_moderate
CHEMBL1928483,1,109500.0,109500.0,109500.0,3.9605858808238628,weak_or_moderate
CHEMBL1605235,1,110500.0,110500.0,110500.0,3.95663772197887,weak_or_moderate
CHEMBL1608276,1,110900.0,110900.0,110900.0,3.9550684538508403,weak_or_moderate
CHEMBL1583127,1,113700.0,113700.0,113700.0,3.9442395353122652,weak_or_moderate
CHEMBL1371896,1,114000.0,114000.0,114000.0,3.9430951486635273,weak_or_moderate
CHEMBL1405071,1,122900.0,122900.0,122900.0,3.910448117113546,weak_or_moderate
CHEMBL1486196,1,124100.0,124100.0,124100.0,3.90622821850127,weak_or_moderate
CHEMBL1387293,1,125100.0,125100.0,125100.0,3.90274269030658,weak_or_moderate
CHEMBL1994973,1,125100.0,125100.0,125100.0,3.90274269030658,weak_or_moderate
CHEMBL179161,1,125200.0,125200.0,125200.0,3.902395671125589,weak_or_moderate
CHEMBL1392176,1,127800.0,127800.0,127800.0,3.893469146177619,weak_or_moderate
CHEMBL1566989,1,132800.0,132800.0,132800.0,3.8768019249680012,weak_or_moderate
CHEMBL1402496,1,136300.0,136300.0,136300.0,3.8655041441653264,weak_or_moderate
CHEMBL1414814,1,146000.0,146000.0,146000.0,3.835647144215563,weak_or_moderate
CHEMBL1428623,1,151200.0,151200.0,151200.0,3.8204482088348124,weak_or_moderate
CHEMBL1698050,1,154600.0,154600.0,154600.0,3.810790510417694,weak_or_moderate
CHEMBL1560396,1,158500.0,158500.0,158500.0,3.79997073344623,weak_or_moderate
CHEMBL1300391,1,162800.0,162800.0,162800.0,3.788345599446817,weak_or_moderate
CHEMBL1449705,1,165500.0,165500.0,165500.0,3.7812020018882624,weak_or_moderate
CHEMBL1307306,1,168000.0,168000.0,168000.0,3.7746907182741367,weak_or_moderate
CHEMBL1405221,1,168600.0,168600.0,168600.0,3.7731424297112763,weak_or_moderate
CHEMBL1384489,1,174200.0,174200.0,174200.0,3.758951849328356,weak_or_moderate
CHEMBL1577384,1,208100.0,208100.0,208100.0,3.681727919788373,weak_or_moderate
CHEMBL1990545,1,208100.0,208100.0,208100.0,3.681727919788373,weak_or_moderate
CHEMBL1545701,1,229000.0,229000.0,229000.0,3.6401645176601116,weak_or_moderate
CHEMBL1200938,1,237200.0,237200.0,237200.0,3.6248853153077754,weak_or_moderate
CHEMBL1532436,1,241800.0,241800.0,241800.0,3.616543703475247,weak_or_moderate
CHEMBL1721990,1,289400.0,289400.0,289400.0,3.5385014732169813,weak_or_moderate
CHEMBL1311742,1,303500.0,303500.0,303500.0,3.517841304588724,weak_or_moderate
CHEMBL1374511,1,330600.0,330600.0,330600.0,3.4806971507645716,weak_or_moderate
CHEMBL2006840,1,356700.0,356700.0,356700.0,3.4476968906616463,weak_or_moderate
